day,slot,timestamp,violation_type,asset,phase,value,limit,Vmax_pu,Vmin_pu,rho_AC,current_A,rating_A,gV_high,gV_low,gI
2025-02-03,68,2025-02-03T17:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.0564146446978255,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,839.8812023387452,KVA_AUTHORITY,0.0,0.0,0.05641464469782553
2025-02-03,68,2025-02-03T17:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,B,1.0564146446978255,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,645.0985261287302,KVA_AUTHORITY,0.0,0.0,0.05641464469782553
2025-02-03,68,2025-02-03T17:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,1.0295248495525675,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,714.4188089261825,693.9306120067617,0.0,0.0,0.02952484955256751
2025-02-03,68,2025-02-03T17:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,1.0564146446978255,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,714.4188089261825,KVA_AUTHORITY,0.0,0.0,0.05641464469782553
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.sw1,A,1.0065237993400316,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,795.1538014786249,790.0,0.0,0.0,0.006523799340031555
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.l115,A,1.0039758177534193,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,793.1408960252013,790.0000000000001,0.0,0.0,0.003975817753419264
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.l3,A,1.012721550339861,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,776.7574291106735,767.0000000000001,0.0,0.0,0.012721550339860999
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.l7,A,1.016483221186615,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,768.461315217081,756.0000000000001,0.0,0.0,0.01648322118661505
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.l10,A,1.0404509295198132,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,726.2347488048296,697.9999999999999,0.0,0.0,0.04045092951981322
2025-02-03,68,2025-02-03T17:15:00+10:00,CURRENT_OVERLOAD,line.sw2,A,1.0438538637074264,1.0,1.0562278631667508,0.9642889518228285,1.0438538637074264,436.3309150297043,418.00000000000006,0.0,0.0,0.04385386370742639
