Fresh_critical_line,Fresh_critical_loading,Fresh_critical_phase,Fresh_critical_slot,Planning_critical_line,Planning_critical_loading,Planning_critical_phase,Planning_critical_slot,case,day,identity,schedule_SHA256
line.sw2,0.6017016164559423,A,27,line.sw2,0.5219512521939271,A,71,B2,2025-04-03,SAME_LINE_PHASE_DIFFERENT_SLOT,cd2293983b84103fde5602b2dcf73d586efba45a20a19c4361c2dc4857cebf52
line.sw2,0.6013991389942005,A,27,line.sw2,0.521714192895087,A,68,B3,2025-04-03,SAME_LINE_PHASE_DIFFERENT_SLOT,36c1cf83a71c8e04d800bc89976ea1cf01e1271a1bdb4105cff92ee98bf606c5
line.sw2,0.5887472973626195,A,29,line.sw2,0.5887477851108596,A,29,B0,2025-04-04,EXACT_LINE_PHASE_SLOT,67851c2e18e3e487c3ed4328de4a6aed8aeb5cca0af04a9cd36942f1cb6f5c54
line.sw2,0.5886103917783154,A,29,line.sw2,0.5886122537243288,A,29,B1,2025-04-04,EXACT_LINE_PHASE_SLOT,01c625ef574abffe454c43b219a09c8ae23eaa4f0c52e7c3a3aa94ffb9f25084
line.l10,0.5867990146629499,A,63,line.sw2,0.570311927534976,A,28,B2,2025-04-04,DIFFERENT_LINE_OR_PHASE,d62b0438ed3f30edc689282bdee68be7d0c71b2890487f8a8a832fbfef598c4d
line.l58,0.6148020816816764,A,29,line.sw2,0.5703831018370059,A,82,B3,2025-04-04,DIFFERENT_LINE_OR_PHASE,e86063ee34c75c100bcd9d1013b03218f13dd522965c094883f62a198084fd2d
line.sw2,0.5616241417715712,A,74,line.sw2,0.5616287392951825,A,74,B0,2025-04-05,EXACT_LINE_PHASE_SLOT,62449dbe19ce5bc03c744fd950a915b7466de4824ced01bc7cfdc33e5c1c3c27
line.sw2,0.561626719917836,A,74,line.sw2,0.5616286990858357,A,75,B1,2025-04-05,SAME_LINE_PHASE_DIFFERENT_SLOT,b208215c737c51a6d65913915f23320c79913731f0412f4a053a0651a66cb687
line.sw2,0.5663739205209336,A,74,line.sw2,0.515619935015362,A,90,B2,2025-04-05,SAME_LINE_PHASE_DIFFERENT_SLOT,23ef2890702bbbda7dcd0d9053810bb5ff339d571b2d525273572b1ef1766627
line.sw2,0.5721615039698627,A,74,line.sw2,0.5156405386580666,A,86,B3,2025-04-05,SAME_LINE_PHASE_DIFFERENT_SLOT,e3314cf8654d26628dd162e96f4fda56a34a53e3e93ada72e25034adfebe0363
line.sw2,0.5703613854875792,A,74,line.sw2,0.5703661518793225,A,74,B0,2025-04-06,EXACT_LINE_PHASE_SLOT,0756f648c20edaf06100199e52b1d1fd7787d9e61755cd8dda1a089b39fcd81e
line.sw2,0.5703612279281444,A,74,line.sw2,0.5703657403556276,A,74,B1,2025-04-06,EXACT_LINE_PHASE_SLOT,fee1f35eaefdb3ea7941d8ca96394e223ff348f06932264c241b5258c276db5b
line.sw2,0.5485988835227684,A,74,line.sw2,0.5229121488093436,A,81,B2,2025-04-06,SAME_LINE_PHASE_DIFFERENT_SLOT,9aecfd1d131f6f07a1c81ef04dba2a76e83a8c55c996442a589603028ef8c534
line.sw2,0.5750649294264346,A,74,line.sw2,0.5286286411505612,A,86,B3,2025-04-06,SAME_LINE_PHASE_DIFFERENT_SLOT,ec98a3fc1728a1b186bcbb83c21403b8eed025f964fe197ce984300c50ca0355
line.sw2,0.6512866231302535,A,72,line.sw2,0.6512871029206265,A,72,B0,2025-04-07,EXACT_LINE_PHASE_SLOT,a5b5464e6b4ea526efd0db7c601cea80a6f5af7d1add93135a1265cad78e210c
line.sw2,0.6512866641915595,A,72,line.sw2,0.651287096636062,A,72,B1,2025-04-07,EXACT_LINE_PHASE_SLOT,67191085123a9f39ec96c3e719a10cef1f08700ebf2a008c675aeaca255712e6
line.sw2,0.6497617411806542,A,74,line.sw2,0.580537505225689,A,94,B2,2025-04-07,SAME_LINE_PHASE_DIFFERENT_SLOT,92899e7772a022112240a78ceea2770309273b4926b8f3f843b791232ca6a698
line.l58,0.6705853522786043,A,72,line.sw2,0.5637794604821985,A,95,B3,2025-04-07,DIFFERENT_LINE_OR_PHASE,bdf9f360476231d8a61fe5910ba4a5a5e6284cf84a5cf6ef8a5b357e69793c5a
line.sw2,0.6322859861079695,A,74,line.sw2,0.6322923096440728,A,74,B0,2025-04-08,EXACT_LINE_PHASE_SLOT,a69693548e2ec3ddbcd2224c284bf760221504a87e77407f189b649efe9ee023
line.sw2,0.6322801250582885,A,74,line.sw2,0.6322858875597762,A,74,B1,2025-04-08,EXACT_LINE_PHASE_SLOT,e5d42540390d12c985896787a9f0ab1c019f20b78b7fc6f3bac3767d38000bd4
line.l58,0.6191660983055671,A,74,line.sw2,0.5475866657493467,A,49,B2,2025-04-08,DIFFERENT_LINE_OR_PHASE,a061941ae8483135419a912a632f5ae513ff66b70f6a00b5b0b9d2fcbe8e082c
line.l58,0.619156267312621,A,74,line.sw2,0.5477222743881839,A,88,B3,2025-04-08,DIFFERENT_LINE_OR_PHASE,48a3c4273c0c7d226aa1ca081e3d3c4c6fe28dcf4f8c300dcd630007500f7e81
line.sw2,0.6208393383676516,A,74,line.sw2,0.620845507787117,A,74,B0,2025-04-09,EXACT_LINE_PHASE_SLOT,a032c94342392b75a1a1e657d4bc34de160dd19c4f69af868354d7dfbe1f66bf
line.sw2,0.6208171669645667,A,74,line.sw2,0.6208175307271963,A,74,B1,2025-04-09,EXACT_LINE_PHASE_SLOT,fc5dcf5661b0fd3e5daa6e6443d61c720a6b7a87adff1b7f65092aa647b95c53
line.l58,0.6242109219689138,A,74,line.sw2,0.5378401737222288,A,23,B2,2025-04-09,DIFFERENT_LINE_OR_PHASE,341460ced9b8598c321c823dafa8c80b29eafb907ea4a54e5b601c29458cfb63
line.l58,0.6260147883729406,A,74,line.sw2,0.5393219507055684,A,8,B3,2025-04-09,DIFFERENT_LINE_OR_PHASE,46c8c6c41c51988e46ede607ab2845e0769aed36731b5b6ae22b385300fab4d1
line.sw2,0.6371459149867978,A,72,line.sw2,0.637146358352602,A,72,B0,2025-04-10,EXACT_LINE_PHASE_SLOT,be24a7a014cb9553549e102b450816d3d4d7bfb3248fecb7a5420d4bb0adf290
line.sw2,0.6371459665554248,A,72,line.sw2,0.63714635200285,A,72,B1,2025-04-10,EXACT_LINE_PHASE_SLOT,636038ec2023ccb368be0a03e15095022e5a9ce066f1361a84c9290cbbf030bc
line.l58,0.6390224433645482,A,72,line.sw2,0.5801877141982164,A,84,B2,2025-04-10,DIFFERENT_LINE_OR_PHASE,f2b65ceb7823d96ba74982baa5491d3cba16abc5ca29d9116e3633006afb3eee
line.l58,0.6390224722229657,A,72,line.sw2,0.5803543974336969,A,69,B3,2025-04-10,DIFFERENT_LINE_OR_PHASE,6833e8c6a1c006441a61dd0024fb800e3e0f9927efcc1b3d5ea2342fc033b943
line.sw2,0.6137766318519537,A,72,line.sw2,0.6137115344533823,A,72,B0,2025-04-11,EXACT_LINE_PHASE_SLOT,94927a87a6a022acbfb9548ea45030ea8cea015a75facc14a4dfb9f30f2fd7e8
line.sw2,0.6137768778767823,A,72,line.sw2,0.6137112410156959,A,72,B1,2025-04-11,EXACT_LINE_PHASE_SLOT,f799805b0bb3f1fe3f00bda779865ee7a4ca636b05be75bc6b1e556e28ae21c8
line.l10,0.6200254240985212,A,31,line.sw2,0.5851861165663889,A,76,B2,2025-04-11,DIFFERENT_LINE_OR_PHASE,4f8b0f69a8acf99acd233b634b389362a4dde516ddd10d7a858caf3ac0044fe2
line.sw2,0.644838073936144,A,73,line.sw2,0.5853198254564643,A,95,B3,2025-04-11,SAME_LINE_PHASE_DIFFERENT_SLOT,15dd8f45fe5250ead5e6cc1563e2666bf21552232c47da5da3c4eed24d79d253
line.sw2,0.635489901879827,A,72,line.sw2,0.6354961077063991,A,72,B0,2025-04-12,EXACT_LINE_PHASE_SLOT,efefebf2380ecff88f80eb8bc0b0b92ff3e3e0eca5d6459db7ea6c6ab6469807
line.sw2,0.6354905420305942,A,72,line.sw2,0.635489654708944,A,72,B1,2025-04-12,EXACT_LINE_PHASE_SLOT,67d75e29584ce29b1ba3c24a0bfd229fd3c07312723a7c2d0e2993827f662d8e
line.sw2,0.6804847626758777,A,72,line.sw2,0.5513395372156221,A,91,B2,2025-04-12,SAME_LINE_PHASE_DIFFERENT_SLOT,32cba0ea7c3de8bd00c480b0bc3b02fb815425d5feadda011515d2bd279966f5
line.sw2,0.6721979255322595,A,72,line.sw2,0.5560274315504221,A,77,B3,2025-04-12,SAME_LINE_PHASE_DIFFERENT_SLOT,267b3929a14dff916747ea4e80e0ca7459480566b378d35008098d6fbb33b785
line.sw2,0.6885333423651019,A,72,line.sw2,0.6885407017440358,A,72,B0,2025-04-13,EXACT_LINE_PHASE_SLOT,7f506a70f73f967e83411daf392c362278bb8455c776d3f422ddf461564f5d79
line.sw2,0.6885313509919446,A,72,line.sw2,0.6885386563197209,A,72,B1,2025-04-13,EXACT_LINE_PHASE_SLOT,e2a6bdfa8df70bc691ce9d6806c5cf92db7d9ad69d8194d48d1b002ed5684007
line.l58,0.6824021948790479,A,72,line.sw2,0.5902659725451888,A,25,B2,2025-04-13,DIFFERENT_LINE_OR_PHASE,7613d83156a960de3eab6fb922830bdc9a667b7e628d619c9dfd1b5a2219fd01
line.l58,0.682665817582596,A,72,line.sw2,0.5915046472826806,A,92,B3,2025-04-13,DIFFERENT_LINE_OR_PHASE,bc897f7abe82767198659c07b28dca5247c76fc7971cbdf3726ab7cadc12893c
line.sw2,0.6444121962953894,A,72,line.sw2,0.6444189866199388,A,72,B0,2025-04-14,EXACT_LINE_PHASE_SLOT,02917f5c49408b2ca131a73dd8af45b111ff07f3407ee52f1b8669be52db451e
line.sw2,0.644412118111986,A,72,line.sw2,0.6444188818305395,A,72,B1,2025-04-14,EXACT_LINE_PHASE_SLOT,ca7378e1a416232fddc000499b32e80d3d80b7241eaa71681c165f62bb33817f
line.l58,0.6720920110329577,A,72,line.sw2,0.5648324839533466,A,93,B2,2025-04-14,DIFFERENT_LINE_OR_PHASE,1a548b83d9f23a80e3ad837982253a62084f17d860a0a051eea0d86605d77414
line.l58,0.672140711983966,A,72,line.l58,0.5649239395266095,A,72,B3,2025-04-14,EXACT_LINE_PHASE_SLOT,1f0d45cafd2d0161eb645ce8287468a83bbed7f1714cdd7903086ae1d81dfbe2
line.sw2,0.66306004775318,A,72,line.sw2,0.6630672428496682,A,72,B0,2025-04-15,EXACT_LINE_PHASE_SLOT,ee7f012b24fc6ac03ea2c37516671ec97179b9a4c91bb60601a4e2a7e5023eae
line.sw2,0.662614780732044,A,73,line.sw2,0.6626259604529704,A,73,B1,2025-04-15,EXACT_LINE_PHASE_SLOT,ff3a700265df679fc4bcef4f401b47a1f82285f57854b5d6076fa66c53dc1fce
line.l58,0.6657994689434514,A,72,line.l58,0.563858311879282,A,72,B2,2025-04-15,EXACT_LINE_PHASE_SLOT,1448654a97122e8fec748028a56e314685411c200d9c3bd07c6e454691bffee1
line.l58,0.66988871324347,A,72,line.sw2,0.5641893628949398,A,86,B3,2025-04-15,DIFFERENT_LINE_OR_PHASE,80f4ef5c0b04ccdf6115faf2e538c842871b949a1db616a3e2b60e0b4cac3833
line.sw2,0.6820004439350038,A,72,line.sw2,0.6820080087614461,A,72,B0,2025-04-16,EXACT_LINE_PHASE_SLOT,ae69cfa335c05565dcc85c2de554028d116cf9b8532289c518fe2ad181619987
line.sw2,0.6819993043836232,A,72,line.sw2,0.6820031350245319,A,72,B1,2025-04-16,EXACT_LINE_PHASE_SLOT,473ff6feaf8508e4380b3d58b88808b5ef090d96cf03bc34c771082b6bb01ec4
line.sw2,0.6101138833079514,A,46,line.sw2,0.5863374136527728,A,92,B2,2025-04-16,SAME_LINE_PHASE_DIFFERENT_SLOT,53dba990fab6eb90cfcaa532494f4106bbd1e1980b6c06f47f4d393a497ac8f0
line.sw2,0.618236753471117,A,61,line.sw2,0.5883615069138889,A,34,B3,2025-04-16,SAME_LINE_PHASE_DIFFERENT_SLOT,cf2bb1ecfaf898e893f49699a9ed45a77bc4df56539fb39cfc54c5a80628dee4
line.sw2,0.6968750620077065,A,72,line.sw2,0.6968829229860295,A,72,B0,2025-04-17,EXACT_LINE_PHASE_SLOT,f1829b3d49e7e8e562c61078b8edcee2b4ef6abd4682a0be1eb5faaef8fb42da
line.sw2,0.6968756813751651,A,72,line.sw2,0.696882891476287,A,72,B1,2025-04-17,EXACT_LINE_PHASE_SLOT,501b58447c41da3ebdfdb6f127d30b35be3e68a2eb3d2505fcde9ecb97454d6f
line.sw2,0.6192766294190939,A,55,line.sw2,0.6012468500961183,A,89,B2,2025-04-17,SAME_LINE_PHASE_DIFFERENT_SLOT,674091a83a704acebc1b3724a7703a2bf160b15f86e519c6e385193efc64081b
line.sw2,0.6220065238800049,A,54,line.l55,0.6008148366278429,A,72,B3,2025-04-17,DIFFERENT_LINE_OR_PHASE,3464b43c373330a514c1c8eaed6d5e6c6d996ba3d2232aa99ec17e12dbef19bb
line.sw2,0.6024970060282513,A,72,line.sw2,0.6025028752879897,A,72,B0,2025-04-18,EXACT_LINE_PHASE_SLOT,658c3b96f952a80cf87af365eb59b9669de1e373bf0531891f94c9e3b9882271
line.sw2,0.6024987101101575,A,72,line.sw2,0.60250284854251,A,72,B1,2025-04-18,EXACT_LINE_PHASE_SLOT,665a311d11816898d4d3f7aad9a79ef421b6aa44dd1c8d33c7b06a9adb87802a
line.l58,0.6061566566491955,A,72,line.sw2,0.5393696389296306,A,87,B2,2025-04-18,DIFFERENT_LINE_OR_PHASE,4369879d3895cd374663210cc3897e15fa660535bd6d1db896a2c5f1695356db
line.sw2,0.5756406432508208,A,72,line.sw2,0.5545519139762634,A,93,B3,2025-04-18,SAME_LINE_PHASE_DIFFERENT_SLOT,27193808d083e418966f29f2f42a2263afbd12f8150587bfb5eef067fec847b4
line.sw2,0.573249710858259,A,72,line.sw2,0.573254659490966,A,72,B0,2025-04-19,EXACT_LINE_PHASE_SLOT,978b02c3235ad896775b8bf755fb7a9db6acad629d8614f6aee41f3131ada585
line.sw2,0.573243487801526,A,72,line.sw2,0.5732484523552984,A,72,B1,2025-04-19,EXACT_LINE_PHASE_SLOT,7bbdab7a01257ef245f1bbc0799f633d30767c41086ebff0de026e33cadba5e5
line.sw2,0.6248164050210089,A,72,line.sw2,0.49898119784383577,A,92,B2,2025-04-19,SAME_LINE_PHASE_DIFFERENT_SLOT,e7de73aaeb7472959ecba64f25763adc1267ed1526f4337ffa505b278e73fdf0
line.sw2,0.5745468379594586,A,72,line.sw2,0.4975303755129634,A,54,B3,2025-04-19,SAME_LINE_PHASE_DIFFERENT_SLOT,85591bd57552601c91b3e07f76fa850bd1aa142b1b059c6db1b5b8fe62bc706f
line.sw2,0.5129980152488188,A,73,line.sw2,0.5130018003012146,A,73,B0,2025-04-20,EXACT_LINE_PHASE_SLOT,ad90fa6fa5f47853833f4fef07f8edbc4364c42f0ceeb52e372989addd418864
line.sw2,0.5129055264688838,A,73,line.sw2,0.5129095805599688,A,73,B1,2025-04-20,EXACT_LINE_PHASE_SLOT,71fc3fabe773775435ebad140f5c9efc3b7bc9592d0aefa2675867d1e895b41d
line.sw2,0.49735984010912154,A,73,line.sw2,0.4577764281834757,A,79,B2,2025-04-20,SAME_LINE_PHASE_DIFFERENT_SLOT,c4ddbedb0f68369efe72b6972515fdd5393204574ad4f48dda18a85651ac42fe
line.sw2,0.5060709242546586,A,73,line.sw2,0.46979269457848494,A,91,B3,2025-04-20,SAME_LINE_PHASE_DIFFERENT_SLOT,9b8adc7f37887c98fb4757d9db399d843d179ca7acae0f0b7601ab260c08b0a3
