fold_id,date,predicted_mass_GPU_h,lower_boundary_MAE_GPU_h,upper_boundary_MAE_GPU_h,aggregate_unmapped_boundary_score,simultaneous_inner_coverage,nonempty_set,safe_width_GPU_h,reference_width_GPU_h,capture_ratio,normalized_boundary_score
5,2025-03-11,169.00299651413818,632.0814990686791,724.9577746190485,0.8457649617910481,False,True,3044.088046351777,11960.382222222222,0.0,0.04918751597620834
5,2025-03-12,108.9001144348708,28.96154958117889,40.7270563734821,0.5303186960869564,False,True,1961.5127745370976,856.4772222222226,0.0,0.03084197207817605
5,2025-03-13,197.01619556543807,120.24928630824316,146.32632469291747,0.5372145161210256,False,True,3548.6627943208246,1954.2388888888881,0.0,0.031243015244325368
5,2025-03-14,163.35927612356144,117.96244065974433,214.79059128207533,1.0017771423594253,False,True,2942.433151869067,7826.774444444446,0.0,0.05826078333873834
5,2025-03-15,950.5423984141376,412.69557170229496,541.755555570934,0.40678573180428684,False,True,17121.203838069,29512.94000000001,0.0,0.02365761244074836
5,2025-03-16,136.32241607360746,332.1529618166389,374.1547760787648,0.7797093754510493,False,True,2455.4442570771,6493.996111111105,0.0,0.045345892883267756
5,2025-03-17,148.3606852133655,935.5051706659006,1217.874452991318,0.9083601473304954,False,True,2672.2779934187947,29780.037777777794,0.0,0.052827891054214884
5,2025-03-18,1290.3996961362338,619.7238597404421,769.8258610579614,0.439947338418504,False,True,23242.72569744445,36667.96722222224,0.0,0.02558620623314115
5,2025-03-19,1011.7956796667688,2241.3322977208845,2683.5429501859235,0.768735475901025,False,True,18224.50014113402,60676.722777777766,0.0,0.044707679095958505
5,2025-03-20,1157.595837604281,3411.766758610523,3861.4734496112073,0.8155875385947613,False,True,20850.65782524734,59171.34,0.0,0.047432474619984746
5,2025-03-21,4510.637953320587,1119.9442389993403,1325.6302632454954,0.2703516012163726,False,True,81245.77290542406,101439.54111111112,0.0,0.015722954135937797
5,2025-03-22,5185.14620669966,1659.1562018045533,2389.241439662863,0.3638746404643784,False,True,93395.03980380767,123492.94111111108,0.0,0.021162013679635643
5,2025-03-23,4786.226383054842,766.9676201782603,960.1429000864715,0.32533266229249624,False,True,86209.68160509448,70287.55611111113,0.0,0.018920511308729324
5,2025-03-24,3834.6429476403173,1406.262968257659,1802.0245668543666,0.37545235217735196,False,True,69069.72657116473,83301.4838888889,0.0,0.021835343630126684
5,2025-03-25,4998.786208606073,1018.585452240916,1254.2503207496336,0.4503374249658785,False,True,90038.31682128127,67414.48944444438,0.0,0.026190466957019935
5,2025-03-26,3197.1427863090153,661.2720921175563,845.9712693349526,0.28235456600681863,False,True,57587.05075663503,83496.7105555555,0.0,0.01642101571221978
5,2025-03-27,4146.072576340686,2348.6522207723306,3067.450642590274,8.26478959045469,False,True,74679.20823456977,5648.7172222222225,0.0,0.4806589163490613
5,2025-03-28,3641.8747349751734,2324.771819974358,3008.079930364938,5332.851750339296,False,True,65597.57859749565,0.0,0.0,310.1449486782713
5,2025-03-29,2020.0175090769214,2619.076460219638,3463.4293652921187,0.6759830689564602,False,True,36384.6279630192,121516.04499999963,0.0,0.039313437545970185
5,2025-03-30,4275.458419900874,254.77190598971978,364.400381449496,0.10003824186777363,False,True,77009.71069826875,73103.14333333333,0.0,0.005817966979481688
5,2025-03-31,1597.2930550541728,1801.2896519085716,2153.274751261982,0.6283564849048416,False,True,28770.49990651708,62561.069444444445,0.0,0.036543597850825685
