time_utc,P_consumption_W,Q_raw_var,S_sum_VA,PF_magnitude,Q_abs_over_P_abs
2024-05-18 01:46:07.461000+00:00,36584.0916,11914.5992,38490.765,0.9504641334096633,0.32567705466820995
2024-05-18 01:56:08.451000+00:00,36543.058000000005,11915.1298,38452.603,0.9503402929575405,0.32605727194478357
2024-05-18 02:06:08.447000+00:00,36440.841,11860.7399,38338.733,0.9504967469843095,0.32547931316952866
2024-05-18 02:16:08.415000+00:00,36466.764299999995,11889.0635,38371.735,0.9503548458259705,0.32602463443678775
2024-05-18 02:26:08.408000+00:00,36462.8293,11810.7713,38344.145000000004,0.9509360373011315,0.3239126399881427
2024-05-18 02:36:08.391000+00:00,36415.9435,11781.123599999999,38289.829,0.9510604891967526,0.3235155392856977
2024-05-18 02:46:08.387000+00:00,36256.508,11696.9473,38112.522,0.9513017270281932,0.3226164886039218
2024-05-18 02:56:08.388000+00:00,36355.629,11761.2034,38226.92,0.9510478217967862,0.3235043299622185
2024-05-18 03:06:08.386000+00:00,36335.634000000005,11872.3508,38242.024,0.9501493435598495,0.32674125900761763
2024-05-18 03:16:08.365000+00:00,36552.22,11939.3626,38468.5755,0.9501838715083173,0.32663850786628007
2024-05-18 03:26:08.353000+00:00,36551.954,11832.725699999999,38435.236,0.9510011594569109,0.32372347864084094
2024-05-18 03:36:08.345000+00:00,36457.203,11808.1381,38337.892,0.9509443816055406,0.3238904010271989
2024-05-18 03:46:08.320000+00:00,36426.2665,11856.2374,38324.02,0.9504813560790335,0.32548593471691645
2024-05-18 03:56:08.280000+00:00,36304.942500000005,11782.8491,38184.958,0.9507655475226661,0.32455220387692385
2024-05-18 04:06:08.241000+00:00,36296.7434,11750.287499999999,38167.157,0.9509941597169524,0.3237284229747179
2024-05-18 04:16:09.224000+00:00,36095.149,11666.5511,37949.888999999996,0.9511266027681926,0.3232165934541509
2024-05-18 04:26:09.185000+00:00,36038.7955,11553.245299999999,37861.329,0.951862928530586,0.32057800877390585
2024-05-18 04:36:09.160000+00:00,36097.072499999995,11504.4218,37901.817,0.9523836944281587,0.3187078896772031
2024-05-18 04:46:09.149000+00:00,36353.5094,11854.5687,38253.116,0.9503411277659054,0.3260914529478686
