job_uid,qos,state_at_issue,V39H_temporal_eligible,requested_GPU,RSP_start,RSP_end,repair_start,repair_end,cross_boundary,baseline_terminal_site,repair_terminal_site,terminal_timing_equal,terminal_site_equal,post_H_occupied_slots
8930114,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930115,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930116,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930117,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930118,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930122,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930123,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930124,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930125,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930126,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930127,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930128,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930129,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930130,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930131,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930132,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930133,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930134,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930135,normal,RUNNING,False,1,0,56,0,56,False,UNASSIGNED,UNASSIGNED,True,True,0
8930136,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930137,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930138,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930139,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930140,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930141,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930142,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930143,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930144,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930145,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930146,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930147,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930148,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930149,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930150,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930151,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930152,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930153,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930154,normal,RUNNING,False,1,0,57,0,57,False,UNASSIGNED,UNASSIGNED,True,True,0
8930155,normal,RUNNING,False,1,0,58,0,58,False,UNASSIGNED,UNASSIGNED,True,True,0
8930156,normal,RUNNING,False,1,0,58,0,58,False,UNASSIGNED,UNASSIGNED,True,True,0
8930157,normal,RUNNING,False,1,0,58,0,58,False,UNASSIGNED,UNASSIGNED,True,True,0
8930158,normal,RUNNING,False,1,0,60,0,60,False,UNASSIGNED,UNASSIGNED,True,True,0
8930159,normal,RUNNING,False,1,0,60,0,60,False,UNASSIGNED,UNASSIGNED,True,True,0
8930160,normal,RUNNING,False,1,0,61,0,61,False,UNASSIGNED,UNASSIGNED,True,True,0
8930161,normal,RUNNING,False,1,0,61,0,61,False,UNASSIGNED,UNASSIGNED,True,True,0
8930162,normal,RUNNING,False,1,0,61,0,61,False,UNASSIGNED,UNASSIGNED,True,True,0
8930163,normal,RUNNING,False,1,0,62,0,62,False,UNASSIGNED,UNASSIGNED,True,True,0
8930164,normal,RUNNING,False,1,0,62,0,62,False,UNASSIGNED,UNASSIGNED,True,True,0
8930165,normal,RUNNING,False,1,0,62,0,62,False,UNASSIGNED,UNASSIGNED,True,True,0
8930166,normal,RUNNING,False,1,0,62,0,62,False,UNASSIGNED,UNASSIGNED,True,True,0
8997139,normal,RUNNING,False,4,0,29,0,29,False,UNASSIGNED,UNASSIGNED,True,True,0
9017248,standby,PENDING,True,60,258,418,258,418,False,UNASSIGNED,UNASSIGNED,True,True,160
9020740,standby,RUNNING,False,1,0,18,0,18,False,UNASSIGNED,UNASSIGNED,True,True,0
9020742,standby,RUNNING,False,1,0,18,0,18,False,UNASSIGNED,UNASSIGNED,True,True,0
9020743,standby,RUNNING,False,1,0,18,0,18,False,UNASSIGNED,UNASSIGNED,True,True,0
9020763,standby,RUNNING,False,1,0,20,0,20,False,UNASSIGNED,UNASSIGNED,True,True,0
9020764,standby,RUNNING,False,1,0,20,0,20,False,UNASSIGNED,UNASSIGNED,True,True,0
9020765,standby,RUNNING,False,1,0,20,0,20,False,UNASSIGNED,UNASSIGNED,True,True,0
9020767,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020776,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020782,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020783,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020784,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020797,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020798,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020801,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020802,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020803,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020804,standby,RUNNING,False,1,0,21,0,21,False,UNASSIGNED,UNASSIGNED,True,True,0
9020810,standby,PENDING,True,1,8,33,8,33,False,UNASSIGNED,UNASSIGNED,True,True,0
9020811,standby,PENDING,True,1,20,45,20,45,False,UNASSIGNED,UNASSIGNED,True,True,0
9020812,standby,PENDING,True,1,29,54,33,58,False,UNASSIGNED,UNASSIGNED,True,True,0
9020813,standby,PENDING,True,1,80,105,80,105,False,UNASSIGNED,UNASSIGNED,True,True,0
9020814,standby,PENDING,True,1,82,107,82,107,False,UNASSIGNED,UNASSIGNED,True,True,0
9020815,standby,PENDING,True,1,95,120,95,120,False,UNASSIGNED,UNASSIGNED,True,True,0
9020816,standby,PENDING,True,1,120,145,120,145,False,UNASSIGNED,UNASSIGNED,True,True,25
9020817,standby,PENDING,True,1,127,152,127,152,False,UNASSIGNED,UNASSIGNED,True,True,25
9020818,standby,PENDING,True,1,145,170,145,170,False,UNASSIGNED,UNASSIGNED,True,True,25
9020819,standby,PENDING,True,1,152,177,152,177,False,UNASSIGNED,UNASSIGNED,True,True,25
9020820,standby,PENDING,True,1,170,195,170,195,False,UNASSIGNED,UNASSIGNED,True,True,25
9020821,standby,PENDING,True,1,177,202,177,202,False,UNASSIGNED,UNASSIGNED,True,True,25
9020822,standby,PENDING,True,1,180,205,180,205,False,UNASSIGNED,UNASSIGNED,True,True,25
9020823,standby,PENDING,True,1,180,205,180,205,False,UNASSIGNED,UNASSIGNED,True,True,25
9020824,standby,PENDING,True,1,181,206,181,206,False,UNASSIGNED,UNASSIGNED,True,True,25
9020825,standby,PENDING,True,1,181,206,181,206,False,UNASSIGNED,UNASSIGNED,True,True,25
9020826,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020827,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020828,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020829,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020830,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020831,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020832,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020833,standby,PENDING,True,1,190,215,190,215,False,UNASSIGNED,UNASSIGNED,True,True,25
9020834,standby,PENDING,True,1,192,217,192,217,False,UNASSIGNED,UNASSIGNED,True,True,25
9020835,standby,PENDING,True,1,195,220,195,220,False,UNASSIGNED,UNASSIGNED,True,True,25
9020836,standby,PENDING,True,1,202,227,202,227,False,UNASSIGNED,UNASSIGNED,True,True,25
9020837,standby,PENDING,True,1,205,230,205,230,False,UNASSIGNED,UNASSIGNED,True,True,25
9020838,standby,PENDING,True,1,205,230,205,230,False,UNASSIGNED,UNASSIGNED,True,True,25
9020839,standby,PENDING,True,1,206,231,206,231,False,UNASSIGNED,UNASSIGNED,True,True,25
9020840,standby,PENDING,True,1,206,231,206,231,False,UNASSIGNED,UNASSIGNED,True,True,25
9020841,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020842,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020843,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020844,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020845,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020846,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020847,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020848,standby,PENDING,True,1,215,240,215,240,False,UNASSIGNED,UNASSIGNED,True,True,25
9020849,standby,PENDING,True,1,217,242,217,242,False,UNASSIGNED,UNASSIGNED,True,True,25
9020850,standby,PENDING,True,1,220,245,220,245,False,UNASSIGNED,UNASSIGNED,True,True,25
9020851,standby,PENDING,True,1,223,248,223,248,False,UNASSIGNED,UNASSIGNED,True,True,25
9020852,standby,PENDING,True,1,227,252,227,252,False,UNASSIGNED,UNASSIGNED,True,True,25
9020853,standby,PENDING,True,1,230,255,230,255,False,UNASSIGNED,UNASSIGNED,True,True,25
9020854,standby,PENDING,True,1,230,255,230,255,False,UNASSIGNED,UNASSIGNED,True,True,25
9020855,standby,PENDING,True,1,231,256,231,256,False,UNASSIGNED,UNASSIGNED,True,True,25
9020856,standby,PENDING,True,1,231,256,231,256,False,UNASSIGNED,UNASSIGNED,True,True,25
9020857,standby,PENDING,True,1,234,259,234,259,False,UNASSIGNED,UNASSIGNED,True,True,25
9020858,standby,PENDING,True,1,234,259,234,259,False,UNASSIGNED,UNASSIGNED,True,True,25
9020859,standby,PENDING,True,1,234,259,234,259,False,UNASSIGNED,UNASSIGNED,True,True,25
9020860,standby,PENDING,True,1,234,259,234,259,False,UNASSIGNED,UNASSIGNED,True,True,25
9020861,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020862,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020863,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020864,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020865,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020866,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020867,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020868,standby,PENDING,True,1,240,265,240,265,False,UNASSIGNED,UNASSIGNED,True,True,25
9020869,standby,PENDING,True,1,242,267,242,267,False,UNASSIGNED,UNASSIGNED,True,True,25
9020870,standby,PENDING,True,1,245,270,245,270,False,UNASSIGNED,UNASSIGNED,True,True,25
