target_day,jobs,daily_GPUh,direct_GPUh,absolute_error,atomic_max_error
2025-01-17,963,8747.129166666658,8747.129166666668,9.094947017729282e-12,1.3642420526593924e-12
2025-01-18,2527,16336.783888888825,16336.78388888889,6.366462912410498e-11,3.637978807091713e-12
2025-01-19,1154,19915.634444444448,19915.634444444444,3.637978807091713e-12,1.0913936421275139e-11
2025-01-20,3284,17037.47833333333,17037.478333333333,3.637978807091713e-12,7.275957614183426e-12
2025-01-21,310,4176.792777777779,4176.792777777778,9.094947017729282e-13,1.1368683772161603e-13
2025-01-22,2133,7253.593333333323,7253.593333333334,1.0913936421275139e-11,7.73070496506989e-12
2025-01-23,775,11477.720555555552,11477.720555555556,3.637978807091713e-12,1.8189894035458565e-12
2025-01-24,2094,21579.506666666668,21579.506666666668,0.0,1.546140993013978e-10
2025-01-25,15098,7526.625833333324,7526.6258333333335,9.094947017729282e-12,5.002220859751105e-12
2025-01-26,15178,4970.855833333328,4970.855833333333,5.4569682106375694e-12,8.242295734817162e-13
2025-01-27,12055,5668.249166666672,5668.2491666666665,5.4569682106375694e-12,2.8990143619012088e-12
2025-01-28,4687,4926.556388888885,4926.556388888889,4.547473508864641e-12,9.094947017729282e-13
2025-01-29,1145,8949.058611111112,8949.058611111112,0.0,3.410605131648481e-13
2025-01-30,2708,23890.993333333343,23890.993333333332,1.0913936421275139e-11,1.0913936421275139e-11
2025-01-31,966,17324.927777777768,17324.92777777778,1.0913936421275139e-11,2.7284841053187847e-12
2025-02-01,289,4878.306944444444,4878.3069444444445,9.094947017729282e-13,1.1368683772161603e-13
2025-02-02,336,5097.467499999999,5097.467500000001,1.8189894035458565e-12,1.8189894035458565e-12
2025-02-03,2206,21304.603055555777,21304.603055555555,2.219167072325945e-10,7.275957614183426e-12
2025-02-04,1363,8831.8525,8831.852499999999,1.8189894035458565e-12,7.958078640513122e-13
2025-02-05,1233,6440.902777777777,6440.902777777777,0.0,2.2737367544323206e-13
2025-02-06,978,5698.080555555554,5698.080555555556,1.8189894035458565e-12,1.7053025658242404e-13
2025-02-07,1234,12607.382777777777,12607.382777777777,0.0,3.637978807091713e-12
2025-02-08,601,7775.242222222223,7775.242222222223,0.0,1.1368683772161603e-12
2025-02-09,538,2916.985277777778,2916.985277777778,0.0,4.547473508864641e-13
2025-02-10,350,7632.723888888889,7632.72388888889,9.094947017729282e-13,2.7284841053187847e-12
2025-02-11,462,8234.423333333334,8234.423333333334,0.0,4.547473508864641e-13
2025-02-12,989,3602.3866666666668,3602.386666666667,4.547473508864641e-13,1.7053025658242404e-13
2025-02-13,1373,11007.408611111106,11007.40861111111,3.637978807091713e-12,1.8189894035458565e-12
2025-02-14,1050,6319.255000000001,6319.254999999999,1.8189894035458565e-12,1.1368683772161603e-12
2025-02-15,676,4193.518055555556,4193.518055555555,9.094947017729282e-13,5.684341886080801e-13
2025-02-16,354,2528.1883333333335,2528.188333333333,4.547473508864641e-13,8.526512829121202e-14
2025-02-17,270,1651.8194444444443,1651.819444444444,4.547473508864641e-13,2.2737367544323206e-13
2025-02-18,1142,7532.146388888888,7532.146388888888,0.0,1.3642420526593924e-12
2025-02-19,796,8755.77361111111,8755.773611111112,1.8189894035458565e-12,1.8189894035458565e-12
2025-02-20,575,2713.9577777777777,2713.9577777777777,0.0,5.684341886080802e-14
2025-02-21,664,3388.380277777778,3388.3802777777782,4.547473508864641e-13,4.263256414560601e-13
2025-02-22,815,10123.642222222225,10123.642222222223,1.8189894035458565e-12,1.1368683772161603e-13
2025-02-23,288,6891.864444444443,6891.864444444444,1.8189894035458565e-12,1.8189894035458565e-12
2025-02-24,560,1383.0750000000005,1383.0749999999998,6.821210263296962e-13,3.410605131648481e-13
2025-02-25,457,4359.154166666667,4359.154166666666,9.094947017729282e-13,1.4210854715202004e-14
2025-02-26,660,2931.1013888888892,2931.1013888888892,0.0,1.1368683772161603e-13
2025-02-27,1554,26235.36472222222,26235.36472222222,0.0,0.0
2025-02-28,434,6984.141944444444,6984.1419444444455,1.8189894035458565e-12,0.0
2025-03-01,403,2948.23,2948.23,0.0,0.0
2025-03-02,342,1814.1636111111109,1814.163611111111,2.2737367544323206e-13,0.0
2025-03-03,7293,2393.6902777777755,2393.6902777777777,2.2737367544323206e-12,0.0
2025-03-04,1047,5347.405277777779,5347.405277777778,9.094947017729282e-13,0.0
2025-03-05,740,11797.672777777774,11797.672777777778,3.637978807091713e-12,0.0
2025-03-06,853,8691.025277777775,8691.025277777779,3.637978807091713e-12,0.0
2025-03-07,580,5868.248611111111,5868.248611111111,0.0,0.0
2025-03-08,3187,4812.2363888888885,4812.2363888888885,0.0,0.0
2025-03-09,539,3589.3144444444447,3589.3144444444442,4.547473508864641e-13,0.0
2025-03-10,577,10498.121944444447,10498.121944444445,1.8189894035458565e-12,0.0
2025-03-11,1287,9025.056666666665,9025.056666666665,0.0,0.0
2025-03-12,1966,9081.702777777777,9081.702777777778,1.8189894035458565e-12,0.0
2025-03-13,1189,10187.529444444443,10187.529444444444,1.8189894035458565e-12,0.0
2025-03-14,2085,10879.847222222219,10879.847222222223,3.637978807091713e-12,0.0
2025-03-15,1353,12500.284999999994,12500.285,5.4569682106375694e-12,0.0
2025-03-16,808,16985.086666666666,16985.086666666666,0.0,0.0
2025-03-17,490,6124.223055555558,6124.223055555556,1.8189894035458565e-12,0.0
2025-03-18,5215,10427.396944444445,10427.396944444445,0.0,0.0
2025-03-19,728,11158.136944444443,11158.136944444443,0.0,0.0
2025-03-20,1878,17801.613333333335,17801.613333333335,0.0,0.0
2025-03-21,1805,14254.26388888889,14254.26388888889,0.0,0.0
2025-03-22,1226,15206.325833333329,15206.325833333332,3.637978807091713e-12,0.0
2025-03-23,2034,10713.480833333333,10713.480833333335,1.8189894035458565e-12,0.0
2025-03-24,718,8105.940555555554,8105.940555555556,1.8189894035458565e-12,0.0
2025-03-25,1759,18004.508888888893,18004.50888888889,3.637978807091713e-12,0.0
2025-03-26,1956,16576.468888888907,16576.46888888889,1.8189894035458565e-11,0.0
2025-03-27,112,6446.477500000001,6446.477500000001,0.0,0.0
2025-03-28,14,929.9913888888889,929.9913888888889,0.0,0.0
2025-03-29,5948,4827.6941666666535,4827.694166666667,1.3642420526593924e-11,0.0
2025-03-30,10550,11509.64138888885,11509.641388888887,3.8198777474462986e-11,0.0
2025-03-31,8734,11285.21277777778,11285.212777777779,1.8189894035458565e-12,0.0
2025-04-01,2186,17350.700833333354,17350.700833333332,2.1827872842550278e-11,0.0
2025-04-02,2407,14634.707500000004,14634.707499999999,5.4569682106375694e-12,0.0
2025-04-03,2090,23911.502222222225,23911.502222222218,7.275957614183426e-12,0.0
2025-04-04,668,9077.085277777778,9077.085277777778,0.0,0.0
2025-04-05,3021,8926.468333333332,8926.468333333334,1.8189894035458565e-12,0.0
2025-04-06,3299,9310.942500000001,9310.942500000001,0.0,0.0
2025-04-07,974,6493.189166666669,6493.189166666667,1.8189894035458565e-12,0.0
2025-04-08,1223,15720.499444444442,15720.499444444446,3.637978807091713e-12,0.0
2025-04-09,1965,16370.854166666666,16370.854166666664,1.8189894035458565e-12,0.0
2025-04-10,2473,31103.82694444444,31103.82694444445,7.275957614183426e-12,0.0
2025-04-11,7295,14660.167500000003,14660.1675,3.637978807091713e-12,0.0
2025-04-12,1615,14265.76861111111,14265.768611111112,1.8189894035458565e-12,0.0
2025-04-13,1492,11696.703333333337,11696.703333333335,1.8189894035458565e-12,0.0
2025-04-14,787,6950.194444444445,6950.194444444445,0.0,0.0
2025-04-15,814,14482.663888888887,14482.663888888888,1.8189894035458565e-12,0.0
2025-04-16,648,5925.8661111111105,5925.8661111111105,0.0,0.0
2025-04-17,715,5667.629444444445,5667.629444444444,9.094947017729282e-13,0.0
2025-04-18,1160,10395.343888888889,10395.343888888889,0.0,0.0
2025-04-19,533,6724.990000000001,6724.99,9.094947017729282e-13,0.0
2025-04-20,239,4931.516944444445,4931.516944444444,9.094947017729282e-13,0.0
2025-04-21,591,6708.74861111111,6708.74861111111,0.0,0.0
2025-04-22,1769,15483.802500000002,15483.8025,1.8189894035458565e-12,0.0
2025-04-23,2342,14155.615277777782,14155.615277777779,3.637978807091713e-12,0.0
2025-04-24,1313,16379.982777777777,16379.98277777778,1.8189894035458565e-12,0.0
2025-04-25,1499,7771.93222222222,7771.932222222223,2.7284841053187847e-12,0.0
2025-04-26,458,5541.398888888889,5541.398888888889,0.0,0.0
2025-04-27,2830,17856.21999999999,17856.22,1.0913936421275139e-11,0.0
2025-04-28,442,4603.5552777777775,4603.5552777777775,0.0,0.0
2025-04-29,3315,25455.538055555546,25455.538055555557,1.0913936421275139e-11,0.0
2025-04-30,2645,5395.184166666662,5395.184166666667,4.547473508864641e-12,0.0
2025-05-01,764,9526.241111111112,9526.24111111111,1.8189894035458565e-12,0.0
2025-05-02,1312,8142.934722222224,8142.934722222222,1.8189894035458565e-12,0.0
2025-05-03,992,8350.878611111113,8350.878611111111,1.8189894035458565e-12,0.0
2025-05-04,1137,10400.524444444443,10400.524444444445,1.8189894035458565e-12,0.0
2025-05-05,1353,11923.768055555553,11923.768055555556,3.637978807091713e-12,0.0
2025-05-06,8388,33179.13888888897,33179.13888888888,8.731149137020111e-11,0.0
2025-05-07,1987,6424.845833333332,6424.845833333333,9.094947017729282e-13,0.0
2025-05-08,3627,8692.134166666656,8692.134166666667,1.0913936421275139e-11,0.0
2025-05-09,1239,4966.719444444444,4966.719444444444,0.0,0.0
2025-05-10,3180,18127.468888888914,18127.46888888889,2.546585164964199e-11,0.0
2025-05-11,1589,5022.663333333334,5022.663333333334,0.0,0.0
2025-05-12,708,7169.181111111113,7169.18111111111,2.7284841053187847e-12,0.0
2025-05-13,3014,21123.16916666669,21123.16916666667,1.8189894035458565e-11,0.0
2025-05-14,2730,10357.145277777785,10357.14527777778,5.4569682106375694e-12,0.0
2025-05-15,2032,5863.54138888889,5863.541388888889,9.094947017729282e-13,0.0
2025-05-16,6658,4083.3836111110954,4083.383611111111,1.546140993013978e-11,0.0
2025-05-17,1334,33787.84472222223,33787.84472222222,1.4551915228366852e-11,0.0
2025-05-18,441,2537.009444444444,2537.0094444444444,4.547473508864641e-13,0.0
2025-05-19,350,5539.60611111111,5539.606111111111,9.094947017729282e-13,0.0
2025-05-20,543,61199.70861111111,61199.70861111111,0.0,0.0
2025-05-21,333,2743.2302777777777,2743.2302777777777,0.0,0.0
2025-05-22,612,3970.4252777777783,3970.4252777777774,9.094947017729282e-13,0.0
2025-05-23,289,5394.780833333333,5394.780833333334,9.094947017729282e-13,0.0
2025-05-24,305,8832.423888888889,8832.423888888889,0.0,0.0
2025-05-25,160,3069.9138888888883,3069.913888888889,4.547473508864641e-13,0.0
2025-05-26,225,2968.143333333333,2968.143333333333,0.0,0.0
2025-05-27,438,3527.626388888889,3527.6263888888893,4.547473508864641e-13,0.0
2025-05-28,537,6145.286944444446,6145.286944444444,1.8189894035458565e-12,0.0
2025-05-29,441,10156.343611111111,10156.343611111111,0.0,0.0
2025-05-30,440,5911.221666666666,5911.221666666666,0.0,0.0
2025-05-31,2978,22451.163333333316,22451.16333333333,1.4551915228366852e-11,0.0
