split,model,seed,variant,regime,TRAIN_burst_threshold_GPUh,N_days,N_hours,actual_GPUh,Q50_coverage,Q90_coverage,calibration_error,Q90_pinball,Q50_pinball,Q50_MAE,Q50_RMSE,requirement_ratio,excess_reserve_proxy,Q90_sum_GPUh
EXPOSED_EVALUATION,DEEPAR,20260924,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.3484848484848485,0.5515151515151515,2127.2229951533955,1716.4119522327458,3432.8239044654915,5475.867553247676,0.48278627086356823,0.14682176346741976,221394.88733189902
EXPOSED_EVALUATION,DEEPAR,20260925,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.2878787878787879,0.6121212121212121,2242.3922199831754,1714.9238986770324,3429.847797354065,5473.024801979032,0.41331673159388477,0.11745025945361116,189537.7245503235
EXPOSED_EVALUATION,DEEPAR,20260926,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.3181818181818182,0.5818181818181818,2191.0364799496433,1716.544934305184,3433.089868610368,5476.3459974191865,0.4296755555333862,0.11739062069549117,197039.51199032256
EXPOSED_EVALUATION,LGBM,20260924,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.3181818181818182,0.5818181818181818,2167.3707447676447,1717.8444531817186,3435.688906363437,5477.609598464154,0.4417658231410782,0.12145975776307216,202583.8358378702
EXPOSED_EVALUATION,LGBM,20260925,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.3181818181818182,0.5818181818181818,2167.3707447676447,1717.8444531817186,3435.688906363437,5477.609598464154,0.4417658231410782,0.12145975776307216,202583.8358378702
EXPOSED_EVALUATION,LGBM,20260926,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.3181818181818182,0.5818181818181818,2167.3707447676447,1717.8444531817186,3435.688906363437,5477.609598464154,0.4417658231410782,0.12145975776307216,202583.8358378702
EXPOSED_EVALUATION,SEASONAL,0,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.2727272727272727,0.6272727272727273,2215.119467403199,1715.8503477483168,3431.7006954966337,5477.305658557274,0.419502713896466,0.11516727169111271,192374.47641666667
EXPOSED_EVALUATION,TFT,20260924,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.26515151515151514,0.6348484848484849,2198.96949534756,1725.7732907413715,3451.546581482743,5484.615438161045,0.41985680922564705,0.1108372413232495,192536.85654269753
EXPOSED_EVALUATION,TFT,20260925,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.2727272727272727,0.6272727272727273,2199.940326475048,1725.8273645555614,3451.654729111123,5484.9646257802715,0.4166745284555008,0.10825263916659193,191077.53440558544
EXPOSED_EVALUATION,TFT,20260926,calibrated,burst,860.3532222222221,63,132,458577.43000000005,0.0,0.2803030303030303,0.6196969696969697,2190.8116013404347,1724.7094101027287,3449.4188202054575,5483.485921999679,0.4234264482081086,0.11170169353714052,194173.81241330257
