issue_time,role,query_N,training_N,latest_training_end,latest_preprocessing_end,source_prediction_sha256,source_receipt_sha256,training_membership_sha256
2025-04-23 08:00:00+00:00,EXPOSED_EVALUATION,377,57426,2025-04-23 07:55:25+00:00,2025-04-23 07:55:25+00:00,68205ce2e0e2f09f9e77e1fe87e91c62c210bdc5f014f2227161ac32414ec875,8e380d491808ffcec8639de907f4db19d7388f25413d653a9e633eeb531a7ccf,46877486c4c0e8ade52bd50d6ce143fe45070e72fc063f23d548d0b105e8872a
2025-04-30 08:00:00+00:00,MAY_HISTORICAL,264,58984,2025-04-30 07:28:41+00:00,2025-04-30 07:28:41+00:00,7f121aadd3c7adb0ab6b85c467842bbe97a87ca741c636c1d04b54b95bf494c2,9295f0a0cde6468f82700a4c3c9b904cce3da9bfb64e8faa1bc84d273a5051bf,a6c5928bce8a217d648050aaf36f151dce8f8e1f1336b64f7b55de9dbe64b50e
2025-05-01 08:00:00+00:00,MAY_HISTORICAL,189,59150,2025-05-01 07:58:29+00:00,2025-05-01 07:58:29+00:00,faf2dee18133b8cbca0538945836a5973706bbe03977bca7aa294eb51bc4ee84,ba93cc3fcd9fecd004ec3ddbbbc4549a8bb9f2b7294020d572af2c941d688394,22e2ceecf24cc1d0d073a407836f66e060f27f69268827985a85c727c2c472b7
2025-05-02 08:00:00+00:00,MAY_HISTORICAL,317,59217,2025-05-02 07:56:31+00:00,2025-05-02 07:56:31+00:00,67ef79f208ca80f6242242cb60dc7ded6fef7d58863d6b079dbcfa159c354d27,b3a0fb2484b060e5dfee9ceff04211697c64fcb6f17042694f92be93bf0d72bb,63b41d37a6ce21b0f2fa06b56253e98dfd937a4dd09532aa54b14afdebecb899
2025-05-03 08:00:00+00:00,MAY_HISTORICAL,282,59288,2025-05-03 07:45:49+00:00,2025-05-03 07:45:49+00:00,36cdf39e99771f212307ee6e7868dab25ab1041b30a9860117f165234128251b,d75d73e982787a52edf48785301816c8c86504e527892d592a45bc9c5daa400e,157d7573a5e9d8989e57dbc3dd45e7f6ea3c0f0018ef487887b1bffe8aac2f4f
2025-05-04 08:00:00+00:00,MAY_HISTORICAL,364,59101,2025-05-04 07:59:22+00:00,2025-05-04 07:59:22+00:00,a4770a1a0e6252bb8d45823d420836f285b461825492ea2711dafde1bf6ab5af,592fa106d9984138268ce17428442efbc38af077be96f545be5a795ffd051a95,dce60d7904f67d51bc7da392bf2555420128c1b25690fa7e40188a0a996d054c
2025-05-05 08:00:00+00:00,MAY_HISTORICAL,364,59274,2025-05-05 07:57:08+00:00,2025-05-05 07:57:08+00:00,97b7bd94de10f967d813399c7c0ee84a027e5a4b7e313401471dd8aee7dcdaad,9484add90d155c580c2d10a1737626552453ed4d54494c4a10d17b32a402fb6b,cf9deb1ca3aca802d304a9f8b201ca7f0e187d5c7feaae568fd6475e3133dca5
2025-05-06 08:00:00+00:00,MAY_HISTORICAL,430,59353,2025-05-06 07:12:32+00:00,2025-05-06 07:12:32+00:00,96badcf6b32f323733bcdfc4fce28ebddb8ee651d37626ce4441292321a17020,8cfa1ec42babb6cf3d5cc24e37b7cd75555cdd488ed602d4b6f90affa7bf5f95,79912904a2465fe82ce29382a3e446f47290de6c3237c358af214b228c798956
2025-05-07 08:00:00+00:00,MAY_HISTORICAL,231,59321,2025-05-07 07:36:50+00:00,2025-05-07 07:36:50+00:00,b7a67da69ebe320545ab4b6ef2c43165dfc5c2ff4a7a2ec3e5f15c3cb7846b72,bdd6d9d0bbea9df09708e35ca9e55788467ece0feb7b391dd5f9712da7236a61,c39a683d025c5f4f00d723015729c0a0748f9c14503670043bbe080c16133ae8
2025-05-08 08:00:00+00:00,MAY_HISTORICAL,348,59327,2025-05-08 07:52:29+00:00,2025-05-08 07:52:29+00:00,1943063b26223036da23d5cdb774522cf3b75e33b53c564ff2fb818adf610c9d,154f086ee4df02b6e88643aef0de60906ebe59a271b4fe66ac79aec6b204c36d,0e016fcc894f6453d4d3b649069b222b2b5f2783b626d966d39961b33d05e0e7
2025-05-09 08:00:00+00:00,MAY_HISTORICAL,366,59324,2025-05-09 07:54:54+00:00,2025-05-09 07:54:54+00:00,fbac67f3942ec4a9c0a8f0d0774171ed41246e4f6ef1e65fdffc82fcc57e4b6d,5725458881b14f86987b7324d7cd8e4f14a6cadf6b36e2dc976b6cc3709e6d99,23dceb8440b24519578efeb62e5e9223022e78981abd6f59aedd4e3b436da576
2025-05-10 08:00:00+00:00,MAY_HISTORICAL,430,59502,2025-05-10 07:30:11+00:00,2025-05-10 07:30:11+00:00,710ff9f185292f8c667830cc3392376c38f2f4421cac9e624677602f74e587c1,ad4695350d48800d8543b74ee78ba6f2cff1ef12ea28ec1391df5ad53b9e3deb,92b4e19ed3d3b64946b748293ad82d03fe409a7a934c74f1f3af8066d09d21c2
2025-05-11 08:00:00+00:00,MAY_HISTORICAL,160,59630,2025-05-11 07:55:17+00:00,2025-05-11 07:55:17+00:00,bcfd3065df01838920198d5a0dca8dafdb1c74fae03e4e6aed96b3ac4ee0fa50,5c60712243babcade59c70a6ebe59713e067a6b3a6dc61939402ce199209d965,68d43816fdc7c77c2804db2899bcae2baf3c21116d6b76d7b5512d17d3b84de0
2025-05-12 08:00:00+00:00,MAY_HISTORICAL,333,59525,2025-05-12 07:54:36+00:00,2025-05-12 07:54:36+00:00,3bfe82ec6fd29c726f9a9b5aca1519abdca14274864466b2d9bf3e3a1a5ae975,0e37e97517cb9142084e02b70b6beb78d1d6885e18d088d1dd4b8ddb098f5b3a,57e74637917d2c3006946e07a5881913ba080ccfba8fcda3376d7c6c5d2fda99
2025-05-13 08:00:00+00:00,MAY_HISTORICAL,311,59596,2025-05-13 07:56:06+00:00,2025-05-13 07:56:06+00:00,e83d160c9dca61e66afb5c3a0d5cab86ce39e211e5cdc2f5687c66c542bd03dc,77356c48efa163afb49d38a4f03c475b9f2f4de860047906e75974da32b15c74,4ef4388022c54414e72079c810bacd9ef805562fb4053bb248eddf10e3e02b09
2025-05-14 08:00:00+00:00,MAY_HISTORICAL,260,60079,2025-05-14 07:58:12+00:00,2025-05-14 07:58:12+00:00,e764c31777c4d57a2ce65e1d0d3383ff4ee29fbf9b430edcb02eb9640d7aaef7,5befb5ac1bd719ae5739ec9e0670e2f3b74fb7d3ecaceae68f807ae5eb6ff01e,3c3f6e7f5b0b03640bc35254721cbaa507bbe581e8b94fd9056c50a359690d6b
2025-05-15 08:00:00+00:00,MAY_HISTORICAL,360,60484,2025-05-15 07:55:01+00:00,2025-05-15 07:55:01+00:00,8285aa9202e1c0f83fce1a0e6929204e171f8d4bc1ae4a463aaa9e242c2b0eab,2e3e892389a21b90b40bc72a42d6992d5839333c32963caffc5967ad13f54442,36ad774d9e330022cc209e307810efb74d3aed7302243ae8ca78cc2c65a3674b
2025-05-16 08:00:00+00:00,MAY_HISTORICAL,278,60782,2025-05-16 07:57:48+00:00,2025-05-16 07:57:48+00:00,01b492cbffdcb9b3ab910ccbfd13203cda55b366fd01391ee769cf943c0d4e3f,09dc3760b8e1000550e1f484d73c281d0f974df9078e5cd49986fe337e7f9497,5949de647c0c4d6a28648124d487bb5322ab77fb8095bb4ac44c5aa4a2a855b4
2025-05-17 08:00:00+00:00,MAY_HISTORICAL,158,60656,2025-05-17 07:58:44+00:00,2025-05-17 07:58:44+00:00,6d929d0d4445290accc1f674253b742b59b6326dc6d4452e8f53e8bd759223fe,46c9785773faa3ef32d3f17b3fee4ca8f875fe9c741b1e175292ad7fccaf9737,368ab83d56e4e78c5e5c92e51fe6e20052ec9e5867a11a8eb41fe6f56646c83a
2025-05-18 08:00:00+00:00,MAY_HISTORICAL,203,60404,2025-05-18 07:56:02+00:00,2025-05-18 07:56:02+00:00,d0f8dd230150ff176aeb765892260c8636bc0753650746294b7127ba74968630,6c4661509ef73d8f1a5be11379ddadf8375567ef32339f680187739a5837a759,3e89cd0b762bfdf76c3bed19459c2275a1b772ec10ba957ca0b22ac735ed02ca
2025-05-19 08:00:00+00:00,MAY_HISTORICAL,202,60385,2025-05-19 07:57:16+00:00,2025-05-19 07:57:16+00:00,599f751ab98ef3f2305a75c0fba35d494850fd89869a7906a602e3129f48f22d,5989c2dd5c072701a49c65c2b94bbe79e194e7e4ea8680502b75eb56c36cbd6e,2255d7568e4c4916f336682420186ab1fd947679d4758c61211433f5ea73c805
2025-05-20 08:00:00+00:00,MAY_HISTORICAL,132,60561,2025-05-20 07:53:20+00:00,2025-05-20 07:53:20+00:00,40b3f0b2b35c425f99d4f2f8698d5a2b178da9193c5401484a0375e21efd4e10,b2da7d2b339978aa33216265b4698daf3868f1c393429c2b524a5335a48e73ac,f518a49a04317479480ee1d6c7fd6d3d42908832fa85115b3b6efa4c1df86234
2025-05-21 08:00:00+00:00,MAY_HISTORICAL,122,60221,2025-05-21 07:41:33+00:00,2025-05-21 07:41:33+00:00,e62e6459f0bfa550b9a39c33cb355e9047dfed66ce85cc4c34c5c4b2c33368cd,0fea90063e0c22a37067acbee140cc45b4c39b4a6ed313922f8552ad8ab4fd3f,85d34c080aa3868c87bc853cd1a6fa220b3300703ef0eb18e1cd82d99f70a1ef
2025-05-22 08:00:00+00:00,MAY_HISTORICAL,136,60267,2025-05-22 07:53:46+00:00,2025-05-22 07:53:46+00:00,5d1bcb76bcdc28c167830b5fa6b660e0a4f1b7e20de4d7cf5b4b02fa2cf882c9,40e3ef1bed92350602eedaad141919e26ddd821db8d949ec6ea1c775aad5d7a3,cfb04c2b1e0d6cc3ece784a82d9c7b9fbcdb226c15305294ae9596a8de74f88f
2025-05-23 08:00:00+00:00,MAY_HISTORICAL,72,60016,2025-05-23 07:57:40+00:00,2025-05-23 07:57:40+00:00,1d014b43294a55c9a140256ee18eae16a4fba355e64bf5074b0e3fec7501e328,5312cf06c3ce7268474d34778da81124ded16ba1d3d4db8220f3c64c531dff04,830cde4916eac7ae987688148a73d5a511cbe666fc6216d50c56450a4b16e499
2025-05-24 08:00:00+00:00,MAY_HISTORICAL,76,59611,2025-05-24 06:33:59+00:00,2025-05-24 06:33:59+00:00,d177b063f2aa455d9e3002a7a2536f74040786d8a93e774ef6ee9bbcac9de164,02a7c4a6efa81adf2993d3d8091130a619a3daa5b00a9cdb2574b5761b763930,e316287f40bb3023ecee736b6f94e603a33bd1b89b7bcc74c6f62803b691c5f3
2025-05-25 08:00:00+00:00,MAY_HISTORICAL,109,59523,2025-05-25 07:55:32+00:00,2025-05-25 07:55:32+00:00,1f3e2a8cfa981c366053510d66e05cf0717434b8bbb45ceb74266596bd90e7bf,8937cf89a3336c16f5f2a139cde02cc4c3ad4907601a3ecf34ca253e91353009,f8a54df2e2830cf5b8cc972248372f269bd20249016104fcc06a175abdc618c4
2025-05-26 08:00:00+00:00,MAY_HISTORICAL,73,59277,2025-05-26 07:23:57+00:00,2025-05-26 07:23:57+00:00,b4dc3ff21b6f98f2df1351ebdfe9e936daac4b4aab4aca8e772a36f5ac602ed3,add3028c429d5ef5ff778d7e32bdb6b78ecd9e34cff08afb654b609a375ab46f,194260c1f6ff4ab92315bf82566447ec68ceb8f4d4ed51cb7694e66df934034a
2025-05-27 08:00:00+00:00,MAY_HISTORICAL,66,59193,2025-05-27 07:47:15+00:00,2025-05-27 07:47:15+00:00,145e471d55a5357d7b473ba884dccdfdcfe5c98502ca262274959e62558bfc2a,3fae6b9a6cfc704dae54171edc054cd225fbe3a58ce8e4b064dfc2095ba8b43a,76a9b044cee1c51c0a9cbed125d186d9c12597447e74e5369fb77e2d0455d4f9
2025-05-28 08:00:00+00:00,MAY_HISTORICAL,106,58804,2025-05-28 07:42:36+00:00,2025-05-28 07:42:36+00:00,c4d811f99cbf150bd92c40451987d55657260829e8469fcd4b5125dacc4e6211,55a07420cb3b45fad45fe88867a86b3522fb473cbd5666ca696fa02faf22d4da,f725abf9540c6d4e78f9102afdfc2c2d0ca3c5b6fbce7f668f52eb2a08ac8d18
2025-05-29 08:00:00+00:00,MAY_HISTORICAL,171,58681,2025-05-29 07:59:07+00:00,2025-05-29 07:59:07+00:00,6d1f6f2d0a5e44031c1c080c75e29c0a40238144daa3b3600e31612ec9d3a35c,3fbe7b4b83f052ed5511e239b130518510320db07bdc88feb166a46ccf4a8155,9b4503af38e08f6a569a907cd5eb88cb0c4dbbb76438c13fd12add9d4538fc96
2025-05-30 08:00:00+00:00,MAY_HISTORICAL,160,58533,2025-05-30 07:49:50+00:00,2025-05-30 07:49:50+00:00,42804067b41a0913afd9562582a6ececa7c79727c1aea9ec05ed80fed1007541,eb4669f5b2db914e2f45c6ada190b69cdad65a155cf08fb9ef02746fc8a7d8a1,56266cec6834c09074d4981e6f252e72a57e3f4026bcba501cd740a9f084c857
