time,mean,P10,P50,P90,P95,P99,max,min,GPU_hours
08:15,2438.7096774193546,587.0,1602.0,5402.0,7678.0,9660.499999999998,10148.0,196.0,18900.0
08:30,2438.2580645161293,587.0,1602.0,5402.0,7675.5,9660.499999999998,10148.0,196.0,18896.5
08:45,2436.6129032258063,586.0,1602.0,5402.0,7675.5,9660.499999999998,10148.0,196.0,18883.75
09:00,2432.2580645161293,578.0,1594.0,5402.0,7674.5,9660.499999999998,10148.0,196.0,18850.0
09:15,2427.8387096774195,545.0,1594.0,5402.0,7673.0,9660.499999999998,10148.0,192.0,18815.75
09:30,2422.2580645161293,543.0,1578.0,5402.0,7665.0,9642.9,10128.0,192.0,18772.5
09:45,2412.1290322580644,540.0,1568.0,5402.0,7664.5,9642.599999999999,10128.0,192.0,18694.0
10:00,2404.451612903226,524.0,1506.0,5402.0,7664.5,9642.599999999999,10128.0,192.0,18634.5
10:15,2327.2580645161293,524.0,1326.0,5402.0,7662.0,9642.599999999999,10128.0,192.0,18036.25
10:30,2268.4193548387098,343.0,1322.0,5398.0,7557.5,9603.3,10128.0,188.0,17580.25
10:45,2142.3870967741937,247.0,938.0,5398.0,7557.0,9512.3,9998.0,184.0,16603.5
11:00,2078.483870967742,247.0,927.0,5398.0,7557.0,9512.3,9998.0,115.0,16108.25
11:15,2075.9032258064517,247.0,923.0,5398.0,7557.0,9512.3,9998.0,115.0,16088.25
11:30,2033.258064516129,230.0,917.0,5398.0,7557.0,9503.9,9986.0,113.0,15757.75
11:45,2032.0,228.0,917.0,5398.0,7556.5,9503.9,9986.0,113.0,15748.0
12:00,1994.5806451612902,227.0,913.0,5398.0,7556.5,9503.9,9986.0,112.0,15458.0
12:15,1961.5806451612902,227.0,882.0,5398.0,7556.5,9503.9,9986.0,112.0,15202.25
12:30,1959.0967741935483,227.0,880.0,5398.0,7556.5,9503.9,9986.0,112.0,15183.0
12:45,1957.774193548387,227.0,876.0,5398.0,7556.5,9503.9,9986.0,112.0,15172.75
13:00,1956.9032258064517,227.0,872.0,5398.0,7555.5,9503.3,9986.0,112.0,15166.0
13:15,1956.0,227.0,862.0,5398.0,7555.5,9503.3,9986.0,112.0,15159.0
13:30,1955.4516129032259,227.0,862.0,5398.0,7555.5,9503.3,9986.0,112.0,15154.75
13:45,1954.5483870967741,227.0,857.0,5398.0,7555.5,9503.3,9986.0,112.0,15147.75
14:00,1952.8064516129032,227.0,857.0,5398.0,7555.0,9503.3,9986.0,112.0,15134.25
14:15,1950.6774193548388,227.0,857.0,5398.0,7555.0,9503.3,9986.0,112.0,15117.75
14:30,1948.8387096774193,227.0,853.0,5398.0,7554.5,9503.3,9986.0,111.0,15103.5
14:45,1945.4193548387098,227.0,850.0,5398.0,7554.5,9497.699999999999,9978.0,111.0,15077.0
15:00,1943.0967741935483,227.0,841.0,5396.0,7554.5,9494.9,9974.0,106.0,15059.0
15:15,1939.3548387096773,227.0,836.0,5394.0,7554.5,9494.9,9974.0,106.0,15030.0
15:30,1937.3548387096773,227.0,829.0,5394.0,7554.5,9494.9,9974.0,106.0,15014.5
15:45,1932.5806451612902,205.0,828.0,5394.0,7554.5,9494.9,9974.0,106.0,14977.5
16:00,1930.483870967742,205.0,827.0,5394.0,7554.5,9494.9,9974.0,106.0,14961.25
16:15,1928.5483870967741,205.0,816.0,5394.0,7554.5,9494.9,9974.0,98.0,14946.25
16:30,1927.483870967742,205.0,807.0,5394.0,7554.0,9494.599999999999,9974.0,94.0,14938.0
16:45,1924.032258064516,205.0,796.0,5394.0,7554.0,9494.599999999999,9974.0,94.0,14911.25
17:00,1920.1935483870968,204.0,784.0,5394.0,7553.0,9493.999999999998,9974.0,94.0,14881.5
17:15,1918.7096774193549,196.0,780.0,5394.0,7549.0,9491.599999999999,9974.0,94.0,14870.0
17:30,1915.1935483870968,196.0,774.0,5394.0,7549.0,9491.599999999999,9974.0,93.0,14842.75
17:45,1912.516129032258,196.0,724.0,5394.0,7547.5,9490.999999999998,9974.0,93.0,14822.0
18:00,1897.5806451612902,196.0,685.0,5393.0,7546.5,9490.999999999998,9974.0,93.0,14706.25
18:15,1886.967741935484,196.0,650.0,5393.0,7544.5,9489.099999999999,9973.0,93.0,14624.0
18:30,1875.8709677419354,195.0,650.0,5393.0,7543.5,9488.499999999998,9973.0,93.0,14538.0
18:45,1875.1290322580646,190.0,650.0,5393.0,7543.5,9488.499999999998,9973.0,93.0,14532.25
19:00,1874.6774193548388,190.0,650.0,5393.0,7543.5,9488.499999999998,9973.0,93.0,14528.75
19:15,1874.3548387096773,190.0,650.0,5393.0,7543.5,9488.499999999998,9973.0,93.0,14526.25
19:30,1873.967741935484,190.0,650.0,5393.0,7543.5,9485.699999999999,9969.0,93.0,14523.25
19:45,1873.6774193548388,190.0,650.0,5393.0,7543.5,9485.699999999999,9969.0,93.0,14521.0
20:00,1872.3870967741937,190.0,650.0,5389.0,7541.5,9484.499999999998,9969.0,93.0,14511.0
20:15,1871.4193548387098,189.0,650.0,5389.0,7541.5,9484.499999999998,9969.0,93.0,14503.5
20:30,1871.3548387096773,189.0,650.0,5389.0,7541.5,9484.499999999998,9969.0,93.0,14503.0
20:45,1870.8387096774193,189.0,646.0,5389.0,7541.5,9484.499999999998,9969.0,93.0,14499.0
21:00,1868.7096774193549,189.0,645.0,5389.0,7541.5,9484.499999999998,9969.0,93.0,14482.5
21:15,1868.3225806451612,189.0,644.0,5385.0,7541.5,9484.499999999998,9969.0,93.0,14479.5
21:30,1867.8387096774193,189.0,639.0,5385.0,7539.5,9484.499999999998,9969.0,93.0,14475.75
21:45,1860.8387096774193,183.0,638.0,5385.0,7539.5,9484.499999999998,9969.0,93.0,14421.5
22:00,1859.0,183.0,638.0,5385.0,7539.5,9484.499999999998,9969.0,92.0,14407.25
22:15,1849.774193548387,183.0,638.0,5385.0,7539.5,9484.499999999998,9969.0,92.0,14335.75
22:30,1849.1290322580646,183.0,638.0,5385.0,7538.0,9483.599999999999,9969.0,92.0,14330.75
22:45,1847.3870967741937,183.0,637.0,5385.0,7538.0,9483.599999999999,9969.0,92.0,14317.25
23:00,1847.032258064516,183.0,637.0,5385.0,7538.0,9483.599999999999,9969.0,92.0,14314.5
23:15,1844.1935483870968,179.0,637.0,5385.0,7538.0,9483.599999999999,9969.0,92.0,14292.5
23:30,1841.8064516129032,179.0,611.0,5385.0,7536.0,9483.599999999999,9969.0,92.0,14274.0
23:45,1840.1612903225807,179.0,611.0,5385.0,7534.0,9483.599999999999,9969.0,92.0,14261.25
