role,model,stratum,value,major,N,unresolved_N,Q90_coverage,GPU_coverage,pinball,MAE_seconds,long_under,missed_GPU_slots,overreserved_GPUh,requested_overreserved_GPUh,Q90_sum_GPUh
EXPOSED_EVALUATION,MOE_POOLED,elapsed,>8h,True,1331,0,0.5882794891059354,0.6373861810391002,24564.141533474598,43883.770040441865,0.41172051089406464,47552.0,23392.085362684462,35560.17694444444,143266.04986829968
EXPOSED_EVALUATION,MULTI_QUANTILE,hardware,H100,True,9158,0,0.8724612360777463,0.8677152317880795,6325.77796619557,39820.92575994456,0.17745921898171033,19626.0,249073.65792124916,231322.305,624086.850550882
EXPOSED_EVALUATION,MULTI_QUANTILE,hardware,OTHER,False,61,0,0.7704918032786885,0.7557603686635944,5560.52629814359,41608.12550925394,0.23333333333333334,102.0,2370.253649248983,471.12694444444446,7321.7852404337755
EXPOSED_EVALUATION,MULTI_QUANTILE,standby_state,regular_PENDING,True,1163,0,0.7678417884780739,0.7672759696834597,13505.445204851641,36476.00729790291,0.4474187380497132,5541.0,28668.52899944336,50167.11777777778,162524.6988713473
EXPOSED_EVALUATION,MULTI_QUANTILE,standby_state,regular_RUNNING,True,1667,0,0.8242351529694061,0.8845260713531771,12159.334798242417,92410.17594581524,0.1579643093192333,7259.0,157901.93963621827,49149.20777777778,325989.2653785522
EXPOSED_EVALUATION,MULTI_QUANTILE,standby_state,standby_PENDING,True,5289,0,0.9120816789563244,0.9093226022803488,3549.478852816234,27529.62091804567,0.14857508805635608,5590.0,53033.9585243777,121271.1875,115976.69043770277
EXPOSED_EVALUATION,MULTI_QUANTILE,standby_state,standby_RUNNING,True,1100,0,0.86,0.8896925858951176,3200.9356219528727,22858.73540087102,0.15876288659793814,1338.0,11839.484410458828,11205.91888888889,26917.981103713617
EXPOSED_EVALUATION,MULTI_QUANTILE,wall_bucket,1-6h,True,493,0,0.6977687626774848,0.6519546027742749,2305.731579003515,6233.5151242778975,0.3721518987341772,2415.0,844.0166831167319,907.8411111111111,3721.243993899527
EXPOSED_EVALUATION,MULTI_QUANTILE,wall_bucket,24-72h,True,4119,0,0.9021607186210245,0.8858064516129033,6788.234458434554,41253.72809463422,0.1323915900131406,11698.0,68504.89874866682,141040.1675,162627.4126661682
EXPOSED_EVALUATION,MULTI_QUANTILE,wall_bucket,6-24h,True,3873,0,0.8763232636199328,0.8960253456221198,2481.1089208781336,17674.570607465386,0.198989898989899,5599.0,35675.336827276835,51342.438055555554,61784.17914560751
EXPOSED_EVALUATION,MULTI_QUANTILE,wall_bucket,<=1h,False,21,0,0.8095238095238095,0.9521988527724665,128.33938606651475,1102.8227183833476,,16.0,102.60414303021479,603.8958333333334,237.20486618883515
EXPOSED_EVALUATION,MULTI_QUANTILE,wall_bucket,>72h,True,713,0,0.7938288920056101,0.793082886106142,27435.02571977099,176359.2335873351,0.20704225352112676,0.0,146317.05516840756,37899.08944444444,403038.59511945175
EXPOSED_EVALUATION,MULTI_QUANTILE,GPU_bucket,2-4,True,3892,0,0.8517471736896197,0.8423142370958593,7975.450963853232,50106.38077410264,0.2210953346855984,12576.0,176334.6258584304,84487.64166666666,475651.23013197817
EXPOSED_EVALUATION,MULTI_QUANTILE,GPU_bucket,5-8,False,23,0,0.9565217391304348,0.9565217391304348,4787.628411499192,46691.70115664162,0.047619047619047616,0.0,2378.8965568833332,927.6666666666666,7510.252832427207
EXPOSED_EVALUATION,MULTI_QUANTILE,GPU_bucket,9-32,False,39,0,0.8461538461538461,0.8026905829596412,15097.640342051127,114348.10501740887,0.13333333333333333,16.0,25304.549071163354,30050.304444444446,49771.72145241356
EXPOSED_EVALUATION,MULTI_QUANTILE,GPU_bucket,<=1,True,5247,0,0.8860301124452068,0.8860301124452068,5051.770219323668,31717.95627475036,0.14994456762749445,7136.0,42803.84256092442,111702.85583333333,91175.71385140019
EXPOSED_EVALUATION,MULTI_QUANTILE,GPU_bucket,>32,False,18,0,1.0,1.0,1369.4333162915582,13694.33316291558,0.0,0.0,4621.997523096624,4624.963333333333,7299.717523096623
EXPOSED_EVALUATION,MULTI_QUANTILE,elapsed,<1h,True,325,0,0.7015384615384616,0.795880149812734,5933.239080350775,21137.00196847676,0.2670807453416149,615.0,2477.530350888659,6014.0327777777775,9141.85327941976
EXPOSED_EVALUATION,MULTI_QUANTILE,elapsed,1-2h,True,351,0,0.8717948717948718,0.8503401360544217,4135.936686906005,26286.40445394017,0.15517241379310345,1619.0,4169.217248377055,7185.840833333334,12899.229953597305
EXPOSED_EVALUATION,MULTI_QUANTILE,elapsed,2-4h,True,318,0,0.7452830188679245,0.8291925465838509,2740.902009498957,15160.66896291791,0.3127413127413127,679.0,3287.3489178822715,5982.260277777777,11814.020296270803
EXPOSED_EVALUATION,MULTI_QUANTILE,elapsed,4-8h,True,442,0,0.8393665158371041,0.8616071428571429,2949.5741402257695,15952.813565411048,0.16063348416289594,1578.0,4773.219433714308,5612.815833333333,17178.50352284804
