phase,day,case,status,objective,Planning_rho,Planning_Vmin,Planning_Vmax,Fresh_rho_AC,Fresh_Vmin,Fresh_Vmax,Fresh_voltage_violations,Fresh_line_current_violations,Fresh_transformer_current_violations,Fresh_transformer_kVA_violations,Fresh_losses_kWh,Fresh_convergence,AIDC_executed_nodeh,AIDC_backlog_nodeh,AIDC_resource_recourse_nodeh,MESS_MOVE_count,MESS_PQ_nonzero_slot_count,MESS_sum_abs_P,MESS_sum_abs_Q,MESS_throughput_kWh,MESS_travel_energy_kWh,MESS_terminal_SoC_min,schedule_SHA,storage
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-03,B2,PASS,0.521951252193773,0.5219512521939271,0.9499999999999523,1.0500000000000593,0.6017016164559423,0.9468395823184698,1.0496956563026663,80,0,0,0,1118.970025775136,96,66.26938823873923,113.49588953903857,60.00653305328003,0,96,17526.722481844998,67915.996646149,4381.680620461249,0.0,0.6333333333333333,cd2293983b84103fde5602b2dcf73d586efba45a20a19c4361c2dc4857cebf52,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-03,B3,PASS,0.5217141928949305,0.521714192895087,0.9499999999999515,1.0500000000000695,0.6013991389942005,0.947093400641387,1.0496942008796306,79,0,0,0,1111.7815336114547,96,66.70248482853567,113.06279294924204,40.97919645552662,0,96,17558.141013285,67971.427641652,4389.53525332125,0.0,0.6333333333333333,36c1cf83a71c8e04d800bc89976ea1cf01e1271a1bdb4105cff92ee98bf606c5,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-04,B0,PASS,0.5887477851108596,0.5887477851108596,0.9782642724099946,1.0487745550891996,0.5887472973626195,0.97826431339329,1.0487749086652518,0,0,0,0,916.4819109119967,96,49.545829177330894,4.672781933780219,39.282654449488184,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,67851c2e18e3e487c3ed4328de4a6aed8aeb5cca0af04a9cd36942f1cb6f5c54,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-04,B1,PASS,0.5886122537243288,0.5886122537243288,0.9782741514338376,1.048774885784982,0.5886103917783154,0.9782743119963129,1.048775136870519,0,0,0,0,916.5262150371846,96,49.61775337166218,4.6008577394489185,29.774029684353607,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,01c625ef574abffe454c43b219a09c8ae23eaa4f0c52e7c3a3aa94ffb9f25084,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-04,B2,PASS,0.5703119275348478,0.570311927534976,0.9499999999999512,1.050000000000057,0.5867990146629499,0.9469207601975366,1.049723289172226,85,0,0,0,1124.6990637171943,96,49.545829177330894,4.672781933780219,39.282654449488184,0,96,8371.010176165,54724.604366103005,2092.75254404125,0.0,0.6333333333333333,d62b0438ed3f30edc689282bdee68be7d0c71b2890487f8a8a832fbfef598c4d,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-04,B3,PASS,0.5703831018368267,0.5703831018370059,0.9499999999999503,1.050000000000055,0.6148020816816764,0.9450031405181099,1.0496890599001194,87,0,0,0,1130.3897309111364,96,49.61775337166218,4.6008577394489185,29.774029684353607,0,96,9130.941215288,55011.881885168,2282.735303822,0.0,0.6333333333333333,e86063ee34c75c100bcd9d1013b03218f13dd522965c094883f62a198084fd2d,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-05,B0,PASS,0.5616287392951825,0.5616287392951825,0.9832814228697677,1.0485534576708329,0.5616241417715712,0.9832815677233112,1.0485536909939428,0,0,0,0,737.7269638364631,96,72.3801146121261,57.46294094342947,62.50633169524741,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,62449dbe19ce5bc03c744fd950a915b7466de4824ced01bc7cfdc33e5c1c3c27,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-05,B1,PASS,0.5616286990858357,0.5616286990858357,0.9834753906109271,1.048498407584901,0.561626719917836,0.9834756549144176,1.0484983315979708,0,0,0,0,737.7161379898091,96,76.32804969951219,53.515005856043395,49.41243841910311,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,b208215c737c51a6d65913915f23320c79913731f0412f4a053a0651a66cb687,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-05,B2,PASS,0.5156199350152196,0.515619935015362,0.949999999999949,1.0500000000000551,0.5663739205209336,0.9472559484207518,1.0496618364343142,94,0,0,0,922.120618826302,96,72.3801146121261,57.46294094342947,62.50633169524741,0,96,12594.836766653001,56476.831163665,3148.7091916632503,0.0,0.6333333333333333,23ef2890702bbbda7dcd0d9053810bb5ff339d571b2d525273572b1ef1766627,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-05,B3,PASS,0.5156405386577506,0.5156405386580666,0.9499999999999501,1.0500000000000262,0.5721615039698627,0.9472558078062084,1.0496548752419768,93,0,0,0,924.4766287642168,96,76.32804969951219,53.515005856043395,49.41243841910311,0,96,13950.012385283999,55924.94311522,3487.5030963209997,0.0,0.6333333333333333,e3314cf8654d26628dd162e96f4fda56a34a53e3e93ada72e25034adfebe0363,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B0,PASS,0.5703661518793225,0.5703661518793225,0.9821595505029775,1.0480412924882392,0.5703613854875792,0.9821595568049174,1.0480415561757277,0,0,0,0,720.8839274380725,96,71.7537286594944,58.65516022939453,53.89605833312258,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,0756f648c20edaf06100199e52b1d1fd7787d9e61755cd8dda1a089b39fcd81e,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B1,PASS,0.5703657403556276,0.5703657403556276,0.9820907143172157,1.0480175492060901,0.5703612279281444,0.9820905527579131,1.0480177662820587,0,0,0,0,720.9184283078885,96,73.23473979544066,57.174149093448214,43.290445247248726,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,fee1f35eaefdb3ea7941d8ca96394e223ff348f06932264c241b5258c276db5b,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B2,PASS,0.5229121488093338,0.5229121488093436,0.94999999999995,1.050000000000006,0.5485988835227684,0.9472176042919654,1.0492857518657308,94,0,0,0,869.5971604554909,96,71.7537286594944,58.65516022939453,53.89605833312258,0,96,10331.279033341001,44712.927091588004,2582.8197583352503,0.0,0.6333333333333333,9aecfd1d131f6f07a1c81ef04dba2a76e83a8c55c996442a589603028ef8c534,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-06,B3,PASS,0.5286286411503708,0.5286286411505612,0.9499999999999519,1.0500000000000334,0.5750649294264346,0.9472535950430421,1.0489625501645734,94,0,0,0,868.3145704731886,96,73.23473979544066,57.174149093448214,43.290445247248726,0,96,8419.773190886,44618.736264473,2104.9432977215,0.0,0.6333333333333333,ec98a3fc1728a1b186bcbb83c21403b8eed025f964fe197ce984300c50ca0355,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B0,PASS,0.6512871029206265,0.6512871029206265,0.9790035184947709,1.0493476704280553,0.6512866231302535,0.9790040308763015,1.0493480115103506,0,0,0,0,993.7047629805996,96,18.86808059228769,181.77191940771223,17.61595875114083,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,a5b5464e6b4ea526efd0db7c601cea80a6f5af7d1add93135a1265cad78e210c,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B1,PASS,0.651287096636062,0.651287096636062,0.979005694959746,1.049347548638845,0.6512866641915595,0.9790062300255927,1.0493478607889923,0,0,0,0,993.7376601653802,96,18.86808059228769,181.77191940771226,11.157513037365511,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,67191085123a9f39ec96c3e719a10cef1f08700ebf2a008c675aeaca255712e6,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B2,PASS,0.5805375052254816,0.580537505225689,0.9499999999999508,1.0500000000000544,0.6497617411806542,0.9480515149889296,1.0497758198323062,52,0,0,0,1197.5750680802155,96,18.86808059228769,181.77191940771223,17.61595875114083,0,96,11243.650034043,57456.611019403994,2810.91250851075,0.0,0.6333333333333333,92899e7772a022112240a78ceea2770309273b4926b8f3f843b791232ca6a698,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-07,B3,PASS,0.5637794604820314,0.5637794604821985,0.9499999999999497,1.050000000000054,0.6705853522786043,0.9450875805947064,1.0498088024662597,62,0,0,0,1204.518375682299,96,18.86808059228769,181.77191940771226,11.157513037365511,0,96,16309.402177433,60898.438806598,4077.35054435825,0.0,0.6333333333333333,bdf9f360476231d8a61fe5910ba4a5a5e6284cf84a5cf6ef8a5b357e69793c5a,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B0,PASS,0.6322923096440728,0.6322923096440728,0.9786190683729492,1.0486364771514207,0.6322859861079695,0.978613322794473,1.0486365478732713,0,0,0,0,965.8892106089756,96,160.07156697505582,1366.1887108027222,115.98275946858729,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,a69693548e2ec3ddbcd2224c284bf760221504a87e77407f189b649efe9ee023,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B1,PASS,0.6322858875597762,0.6322858875597762,0.9786385734261899,1.0486201891249958,0.6322801250582885,0.9786330134912966,1.0486202941512341,0,0,0,0,965.8247635858652,96,162.5912821512201,1363.6689956265577,78.94691773852193,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,e5d42540390d12c985896787a9f0ab1c019f20b78b7fc6f3bac3767d38000bd4,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B2,PASS,0.5475866657492001,0.5475866657493467,0.9499999999999486,1.0500000000000527,0.6191660983055671,0.9443986253559328,1.0497495974933617,73,0,0,0,1213.1749041700477,96,160.07156697505582,1366.1887108027222,115.98275946858729,0,96,19041.951712424,67037.381302591,4760.487928106,0.0,0.6333333333333333,a061941ae8483135419a912a632f5ae513ff66b70f6a00b5b0b9d2fcbe8e082c,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-08,B3,PASS,0.5477222743880145,0.5477222743881839,0.9499999999999528,1.0500000000000504,0.619156267312621,0.9443999466923936,1.0497509525659645,75,0,0,0,1214.7810277585836,96,162.5912821512201,1363.6689956265577,78.94691773852193,0,96,18739.996914068,66226.39836605501,4684.999228517,0.0,0.6333333333333333,48a3c4273c0c7d226aa1ca081e3d3c4c6fe28dcf4f8c300dcd630007500f7e81,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-09,B0,PASS,0.620845507787117,0.620845507787117,0.9797732918514578,1.0487897780334758,0.6208393383676516,0.9797738837894426,1.0487888426663337,0,0,0,0,903.5127760738789,96,200.74991761807686,1914.0667490485898,141.97035005738945,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,a032c94342392b75a1a1e657d4bc34de160dd19c4f69af868354d7dfbe1f66bf,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-09,B1,PASS,0.6208175307271963,0.6208175307271963,0.9798104340819612,1.0487760479591712,0.6208171669645667,0.9798114121500224,1.0487750205473858,0,0,0,0,903.4929097381723,96,201.96660228910537,1912.8500643775612,104.07952283062917,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,fc5dcf5661b0fd3e5daa6e6443d61c720a6b7a87adff1b7f65092aa647b95c53,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-09,B2,PASS,0.5378401737220853,0.5378401737222288,0.9499999999999543,1.0500000000000556,0.6242109219689138,0.9442912733115264,1.0497083937267893,71,0,0,0,1121.104664400429,96,200.74991761807686,1914.0667490485898,141.97035005738945,0,96,15910.836316893,61349.996225840994,3977.70907922325,0.0,0.6333333333333333,341460ced9b8598c321c823dafa8c80b29eafb907ea4a54e5b601c29458cfb63,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-09,B3,PASS,0.539321950705407,0.5393219507055684,0.9499999999999496,1.050000000000024,0.6260147883729406,0.9442658899111473,1.049693617575442,75,0,0,0,1122.2260871198923,96,201.96660228910537,1912.8500643775612,104.07952283062917,0,96,15456.673297886,61715.492166747,3864.1683244715,0.0,0.6333333333333333,46c8c6c41c51988e46ede607ab2845e0769aed36731b5b6ae22b385300fab4d1,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-10,B0,PASS,0.637146358352602,0.637146358352602,0.9807614135877898,1.0487951820739339,0.6371459149867978,0.980761446161339,1.0487952048109677,0,0,0,0,905.894292161962,96,106.48235586801012,993.1240330208788,91.6211297446132,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,be24a7a014cb9553549e102b450816d3d4d7bfb3248fecb7a5420d4bb0adf290,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-10,B1,PASS,0.63714635200285,0.63714635200285,0.9807614061704508,1.0488295269699468,0.6371459665554248,0.9807614364513696,1.0488297780798992,0,0,0,0,905.8325403255544,96,108.49745617729346,991.1089327115957,65.11460472718424,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,636038ec2023ccb368be0a03e15095022e5a9ce066f1361a84c9290cbbf030bc,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-10,B2,PASS,0.5801877141980822,0.5801877141982164,0.9499999999999531,1.0500000000000351,0.6390224433645482,0.9444387261206474,1.0496941657399141,85,0,0,0,1136.853780469995,96,106.48235586801012,993.1240330208788,91.6211297446132,0,96,10774.947441614,63134.919830864,2693.7368604035,0.0,0.6333333333333333,f2b65ceb7823d96ba74982baa5491d3cba16abc5ca29d9116e3633006afb3eee,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-10,B3,PASS,0.5803543974335905,0.5803543974336969,0.9499999999999533,1.0500000000000613,0.6390224722229657,0.9444387124566236,1.0497052936515383,72,0,0,0,1120.4067561722677,96,108.49745617729346,991.1089327115957,65.11460472718424,0,96,8316.30000318,60367.794174337,2079.075000795,0.0,0.6333333333333333,6833e8c6a1c006441a61dd0024fb800e3e0f9927efcc1b3d5ea2342fc033b943,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-11,B0,PASS,0.6137115344533823,0.6137115344533823,0.980935977505368,1.0491806424490873,0.6137766318519537,0.9809364330578992,1.0491805914007646,0,0,0,0,937.720338077331,96,86.0469050104042,29.766706100706912,60.83732391503861,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,94927a87a6a022acbfb9548ea45030ea8cea015a75facc14a4dfb9f30f2fd7e8,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-11,B1,PASS,0.6137112410156959,0.6137112410156959,0.9809340318442284,1.049167891798309,0.6137768778767823,0.9809344825155393,1.0491677642426964,0,0,0,0,937.8007852885069,96,86.10990139671345,29.703709714397625,51.31143271295826,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,f799805b0bb3f1fe3f00bda779865ee7a4ca636b05be75bc6b1e556e28ae21c8,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-11,B2,PASS,0.5851861165661988,0.5851861165663889,0.9499999999999499,1.0500000000000376,0.6200254240985212,0.9485549448811428,1.0497772543860269,84,0,0,0,1115.77037174655,96,86.0469050104042,29.766706100706912,60.83732391503861,0,96,3517.7294510679994,44439.238642713004,879.4323627669999,0.0,0.6333333333333333,4f8b0f69a8acf99acd233b634b389362a4dde516ddd10d7a858caf3ac0044fe2,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-11,B3,PASS,0.5853198254563092,0.5853198254564643,0.9499999999999462,1.0500000000000562,0.644838073936144,0.9451720282404986,1.049778460901936,80,0,0,0,1170.8253185991525,96,86.10990139671345,29.703709714397625,51.31143271295826,0,96,15171.844651836,58653.112442499,3792.961162959,0.0,0.6333333333333333,15dd8f45fe5250ead5e6cc1563e2666bf21552232c47da5da3c4eed24d79d253,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-12,B0,PASS,0.6354961077063991,0.6354961077063991,0.981345619747272,1.0489299515010633,0.635489901879827,0.9813456398660705,1.0489301962063633,0,0,0,0,826.2278191828264,96,135.370632253056,531.2738121913883,97.21478877447184,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,efefebf2380ecff88f80eb8bc0b0b92ff3e3e0eca5d6459db7ea6c6ab6469807,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-12,B1,PASS,0.635489654708944,0.635489654708944,0.9813811104916108,1.048956125172207,0.6354905420305942,0.9813813919835492,1.0489563033930296,0,0,0,0,826.2933417880116,96,136.14662769479892,530.4978167496457,78.86442231095165,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,67d75e29584ce29b1ba3c24a0bfd229fd3c07312723a7c2d0e2993827f662d8e,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-12,B2,PASS,0.5513395372154506,0.5513395372156221,0.9499999999999452,1.0500000000000307,0.6804847626758777,0.9451688430447519,1.049618878654946,89,0,0,0,1048.5010013188262,96,135.370632253056,531.2738121913883,97.21478877447184,0,96,21079.043025923,61025.85504958201,5269.76075648075,0.0,0.6333333333333333,32cba0ea7c3de8bd00c480b0bc3b02fb815425d5feadda011515d2bd279966f5,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-12,B3,PASS,0.5560274315502588,0.5560274315504221,0.9499999999999453,1.0500000000000225,0.6721979255322595,0.9449301680945882,1.0496409163984026,94,0,0,0,1029.6813735624692,96,136.14662769479892,530.4978167496457,78.86442231095165,0,96,15323.290275402998,59336.61145384,3830.8225688507496,0.0,0.6333333333333333,267b3929a14dff916747ea4e80e0ca7459480566b378d35008098d6fbb33b785,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-13,B0,PASS,0.6885407017440358,0.6885407017440358,0.9793133547073781,1.0493541724962032,0.6885333423651019,0.9793133899161721,1.0493499729995395,0,0,0,0,850.5578415381328,96,0.26063954565076497,0.2999160099047906,0.2462800997946547,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,7f506a70f73f967e83411daf392c362278bb8455c776d3f422ddf461564f5d79,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-13,B1,PASS,0.6885386563197209,0.6885386563197209,0.9792453272672199,1.0493546243730802,0.6885313509919446,0.9792447638097972,1.0493504458819223,0,0,0,0,850.7092772081936,96,0.26331455332858916,0.2972410022269664,0.04318481960525283,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,e2a6bdfa8df70bc691ce9d6806c5cf92db7d9ad69d8194d48d1b002ed5684007,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-13,B2,PASS,0.5902659725449871,0.5902659725451888,0.9499999999999503,1.0500000000000456,0.6824021948790479,0.944205923822722,1.0498225089789153,72,0,0,0,1052.417910331942,96,0.26063954565076497,0.2999160099047906,0.2462800997946547,0,96,18431.83535225,63695.014189769,4607.9588380625,0.0,0.6333333333333333,7613d83156a960de3eab6fb922830bdc9a667b7e628d619c9dfd1b5a2219fd01,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-13,B3,PASS,0.5915046472825394,0.5915046472826806,0.9499999999999448,1.0500000000000562,0.682665817582596,0.9442102065825392,1.0498149578039422,73,0,0,0,1065.8816026594131,96,0.26331455332858916,0.2972410022269664,0.04318481960525283,0,96,21155.280456716002,64862.776395007,5288.8201141790005,0.0,0.6333333333333333,bc897f7abe82767198659c07b28dca5247c76fc7971cbdf3726ab7cadc12893c,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-14,B0,PASS,0.6444189866199388,0.6444189866199388,0.9798987464885649,1.049404103047018,0.6444121962953894,0.9798987821348276,1.0494045522909088,0,0,0,0,1022.4166166566539,96,33.30412863414925,813.2922602547394,26.839401374011487,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,02917f5c49408b2ca131a73dd8af45b111ff07f3407ee52f1b8669be52db451e,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-14,B1,PASS,0.6444188818305395,0.6444188818305395,0.9799031948062079,1.04939463217749,0.644412118111986,0.9799032761887501,1.0493949514966776,0,0,0,0,1022.4841845067496,96,33.30412863414924,813.29226025474,20.748080895772937,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,ca7378e1a416232fddc000499b32e80d3d80b7241eaa71681c165f62bb33817f,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-14,B2,PASS,0.5648324839531815,0.5648324839533466,0.9499999999999507,1.0500000000000436,0.6720920110329577,0.9452663878479826,1.0496922309678838,74,0,0,0,1253.8241717459518,96,33.30412863414925,813.2922602547394,26.839401374011487,0,96,18357.873647139997,66671.687728385,4589.468411784999,0.0,0.6333333333333333,1a548b83d9f23a80e3ad837982253a62084f17d860a0a051eea0d86605d77414,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-14,B3,PASS,0.5649239395264543,0.5649239395266095,0.9499999999999476,1.0500000000000411,0.672140711983966,0.9452667348267051,1.0498421892257797,77,0,0,0,1263.0004125105436,96,33.30412863414924,813.29226025474,20.748080895772937,0,96,20411.55383459,67453.540830268,5102.8884586475,0.0,0.6333333333333333,1f0d45cafd2d0161eb645ce8287468a83bbed7f1714cdd7903086ae1d81dfbe2,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-15,B0,PASS,0.6630672428496682,0.6630672428496682,0.9786715362378752,1.0489917393251764,0.66306004775318,0.9786720715302618,1.0489916727733897,0,0,0,0,951.573717909173,96,85.15582500292834,6.243897219293879,65.4792136665881,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,ee7f012b24fc6ac03ea2c37516671ec97179b9a4c91bb60601a4e2a7e5023eae,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-15,B1,PASS,0.6626259604529704,0.6626259604529704,0.9787238407311354,1.0489332683757036,0.662614780732044,0.978719992854852,1.0489328327516652,0,0,0,0,951.6228156635402,96,86.07746415706131,5.322258065160902,49.336332699988574,0,0,0.0,0.0,0.0,0.0,0.6333333333333333,ff3a700265df679fc4bcef4f401b47a1f82285f57854b5d6076fa66c53dc1fce,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-15,B2,PASS,0.5638583118791156,0.563858311879282,0.949999999999947,1.0500000000000558,0.6657994689434514,0.946953492819679,1.0498250503071405,69,0,0,0,1163.1529713549794,96,85.15582500292834,6.243897219293879,65.4792136665881,0,96,16844.880837434,58751.207437125006,4211.2202093585,0.0,0.6333333333333333,1448654a97122e8fec748028a56e314685411c200d9c3bd07c6e454691bffee1,PASS
APR01_20_AC_FIDELITY_CALIBRATION,2025-04-15,B3,PASS,0.564189362894807,0.5641893628949398,0.9499999999999521,1.0500000000000536,0.66988871324347,0.9457880811028007,1.049719382041886,71,0,0,0,1163.42203905486,96,86.07746415706131,5.322258065160902,49.336332699988574,0,96,17136.382408702,58279.064158097,4284.0956021755,0.0,0.6333333333333333,80f4ef5c0b04ccdf6115faf2e538c842871b949a1db616a3e2b60e0b4cac3833,PASS
