date,slot,predicted_flexible_IT_kW,predicted_flexible_PCC_kW,observed_diagnostic_flexible_IT_kW,scale_label
2025-04-12,4,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,5,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,6,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,7,0.0,0.0,29.722425798045073,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,8,0.0,0.0,177.5366094614069,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,9,0.0,0.0,157.68352323841336,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,10,0.0,0.0,1521.5291964824758,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,11,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,12,0.0,0.0,41.70373171595625,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,13,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,14,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,15,0.0,0.0,1.3829837409654389,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,16,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,17,0.0,0.0,2.4190074563979955,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,18,0.0,0.0,3731.087889542561,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,19,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,20,0.0,0.0,90.44055359178121,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,21,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,22,0.0,0.0,2.825323007294201,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,23,0.0,0.0,1.5497188076678658,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,24,0.0,0.0,1.161209914380657,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,25,0.0,0.0,1.6382125000277301,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,26,0.0,0.0,3.3125779109585753,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,27,0.0,0.0,119.81938026388588,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,28,0.0,0.0,1.484967325453331,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,29,0.0,0.0,121.14085009674751,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,30,0.0,0.0,351.5854397457404,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,31,0.0,0.0,228.77777857765375,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,32,0.0,0.0,37.72540008430404,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,33,0.0,0.0,1.6317373518062763,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,34,0.0,0.0,6.046709247467306,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,35,0.0,0.0,1.5497188076678658,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,36,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,37,0.0,0.0,67.90949602614648,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,38,0.0,0.0,6.086099732481148,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,39,0.0,0.0,0.32105943264706827,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,40,0.0,0.0,2.3234990201315564,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,41,0.0,0.0,56.58308273317122,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,42,0.0,0.0,7.289398110301254,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,43,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,44,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,45,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,46,2.034180717633432,2.6444349329234615,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,47,63.08631779999635,82.01221313999525,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,48,807.2043845764683,1049.365699949409,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,49,2330.247377264472,3029.321590443814,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,50,1730.995875803255,2250.294638544232,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,51,350.16724396759736,455.2174171578766,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,52,23.777895172960225,30.911263724848293,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,53,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,54,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,55,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,56,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,57,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,58,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,59,0.0,0.0,360.01068677322166,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
2025-04-12,60,0.0,0.0,0.0,PROVISIONAL_LEGACY_SCALE_DIAGNOSTIC
