job_uid,eligible,baseline_start,baseline_end,repaired_start,repaired_end,baseline_terminal_site,repaired_terminal_site,post_H_timing_changed,post_H_reservation_profile_changed,post_H_site_state_changed,new_post_midnight_start,new_post_midnight_completion,post_H_GPU_slots_before,post_H_GPU_slots_after,incremental_post_midnight_GPU_h,safe_runtime_preserved,GPU_request_preserved,RW_completion_pass,baseline_in_day_remains_in_day,scope
9047209,False,0,175,0,175,AIDC10,AIDC10,False,False,False,False,False,55,55,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047210,False,0,175,0,175,AIDC10,AIDC10,False,False,False,False,False,55,55,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047211,False,0,175,0,175,AIDC10,AIDC10,False,False,False,False,False,55,55,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047212,False,0,175,0,175,AIDC10,AIDC10,False,False,False,False,False,55,55,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047213,False,0,177,0,177,AIDC10,AIDC10,False,False,False,False,False,57,57,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047214,False,0,177,0,177,AIDC11,AIDC11,False,False,False,False,False,57,57,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047215,False,0,177,0,177,AIDC11,AIDC11,False,False,False,False,False,57,57,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047216,False,0,178,0,178,AIDC11,AIDC11,False,False,False,False,False,58,58,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047217,False,0,179,0,179,AIDC11,AIDC11,False,False,False,False,False,59,59,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047218,False,0,179,0,179,AIDC11,AIDC11,False,False,False,False,False,59,59,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047219,False,0,179,0,179,AIDC11,AIDC11,False,False,False,False,False,59,59,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047220,False,0,180,0,180,AIDC11,AIDC11,False,False,False,False,False,60,60,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047221,False,0,181,0,181,AIDC11,AIDC11,False,False,False,False,False,61,61,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047222,False,0,181,0,181,AIDC11,AIDC11,False,False,False,False,False,61,61,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047223,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047224,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047225,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047226,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047227,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047228,False,0,186,0,186,AIDC11,AIDC11,False,False,False,False,False,66,66,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047229,False,0,187,0,187,AIDC11,AIDC11,False,False,False,False,False,67,67,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047230,False,0,190,0,190,AIDC11,AIDC11,False,False,False,False,False,70,70,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047231,False,0,190,0,190,AIDC11,AIDC11,False,False,False,False,False,70,70,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047232,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047233,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047234,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047235,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047236,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047237,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047238,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047239,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047240,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047241,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047242,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047243,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047244,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047245,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047246,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047247,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047248,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047249,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047250,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047251,True,0,24,0,24,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047252,True,10,34,10,34,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047253,True,10,34,10,34,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047254,True,10,34,10,34,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047255,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047256,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047257,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047258,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047259,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047260,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047261,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047262,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047263,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047264,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047265,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047266,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047267,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047268,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047269,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047270,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047271,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047272,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047273,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047274,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047275,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9047276,True,12,36,12,36,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062326,False,0,47,0,47,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062351,False,0,119,0,119,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062358,False,0,132,0,132,AIDC01,AIDC01,False,False,False,False,False,384,384,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062361,False,0,151,0,151,AIDC02,AIDC02,False,False,False,False,False,992,992,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062367,False,0,176,0,176,AIDC03,AIDC03,False,False,False,False,False,1792,1792,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062368,False,0,177,0,177,AIDC08,AIDC08,False,False,False,False,False,1824,1824,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062369,False,0,178,0,178,AIDC09,AIDC09,False,False,False,False,False,1856,1856,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062370,False,0,187,0,187,AIDC10,AIDC10,False,False,False,False,False,2144,2144,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062371,False,0,188,0,188,AIDC12,AIDC12,False,False,False,False,False,2176,2176,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062372,True,24,109,24,109,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062373,True,27,112,27,112,UNASSIGNED,UNASSIGNED,False,False,False,False,False,0,0,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062374,False,36,121,36,121,AIDC06,AIDC06,False,False,False,False,False,32,32,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062375,False,47,132,47,132,AIDC07,AIDC07,False,False,False,False,False,384,384,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062376,False,75,160,75,160,AIDC08,AIDC08,False,False,False,False,False,1280,1280,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062377,False,109,194,109,194,AIDC12,AIDC12,False,False,False,False,False,2368,2368,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062378,False,112,197,112,197,AIDC06,AIDC06,False,False,False,False,False,2464,2464,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062379,False,119,204,119,204,AIDC03,AIDC03,False,False,False,False,False,2688,2688,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062380,False,121,206,121,206,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062381,False,132,217,132,217,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062382,False,132,217,132,217,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062383,False,141,226,141,226,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062384,False,151,236,151,236,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062385,False,160,245,160,245,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062386,False,160,245,160,245,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062387,False,160,245,160,245,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062388,False,176,261,176,261,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062389,False,177,262,177,262,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062390,False,177,262,177,262,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062391,False,178,263,178,263,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062392,False,187,272,187,272,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062393,False,188,273,188,273,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062394,False,194,279,194,279,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062395,False,197,282,197,282,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062396,False,204,289,204,289,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062397,False,206,291,206,291,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062398,False,217,302,217,302,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062399,False,217,302,217,302,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062401,False,226,311,226,311,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
9062402,False,236,321,236,321,UNASSIGNED,UNASSIGNED,False,False,False,False,False,2720,2720,0.0,True,True,True,True,ORIGINAL_RSP_PLUS_ORIGINAL_MIGRATION_WITNESS_NO_REPAIR
