role,resolution,method,block,start_hour,end_hour,duration,Q90_coverage,calibration_error,normalized_Q90_pinball,requirement_ratio,high_load_coverage,positive_coverage,normalized_Q50_pinball,N_days,N_targets,actual_primary_GPUh,predicted_primary_GPUh,N_high_load,N_positive,Q90_pinball_GPUh,Q50_pinball_GPUh,prefix_downward_pairs_Q50,prefix_downward_pairs_Q90,max_prefix_drop_GPUh
DEVELOPMENT,H1,AGGREGATED_H1,10,10,10,1,0.7758620689655172,0.12413793103448278,1.0875191331167033,1.2945022635175323,0.0,0.6976744186046512,0.7946535773843376,58,58,14090.657222222224,18240.387668616328,2,43,161.68454746310547,118.14339641189262,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,11,11,11,1,0.896551724137931,0.0034482758620689724,0.34492920116733505,3.1522473277478698,,0.8604651162790697,0.272136163917925,58,58,4776.342222222222,15056.212006409312,0,43,51.281600570761,40.45925370095854,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,12,12,12,1,0.8448275862068966,0.05517241379310345,1.0679514282994567,1.2256217798575562,0.0,0.8,0.686678167784245,58,58,11949.506944444445,14645.575969670228,1,45,158.7753614065796,102.09038667007594,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,13,13,13,1,0.7931034482758621,0.10689655172413792,0.8164579720410148,1.4831090096985184,0.0,0.7073170731707317,0.621496994010869,58,58,10668.841388888884,15823.05478690555,4,41,121.38511747722072,92.3997170866734,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,14,14,14,1,0.7586206896551724,0.14137931034482765,0.8343641581996566,1.1748662360575195,0.0,0.631578947368421,0.6670698917443227,58,58,11542.70666666667,13561.1363353827,2,38,124.04728085227148,99.17516877504856,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,15,15,15,1,0.7068965517241379,0.19310344827586212,1.3493131321336258,0.9710307071225389,0.0,0.5526315789473685,0.9688054725097646,58,58,16782.102777777778,16295.93712730868,7,38,200.60620223739934,144.0350515522489,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,16,16,16,1,0.8275862068965517,0.07241379310344831,0.4408975526410338,1.7862452663008186,0.0,0.6774193548387096,0.34917485033856605,58,58,6096.663888888888,10890.137011754925,2,31,65.54948699804292,51.91281324926376,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,17,17,17,1,0.8275862068965517,0.07241379310344831,0.5562610286717832,1.2595860579134706,0.0,0.6875,0.4288216005149602,58,58,7348.7186111111105,9256.343506084793,2,32,82.70090148612336,63.75412101758914,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,18,18,18,1,0.896551724137931,0.0034482758620689724,0.129750708347707,3.738774799800346,,0.7272727272727273,0.08676516736221093,58,58,1490.6541666666667,5573.220233550718,0,22,19.290405035995924,12.899622998186143,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,19,19,19,1,0.8620689655172413,0.037931034482758696,1.0899023897691422,0.6277576548097408,0.0,0.6363636363636364,0.6307814267255263,58,58,10871.073888888892,6824.399849752297,3,22,162.03887297481737,93.78005997555564,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,20,20,20,1,0.8793103448275862,0.020689655172413834,0.31404820881953827,1.9752174134726512,0.0,0.8157894736842105,0.1989389934398334,58,58,3426.3008333333355,6767.689069795857,1,38,46.69043603772344,29.576823200253035,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,21,21,21,1,0.8275862068965517,0.07241379310344831,0.7451234072474484,0.9700009766925376,0.0,0.6296296296296297,0.45519192138629017,58,58,7826.666111111107,7591.87377202416,2,27,110.77960583525895,67.6746712559272,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,22,22,22,1,0.8793103448275862,0.020689655172413834,0.48855809454661725,1.4488622607375348,0.0,0.7083333333333334,0.2836972963186849,58,58,4847.5325,7023.406896948676,3,24,72.63531465402744,42.17807997578539,0,0,0.0
DEVELOPMENT,H1,AGGREGATED_H1,23,23,23,1,0.8275862068965517,0.07241379310344831,0.4085193443589768,1.499038243682366,0.0,0.7142857142857143,0.3237869142236344,58,58,5557.709444444446,8331.219004496901,1,35,60.73572713457508,48.138316933046355,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,0,0,2,3,0.7586206896551724,0.14137931034482765,0.8180143411030506,1.2572799652699713,0.0,0.7142857142857143,0.7579539949820934,58,58,43014.26638888889,54080.975351535526,6,49,364.8495218117253,338.0614968823221,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,1,3,5,3,0.6724137931034483,0.22758620689655173,1.5892605108905717,0.8070493292029095,0.0,0.6122448979591837,1.339261977651447,58,58,77310.33666666668,62393.25534728445,10,49,708.8395744392425,597.3356059599942,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,2,6,8,3,0.7931034482758621,0.10689655172413792,1.3818813383433153,0.9497115019540687,0.1111111111111111,0.76,1.2488196090415409,58,58,71594.83361111111,67994.43696095998,9,50,616.3446288915259,556.9966372148397,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,3,9,11,3,0.7758620689655172,0.12413793103448278,0.7509737120950389,1.40566742262211,0.0,0.74,0.6973436409889395,58,58,38687.13861111112,54381.25042010488,2,50,334.9481616441915,311.0281582718737,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,4,12,14,3,0.7586206896551724,0.14137931034482765,0.700506136425426,1.2888878019709424,0.0,0.7142857142857143,0.63814366690974,58,58,34161.05500000001,44029.76709195848,4,49,312.4386897133861,284.62387518199876,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,5,15,17,3,0.7068965517241379,0.19310344827586212,0.572641858094488,1.205605339321416,0.0,0.6304347826086957,0.571189609497244,58,58,30227.48527777777,36442.4176451484,2,46,255.40885727433948,254.7611275468366,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,6,18,20,3,0.8275862068965517,0.07241379310344831,0.43724672285304533,1.2139139906557175,0.0,0.7727272727272727,0.30269478863549926,58,58,15788.028888888894,19165.30915309887,2,44,195.02012340218943,135.00747277809717,0,0,0.0
DEVELOPMENT,H3,AGGREGATED_H1,7,21,23,3,0.7413793103448276,0.1586206896551724,0.43812019901024846,1.2585901378806912,0.0,0.6428571428571429,0.35021336286148663,58,58,18231.908055555552,22946.499673469738,1,42,195.40970991951113,156.20163553586525,0,0,0.0
DEVELOPMENT,H6,AGGREGATED_H1,0,0,5,6,0.6551724137931034,0.2448275862068966,1.0491994082190106,0.9680001241727938,0.0,0.6078431372549019,1.0294766820960752,58,58,120324.60305555558,116474.23069881999,12,51,935.9246730507564,918.331271974014,0,0,0.0
DEVELOPMENT,H6,AGGREGATED_H1,1,6,11,6,0.7758620689655172,0.12413793103448278,0.9749147790957464,1.1096617598973777,0.14285714285714285,0.7450980392156863,0.9620260191328048,58,58,110281.97222222223,122375.68738106485,7,51,869.6600367192278,858.1627861872034,0,0,0.0
DEVELOPMENT,H6,AGGREGATED_H1,2,12,17,6,0.7413793103448276,0.1586206896551724,0.46953975088502076,1.2497904811934368,0.0,0.7,0.5982738975527728,58,58,64388.54027777778,80472.18473710687,4,50,418.84682205202404,533.6824416555509,0,0,0.0
DEVELOPMENT,H6,AGGREGATED_H1,3,18,23,6,0.7586206896551724,0.14137931034482765,0.38322128580055004,1.2378567572108798,0.0,0.7083333333333334,0.3234843672211635,58,58,34019.936944444446,42111.80882656861,1,48,341.8475590143509,288.56001848344613,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,0,0,0,1,0.8448275862068966,0.05517241379310345,0.4281775974719868,1.924118236146581,0.0,0.7857142857142857,0.43980366378360497,58,58,7936.8711111111115,15271.478442833864,3,42,63.658375262505615,65.38685544563852,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,1,0,1,2,0.8275862068965517,0.07241379310344831,0.560399767280552,1.5254567543953175,0.0,0.7916666666666666,0.5535523391089076,58,58,21318.027222222227,32519.72861652214,3,48,166.63243893744425,164.59638588512584,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,2,0,2,3,0.7586206896551724,0.14137931034482765,0.8180143411030506,1.2572799652699713,0.0,0.7142857142857143,0.7579539949820934,58,58,43014.26638888889,54080.975351535526,4,49,364.8495218117253,338.0614968823221,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,3,0,3,4,0.7586206896551724,0.14137931034482765,0.950399626861432,1.0691239192499227,0.0,0.7142857142857143,0.9143689381921262,58,58,69358.37361111112,74152.69622791154,4,49,565.1944095468339,543.7672717066553,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,4,0,4,5,0.7413793103448276,0.1586206896551724,0.9442034492980835,1.0621946605902208,0.0,0.7058823529411765,0.9308232893177721,58,58,89134.90388888892,94678.61898300028,2,51,701.8869956584081,691.9406643915703,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,5,0,5,6,0.6551724137931034,0.2448275862068966,1.0491994082190106,0.9680001241727938,0.0,0.6078431372549019,1.0294766820960752,58,58,120324.60305555558,116474.23069881999,4,51,935.9246730507564,918.331271974014,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,6,0,6,7,0.5862068965517241,0.31379310344827593,1.081420916518552,0.8847287388865239,0.0,0.5384615384615384,1.1436473287832034,58,58,155647.86000000002,137706.13488818638,6,52,1125.4453583941945,1190.2049961846612,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,7,0,7,8,0.6379310344827587,0.26206896551724135,0.9888096010076018,0.9330774588729068,0.0,0.5961538461538461,1.0958821174774767,58,58,171988.9202777778,160478.98468708384,8,52,1176.072975620423,1303.4231681383492,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,8,0,8,9,0.6379310344827587,0.26206896551724135,0.9202785719830244,0.9611776215254967,0.0,0.5961538461538461,1.0755667642668145,58,58,191919.43666666668,184468.66765977998,7,52,1231.3837791724698,1439.1679946228337,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,9,0,9,10,0.603448275862069,0.29655172413793107,0.8525902323867494,0.9707836506041576,0.0,0.5576923076923077,1.0723558355484857,58,58,211739.57583333337,205553.31840485922,8,52,1267.570028858725,1594.301770978325,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,10,0,10,11,0.6206896551724138,0.2793103448275862,0.8177482566830252,0.9909820445450318,0.0,0.5769230769230769,1.0434575144896683,58,58,225830.23305555558,223793.70607347557,9,52,1337.3464252144324,1706.4716010844431,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,11,0,11,12,0.6206896551724138,0.2793103448275862,0.7393164758342224,1.0357463476146653,0.0,0.5769230769230769,0.9769432634828815,58,58,230606.57527777783,238849.91807988487,6,52,1318.9952748843814,1742.939039617708,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,12,0,12,13,0.6724137931034483,0.22758620689655173,0.7130637755171287,1.0451005463442076,0.0,0.6346153846153846,0.9527948155837573,58,58,242556.08222222223,253495.49404955507,7,52,1378.171725442027,1841.5111243492727,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,13,0,13,14,0.6724137931034483,0.22758620689655173,0.646954388652419,1.0635546651405656,0.0,0.6346153846153846,0.9242307715932371,58,58,253224.92361111115,269318.5488364606,7,52,1346.5835599807872,1923.7120645369896,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,14,0,14,15,0.6551724137931034,0.2448275862068966,0.6219925715400876,1.0684073611077896,0.0,0.6153846153846154,0.9056212083311709,58,58,264767.63027777785,282879.6851718434,8,52,1387.1009400082023,2019.6190225506086,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,15,0,15,16,0.6206896551724138,0.2793103448275862,0.6198078469161296,1.0626031111885963,0.0,0.5769230769230769,0.908232501251241,58,58,281549.7330555556,299175.6222991521,10,52,1474.3773889184472,2160.471943664945,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,16,0,16,17,0.6379310344827587,0.26206896551724135,0.5747371631050624,1.0779407029068138,0.0,0.5961538461538461,0.8741521309367317,58,58,287646.3969444445,310065.7593109069,10,52,1452.6126116323537,2209.3654132678244,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,17,0,17,18,0.6379310344827587,0.26206896551724135,0.5542283353994952,1.0824657290193496,0.0,0.5961538461538461,0.8483684000936846,58,58,294995.11555555556,319322.10281699174,10,52,1483.176514037722,2270.3279603409765,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,18,0,18,19,0.6379310344827587,0.26206896551724135,0.5176653947492721,1.0958209675794464,0.0,0.5961538461538461,0.8080626281529704,58,58,296485.76972222223,324895.32305054244,10,52,1462.2928077614959,2282.6022008700293,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,19,0,19,20,0.603448275862069,0.29655172413793107,0.49306825685493366,1.0792657778592012,0.09090909090909091,0.5576923076923077,0.7989773295237644,58,58,307356.84361111117,331719.72290029476,11,52,1466.1170649851395,2375.724417594547,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,20,0,20,21,0.6206896551724138,0.2793103448275862,0.4736326803006692,1.0891434043991364,0.09090909090909091,0.5769230769230769,0.7699516042713056,58,58,310783.14444444445,338487.41197009064,11,52,1478.7425325864176,2403.888567288791,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,21,0,21,22,0.603448275862069,0.29655172413793107,0.45310378632973364,1.0862166646364757,0.0,0.5576923076923077,0.7553583920467177,58,58,318609.81055555557,346079.2857421147,11,52,1482.012890757096,2470.6279398427705,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,22,0,22,23,0.603448275862069,0.29655172413793107,0.4363753814041774,1.0916514966191881,0.0,0.5576923076923077,0.7345404356808614,58,58,323457.3430555556,353102.6926390634,11,52,1492.174749032641,2511.7427265018573,0,0,0.0
DEVELOPMENT,CUM,AGGREGATED_H1,23,0,23,24,0.6379310344827587,0.26206896551724135,0.41269545275882097,1.0985330576738894,0.0,0.5961538461538461,0.7165319688976197,58,58,329015.0525,361433.9116435604,11,52,1472.558423754684,2556.6920586022056,0,0,0.0
DEVELOPMENT,H1,DIRECT,0,0,0,1,0.8448275862068966,0.05517241379310345,0.4281775974719868,1.924118236146581,0.0,0.7857142857142857,0.43980366378360497,58,58,7936.8711111111115,15271.478442833864,2,42,63.658375262505615,65.38685544563852,0,0,0.0
DEVELOPMENT,H1,DIRECT,1,1,1,1,0.8448275862068966,0.05517241379310345,0.9936820942684966,1.2889955120818055,0.0,0.7954545454545454,0.7302506810383529,58,58,13381.156111111119,17248.250173688273,3,44,147.73352931598654,108.56843553633404,0,0,0.0
DEVELOPMENT,H1,DIRECT,2,2,2,1,0.8275862068965517,0.07241379310344831,1.6990285060529453,0.9937780722909492,0.0,0.7674418604651163,1.2199797846658398,58,58,21696.239166666663,21561.246735013392,9,43,252.59937665722646,181.3778474246538,0,0,0.0
DEVELOPMENT,H1,DIRECT,3,3,3,1,0.8275862068965517,0.07241379310344831,2.0738255891567787,0.7619055262364237,0.0,0.7777777777777778,1.4725517944458895,58,58,26344.10722222223,20071.72087637599,7,45,308.3215197688294,218.9284429586379,0,0,0.0
DEVELOPMENT,H1,DIRECT,4,4,4,1,0.7758620689655172,0.12413793103448278,1.4142748170681414,1.0378930210095076,0.0,0.723404255319149,1.093208499651533,58,58,19776.53027777778,20525.922755088777,6,47,210.26423979392206,162.5304016881244,0,0,0.0
DEVELOPMENT,H1,DIRECT,5,5,5,1,0.7586206896551724,0.14137931034482765,2.6660077317863506,0.698808013483929,0.0,0.6956521739130435,1.745408214061204,58,58,31189.699166666673,21795.611715819698,7,46,396.36291493251315,259.49477911262545,0,0,0.0
DEVELOPMENT,H1,DIRECT,6,6,6,1,0.7068965517241379,0.19310344827586212,2.933843576754792,0.6010743636341183,0.0,0.6530612244897959,1.9719111979173962,58,58,35323.256944444445,21231.904189366393,6,49,436.1828280443074,293.16961878085004,0,0,0.0
DEVELOPMENT,H1,DIRECT,7,7,7,1,0.8103448275862069,0.08965517241379317,1.2825429281334935,1.3935968298131938,0.0,0.78,0.9105314092153522,58,58,16341.060277777779,22772.84979889743,5,50,190.67928703284457,135.37128163255002,0,0,0.0
DEVELOPMENT,H1,DIRECT,8,8,8,1,0.7931034482758621,0.10689655172413792,1.3564158108716837,1.2036659013045055,0.0,0.75,1.072006375255103,58,58,19930.516388888886,23989.68297269616,3,48,201.66217758768823,159.37822184695798,0,0,0.0
DEVELOPMENT,H1,DIRECT,9,9,9,1,0.7413793103448276,0.1586206896551724,1.4853271919949407,1.0637993289441272,0.0,0.6875,1.1036191321863773,58,58,19820.13916666667,21084.650745079227,5,48,220.8277974697258,164.07817989169217,0,0,0.0
DEVELOPMENT,H1,DIRECT,10,10,10,1,0.7758620689655172,0.12413793103448278,1.0875191331167033,1.2945022635175323,0.0,0.6976744186046512,0.7946535773843376,58,58,14090.657222222224,18240.387668616328,2,43,161.68454746310547,118.14339641189262,0,0,0.0
DEVELOPMENT,H1,DIRECT,11,11,11,1,0.896551724137931,0.0034482758620689724,0.34492920116733505,3.1522473277478698,,0.8604651162790697,0.272136163917925,58,58,4776.342222222222,15056.212006409312,0,43,51.281600570761,40.45925370095854,0,0,0.0
DEVELOPMENT,H1,DIRECT,12,12,12,1,0.8448275862068966,0.05517241379310345,1.0679514282994567,1.2256217798575562,0.0,0.8,0.686678167784245,58,58,11949.506944444445,14645.575969670228,1,45,158.7753614065796,102.09038667007594,0,0,0.0
DEVELOPMENT,H1,DIRECT,13,13,13,1,0.7931034482758621,0.10689655172413792,0.8164579720410148,1.4831090096985184,0.0,0.7073170731707317,0.621496994010869,58,58,10668.841388888884,15823.05478690555,4,41,121.38511747722072,92.3997170866734,0,0,0.0
DEVELOPMENT,H1,DIRECT,14,14,14,1,0.7586206896551724,0.14137931034482765,0.8343641581996566,1.1748662360575195,0.0,0.631578947368421,0.6670698917443227,58,58,11542.70666666667,13561.1363353827,2,38,124.04728085227148,99.17516877504856,0,0,0.0
DEVELOPMENT,H1,DIRECT,15,15,15,1,0.7068965517241379,0.19310344827586212,1.3493131321336258,0.9710307071225389,0.0,0.5526315789473685,0.9688054725097646,58,58,16782.102777777778,16295.93712730868,7,38,200.60620223739934,144.0350515522489,0,0,0.0
DEVELOPMENT,H1,DIRECT,16,16,16,1,0.8275862068965517,0.07241379310344831,0.4408975526410338,1.7862452663008186,0.0,0.6774193548387096,0.34917485033856605,58,58,6096.663888888888,10890.137011754925,2,31,65.54948699804292,51.91281324926376,0,0,0.0
DEVELOPMENT,H1,DIRECT,17,17,17,1,0.8275862068965517,0.07241379310344831,0.5562610286717832,1.2595860579134706,0.0,0.6875,0.4288216005149602,58,58,7348.7186111111105,9256.343506084793,2,32,82.70090148612336,63.75412101758914,0,0,0.0
DEVELOPMENT,H1,DIRECT,18,18,18,1,0.896551724137931,0.0034482758620689724,0.129750708347707,3.738774799800346,,0.7272727272727273,0.08676516736221093,58,58,1490.6541666666667,5573.220233550718,0,22,19.290405035995924,12.899622998186143,0,0,0.0
DEVELOPMENT,H1,DIRECT,19,19,19,1,0.8620689655172413,0.037931034482758696,1.0899023897691422,0.6277576548097408,0.0,0.6363636363636364,0.6307814267255263,58,58,10871.073888888892,6824.399849752297,3,22,162.03887297481737,93.78005997555564,0,0,0.0
DEVELOPMENT,H1,DIRECT,20,20,20,1,0.8793103448275862,0.020689655172413834,0.31404820881953827,1.9752174134726512,0.0,0.8157894736842105,0.1989389934398334,58,58,3426.3008333333355,6767.689069795857,1,38,46.69043603772344,29.576823200253035,0,0,0.0
DEVELOPMENT,H1,DIRECT,21,21,21,1,0.8275862068965517,0.07241379310344831,0.7451234072474484,0.9700009766925376,0.0,0.6296296296296297,0.45519192138629017,58,58,7826.666111111107,7591.87377202416,2,27,110.77960583525895,67.6746712559272,0,0,0.0
DEVELOPMENT,H1,DIRECT,22,22,22,1,0.8793103448275862,0.020689655172413834,0.48855809454661725,1.4488622607375348,0.0,0.7083333333333334,0.2836972963186849,58,58,4847.5325,7023.406896948676,3,24,72.63531465402744,42.17807997578539,0,0,0.0
DEVELOPMENT,H1,DIRECT,23,23,23,1,0.8275862068965517,0.07241379310344831,0.4085193443589768,1.499038243682366,0.0,0.7142857142857143,0.3237869142236344,58,58,5557.709444444446,8331.219004496901,1,35,60.73572713457508,48.138316933046355,0,0,0.0
DEVELOPMENT,H3,DIRECT,0,0,2,3,0.8275862068965517,0.07241379310344831,0.7648717735862318,1.6199137245041222,0.0,0.7959183673469388,0.7384806956651614,58,58,43014.26638888889,69679.4004728375,6,49,341.14695405452267,329.37604531151135,0,0,0.0
DEVELOPMENT,H3,DIRECT,1,3,5,3,0.6379310344827587,0.26206896551724135,1.625321539436426,0.8089630801566191,0.1,0.5714285714285714,1.3008197393594567,58,58,77310.33666666668,62541.20807781188,10,49,724.9234599653231,580.1896568568376,0,0,0.0
DEVELOPMENT,H3,DIRECT,2,6,8,3,0.7413793103448276,0.1586206896551724,1.4171388282510151,0.9636795733970368,0.0,0.7,1.212172984833403,58,58,71594.83361111111,68994.47871178738,9,50,632.0701213269764,540.6515651952913,0,0,0.0
DEVELOPMENT,H3,DIRECT,3,9,11,3,0.8103448275862069,0.08965517241379317,0.7887651920911933,1.3027432060121082,0.0,0.78,0.6661893053764217,58,58,38687.13861111112,50399.406985673726,2,50,351.80386051441116,297.1327485223798,0,0,0.0
DEVELOPMENT,H3,DIRECT,4,12,14,3,0.7931034482758621,0.10689655172413792,0.6643124002824655,1.3516214900733532,0.0,0.7551020408163265,0.6115106191329391,58,58,34161.05500000001,46172.816061577796,4,49,296.2956141451359,272.7450434091332,0,0,0.0
DEVELOPMENT,H3,DIRECT,5,15,17,3,0.7758620689655172,0.12413793103448278,0.50275338561459,1.6124007817490633,0.0,0.717391304347826,0.5364270120852015,58,58,30227.48527777777,48738.820892197204,2,46,224.23730625964828,239.25636631537117,0,0,0.0
DEVELOPMENT,H3,DIRECT,6,18,20,3,0.8793103448275862,0.020689655172413834,0.40846475949908173,1.7861307449782935,0.0,0.8409090909090909,0.3029990820015826,58,58,15788.028888888894,28199.48380104993,2,44,182.18283554689825,135.14319324597582,0,0,0.0
DEVELOPMENT,H3,DIRECT,7,21,23,3,0.7758620689655172,0.12413793103448278,0.3759262764010431,1.6080419725377908,0.0,0.6904761904761905,0.3490482838664172,58,58,18231.908055555552,29317.673392783192,1,42,167.67007042496897,155.6819887609068,0,0,0.0
DEVELOPMENT,H6,DIRECT,0,0,5,6,0.6724137931034483,0.22758620689655173,1.1613305251436703,0.9423575240303819,0.0,0.6274509803921569,0.957707120800152,58,58,120324.60305555558,113388.79501537188,12,51,1035.9497761192683,854.3101691553379,0,0,0.0
DEVELOPMENT,H6,DIRECT,1,6,11,6,0.7586206896551724,0.14137931034482765,1.0273029192303678,0.9591493415018931,0.14285714285714285,0.7254901960784313,0.8835950429430949,58,58,110281.97222222223,105776.88103647453,7,51,916.3921951088922,788.1994549344631,0,0,0.0
DEVELOPMENT,H6,DIRECT,2,12,17,6,0.7068965517241379,0.19310344827586212,0.4900259050731303,1.2388502705133524,0.0,0.66,0.5183351708811201,58,58,64388.54027777778,79767.7605410849,4,50,437.1212291955816,462.3741412141127,0,0,0.0
DEVELOPMENT,H6,DIRECT,3,18,23,6,0.7758620689655172,0.12413793103448278,0.31220391918029206,1.7832245204687156,0.0,0.7291666666666666,0.3118847194545331,58,58,34019.936944444446,60665.185744132905,1,48,278.4974416636211,278.21270370377425,0,0,0.0
DEVELOPMENT,CUM,DIRECT,0,0,0,1,0.9827586206896551,0.08275862068965512,0.7409245164161187,8.763790740382754,0.6666666666666666,0.9761904761904762,0.44096063127786517,58,58,7936.8711111111115,69557.07755116696,3,42,110.1553448514868,65.55886507750849,0,0,0.0
DEVELOPMENT,CUM,DIRECT,1,0,1,2,0.9137931034482759,0.01379310344827589,0.610548258211329,3.3328902851303357,0.0,0.8958333333333334,0.5493656662844317,58,58,21318.027222222227,71050.64582708848,3,48,181.5438750955614,163.35149688889916,0,0,0.0
DEVELOPMENT,CUM,DIRECT,2,0,2,3,0.8793103448275862,0.020689655172413834,0.7059791342831084,2.5957489538932452,0.0,0.8571428571428571,0.7528345360221935,58,58,43014.26638888889,111654.23698144371,4,49,314.879747957621,335.7781235236894,0,0,0.0
DEVELOPMENT,CUM,DIRECT,3,0,3,4,0.8448275862068966,0.05517241379310345,0.815656669244796,1.8608579584345712,0.0,0.8163265306122449,0.8358838023378282,58,58,69358.37361111112,129066.08151831449,4,49,485.0639420905032,497.0928425890179,0,0,0.0
