count,total,mean,median,max,top1,top3,top1_share,top3_share,day,slot,hour_AEST,weekday,train,training_tail_exceedances,classification,job_count_percentile,max_severity_percentile,total_severity_percentile,R3_CMABF_Q90,R3_CMABF_miss
6,569.4311111111111,94.90518518518519,64.2311111111111,256.35555555555555,256.35555555555555,448.8355555555556,0.4501959070261157,0.7882174802141708,2024-04-27,28,14.0,5,True,5,SEVERITY_DRIVEN,66.56686626746507,98.77637130801688,97.59231536926147,5020.111661376952,False
4,662.7733333333333,165.69333333333333,132.61333333333334,368.9244444444444,368.9244444444444,634.151111111111,0.5566374292535071,0.9568144631313538,2024-04-29,12,6.0,0,True,4,SEVERITY_DRIVEN,62.08832335329341,99.09282700421942,97.94161676646706,5020.344418945311,False
68,795.0430555555553,11.691809640522875,0.05555555555555555,479.1822222222222,479.1822222222222,773.9377777777778,0.6027122919618262,0.9734539184635357,2024-04-29,15,7.5,0,True,4,SEVERITY_DRIVEN,83.70758483033931,99.38818565400844,98.25349301397206,5020.398282470702,False
90,598.6480555555556,6.651645061728394,0.05555555555555555,192.0311111111111,192.0311111111111,576.0711111111111,0.3207746343265125,0.9622867823006747,2024-04-29,21,10.5,0,True,3,SEVERITY_DRIVEN,85.47904191616766,97.44725738396625,97.75449101796407,5020.218198242186,False
97,597.4033333333334,6.158797250859107,0.016666666666666666,372.76444444444445,372.76444444444445,571.7211111111111,0.6239744970362475,0.9570102461951072,2024-04-29,23,11.5,0,True,4,SEVERITY_DRIVEN,85.99051896207585,99.13502109704642,97.74201596806387,5020.1240362548815,False
210,468.55611111111114,2.2312195767195764,0.057777777777777775,69.80888888888889,69.80888888888889,209.34666666666666,0.14898725517280628,0.4467910282297507,2024-04-29,41,20.5,0,True,7,UNRESOLVED,92.97654690618762,89.36708860759494,97.16816367265469,5019.387448730467,False
328,538.3666666666666,1.6413617886178862,0.01888888888888889,23.8,23.8,71.37333333333333,0.04420778899139373,0.13257383443749615,2024-05-02,27,13.5,3,True,27,COUNT_DRIVEN,97.30538922155688,77.25738396624473,97.52994011976048,5020.226468505858,False
87,495.4716666666667,5.69507662835249,0.2,44.736666666666665,44.736666666666665,106.86666666666666,0.09029106945234001,0.2156867362075867,2024-05-07,21,10.5,1,True,20,UNRESOLVED,85.27944111776448,84.15611814345992,97.29291417165669,5020.042828979491,False
185,512.5402777777776,2.770487987987988,0.07555555555555556,48.013333333333335,48.013333333333335,144.02666666666667,0.09367719068149119,0.2810055578287886,2024-05-07,36,18.0,1,True,31,UNRESOLVED,91.56686626746507,86.20253164556962,97.40518962075848,5019.280591430663,False
76,783.5355555555551,10.3096783625731,2.1422222222222222,48.07,48.07,144.17666666666668,0.061350119543607216,0.18400781642186,2024-05-07,38,19.0,1,True,34,UNRESOLVED,84.4061876247505,86.70886075949367,98.21606786427145,5019.232343139647,False
118,685.88,5.812542372881356,0.05,673.6,673.6,677.6822222222222,0.9820959934682452,0.988047795856742,2024-05-08,0,0.0,2,True,2,SEVERITY_DRIVEN,87.3627744510978,99.51476793248945,98.01646706586827,5019.708630981444,False
83,1124.72611111111,13.550917001338687,0.06,125.41333333333333,125.41333333333333,376.2288888888889,0.11150566532988042,0.33450711704133435,2024-05-08,22,11.0,2,True,17,UNRESOLVED,84.91766467065868,93.75527426160338,98.69011976047904,5020.043286743163,False
50,507.6358333333334,10.152716666666667,0.20555555555555555,71.92444444444445,71.92444444444445,191.89111111111112,0.1416851209501124,0.37800938883900254,2024-05-08,25,12.5,2,True,14,UNRESOLVED,81.58682634730539,89.49367088607595,97.38023952095809,5019.952725830077,False
73,791.4777777777773,10.842161339421613,0.08555555555555555,277.06,277.06,570.3088888888889,0.3500540479833787,0.7205620990271367,2024-05-09,14,7.0,3,True,5,SEVERITY_DRIVEN,84.11926147704591,98.83966244725738,98.24101796407186,5020.317243041991,False
153,1073.848888888889,7.018620188816268,0.06222222222222222,116.20666666666666,116.20666666666666,332.58444444444444,0.10821510164889742,0.30971251903847424,2024-05-09,35,17.5,3,True,18,UNRESOLVED,89.64570858283433,93.50210970464136,98.60279441117764,5019.571729125975,False
97,588.7172222222226,6.069249713631158,0.08555555555555555,242.87333333333333,242.87333333333333,538.6533333333333,0.41254667634244296,0.914961059403165,2024-05-09,36,18.0,3,True,5,SEVERITY_DRIVEN,85.99051896207585,98.67088607594937,97.67964071856288,5019.543973388671,False
7,787.1899999999999,112.4557142857143,18.96,384.03555555555556,384.03555555555556,740.0222222222222,0.48785624252792287,0.9400808219390774,2024-05-19,13,6.5,6,True,6,SEVERITY_DRIVEN,68.27594810379242,99.19831223628692,98.22854291417165,5020.647489013671,False
69,1087.5394444444441,15.761441223832527,11.515555555555556,80.28444444444445,80.28444444444445,220.39111111111112,0.07382209891748501,0.20265114266608983,2024-05-19,17,8.5,6,True,43,UNRESOLVED,83.76996007984032,90.40084388185655,98.62774451097805,5020.572110595702,False
14,669.6733333333333,47.83380952380952,40.336666666666666,96.16,96.16,288.48,0.14359239828374035,0.43077719485122107,2024-05-20,18,9.0,0,True,14,UNRESOLVED,74.92514970059881,92.70042194092827,97.96656686626747,5020.338498535155,False
12,928.04,77.33666666666666,54.486666666666665,192.12,192.12,541.84,0.20701693892504636,0.5838541442179217,2024-05-20,33,16.5,0,True,6,SEVERITY_DRIVEN,73.75249500998004,97.74261603375527,98.42814371257485,5019.435162963866,False
1,673.6,673.6,673.6,673.6,673.6,673.6,1.0,1.0,2024-05-21,0,0.0,1,True,1,SEVERITY_DRIVEN,49.650698602794414,99.51476793248945,97.97904191616766,5019.583096923827,False
20,891.3400000000001,44.567,59.013333333333335,114.86666666666666,114.86666666666666,315.76,0.12886964196228895,0.35425314694729276,2024-05-21,3,1.5,1,True,18,UNRESOLVED,76.82135728542914,93.43881856540085,98.37824351297405,5019.707944335936,False
60,1423.2516666666668,23.72086111111111,14.74,181.22,181.22,493.97333333333336,0.1273281488047909,0.3470737782378614,2024-05-21,18,9.0,1,True,58,SEVERITY_DRIVEN,82.78443113772455,95.65400843881856,98.95209580838323,5020.041104736327,False
102,2934.008888888889,28.76479302832244,48.02777777777778,48.028888888888886,48.028888888888886,144.08666666666664,0.016369714853548878,0.04910914456064663,2024-05-21,25,12.5,1,True,61,UNRESOLVED,86.35229540918164,86.45569620253164,99.61327345309381,5019.787564697264,False
23,660.8444444444445,28.732367149758453,36.73,37.876666666666665,37.876666666666665,113.00999999999999,0.05731555585446229,0.17100847400632183,2024-05-21,26,13.0,1,True,18,UNRESOLVED,77.56986027944112,82.19409282700423,97.92914171656686,5019.989697875975,False
41,1457.803888888889,35.556192411924116,18.133333333333333,144.00833333333333,144.00833333333333,330.4327777777778,0.09878443488245445,0.22666476629420126,2024-05-22,5,2.5,2,True,34,UNRESOLVED,80.78842315369262,94.83122362869199,99.00199600798403,5019.765653076171,False
13,808.1011111111111,62.16162393162393,67.45583333333333,144.0175,144.0175,432.0283333333333,0.17821717854338912,0.534621630131543,2024-05-22,6,3.0,2,True,9,UNRESOLVED,74.27644710578842,94.87341772151899,98.26596806387225,5019.783414306639,False
34,3303.902222222222,97.17359477124182,90.8161111111111,176.67888888888888,176.67888888888888,530.0355555555556,0.053475822529049824,0.16042713128448785,2024-05-22,8,4.0,2,True,31,SEVERITY_DRIVEN,79.80289421157684,95.52742616033755,99.7005988023952,5019.893277587889,False
17,1626.1761111111111,95.6574183006536,96.01777777777778,192.0311111111111,192.0311111111111,576.0866666666666,0.11808752434562744,0.35425847343990685,2024-05-23,3,1.5,3,True,13,SEVERITY_DRIVEN,76.04790419161677,97.44725738396625,99.21407185628742,5019.930356445311,False
13,995.1566666666665,76.55051282051282,96.0111111111111,122.55333333333333,122.55333333333333,314.61555555555555,0.12314978881047206,0.31614675969501177,2024-05-23,4,2.0,3,True,11,UNRESOLVED,74.27644710578842,93.67088607594937,98.49051896207585,5019.970532836913,False
13,2310.956666666667,177.76589743589741,192.01777777777778,215.5377777777778,215.5377777777778,606.1600000000001,0.09326777125971399,0.2622982978189408,2024-05-23,16,8.0,3,True,12,SEVERITY_DRIVEN,74.27644710578842,98.37552742616033,99.46357285429141,5020.553464355467,False
5,526.76,105.352,87.72,163.64444444444445,163.64444444444445,380.68444444444447,0.31066224550923466,0.7226904936677889,2024-05-23,34,17.0,3,True,5,SEVERITY_DRIVEN,64.35878243512974,95.33755274261604,97.48003992015968,5019.388913574217,False
38,1569.5900000000001,41.305,29.654444444444444,151.54777777777778,151.54777777777778,453.0133333333333,0.09655246132925016,0.28861889622980097,2024-05-24,2,1.0,4,True,22,SEVERITY_DRIVEN,80.37674650698602,95.0632911392405,99.15169660678643,5020.209866943358,False
12,543.2938888888889,45.27449074074074,26.69388888888889,96.02111111111111,96.02111111111111,288.03222222222223,0.17673880210117504,0.5301591424326306,2024-05-24,16,8.0,4,True,8,UNRESOLVED,73.75249500998004,92.17299578059071,97.54241516966069,5020.770642700194,False
21,2924.694444444445,139.27116402116403,132.0377777777778,192.0311111111111,192.0311111111111,576.0933333333332,0.06565852083313545,0.19697556249940634,2024-05-24,25,12.5,4,True,19,SEVERITY_DRIVEN,77.09580838323353,97.44725738396625,99.60079840319361,5020.435727539061,False
79,643.7255555555558,8.148424753867792,0.05555555555555555,48.02111111111111,48.02111111111111,144.06333333333333,0.07459873341468842,0.22379620024406527,2024-05-25,17,8.5,5,True,19,UNRESOLVED,84.63073852295409,86.37130801687763,97.89171656686626,5020.760465087889,False
18,674.0,37.44444444444444,37.60722222222222,48.18,48.18,144.54,0.07148367952522255,0.21445103857566764,2024-05-25,27,13.5,5,True,18,UNRESOLVED,76.33483033932136,86.83544303797468,97.99151696606786,5020.428525390624,False
15,1035.4655555555555,69.03103703703704,54.986666666666665,216.28444444444443,216.28444444444443,420.52444444444444,0.2088765225303916,0.40612113284523654,2024-05-26,14,7.0,6,True,14,SEVERITY_DRIVEN,75.39920159680639,98.45991561181435,98.51546906187625,5020.673810424803,False
105,1586.8844444444444,15.113185185185184,2.312222222222222,179.00444444444443,179.00444444444443,497.1822222222222,0.11280244448240997,0.313307137115634,2024-05-26,28,14.0,6,True,14,SEVERITY_DRIVEN,86.51447105788424,95.61181434599156,99.18912175648703,5020.084271850585,False
10,1040.888888888889,104.08888888888889,98.45777777777778,143.33333333333334,143.33333333333334,403.4666666666667,0.13770281810418447,0.38761742100768576,2024-05-26,41,20.5,6,True,10,UNRESOLVED,71.9560878243513,94.76793248945148,98.52794411177645,5019.701505126952,False
24,760.5933333333334,31.69138888888889,29.119999999999997,113.8,113.8,237.82666666666665,0.14962003348263198,0.31268571027881736,2024-05-26,42,21.0,6,True,24,UNRESOLVED,77.91916167664671,93.37552742616033,98.16616766467065,5019.720151367186,False
12,1467.422222222222,122.28518518518518,5.756666666666667,288.08666666666664,288.08666666666664,864.2266666666667,0.19632159190719933,0.5889420601508315,2024-05-27,11,5.5,0,True,10,SEVERITY_DRIVEN,73.75249500998004,98.90295358649789,99.02694610778443,5020.350736083983,False
42,746.9566666666668,17.784682539682542,8.731666666666667,75.80666666666667,75.80666666666667,227.07666666666665,0.10148736874517485,0.30400246332897485,2024-05-27,12,6.0,0,True,36,UNRESOLVED,80.91317365269461,89.9367088607595,98.12874251497006,5020.583798828124,False
3,501.8311111111111,167.27703703703705,123.41333333333333,256.14222222222224,256.14222222222224,501.8311111111111,0.5104151905909027,1.0,2024-05-27,22,11.0,0,True,3,SEVERITY_DRIVEN,58.919660678642714,98.75527426160338,97.33033932135729,5020.22985595703,False
60,866.8222222222223,14.447037037037036,14.479444444444445,18.558888888888887,18.558888888888887,52.66777777777777,0.021410259696977463,0.06075960724998076,2024-05-27,24,12.0,0,True,60,UNRESOLVED,82.78443113772455,74.78902953586498,98.35329341317366,5019.981870117186,False
31,442.27444444444444,14.266917562724014,14.157777777777778,33.39555555555555,33.39555555555555,64.05888888888889,0.07550867108658023,0.14483967973631254,2024-05-28,28,14.0,1,True,30,UNRESOLVED,79.27894211576846,81.13924050632912,97.0558882235529,5019.685620727538,False
38,602.0444444444446,15.843274853801171,15.978333333333333,17.466666666666665,17.466666666666665,51.51888888888889,0.029012254540085623,0.08557323195039124,2024-05-28,33,16.5,1,True,38,UNRESOLVED,80.37674650698602,74.34599156118144,97.77944111776448,5019.364682617186,False
29,2880.376666666668,99.32333333333332,91.52888888888889,148.28555555555556,148.28555555555556,442.33444444444444,0.05148130703584676,0.153568264027197,2024-05-29,4,2.0,2,True,29,SEVERITY_DRIVEN,78.96706586826348,95.042194092827,99.58832335329342,5020.266980590819,False
14,492.74472222222226,35.19605158730159,5.126666666666667,146.4711111111111,146.4711111111111,315.4577777777778,0.2972555656213691,0.6402052899828117,2024-05-29,8,4.0,2,True,10,UNRESOLVED,74.92514970059881,95.0,97.28043912175649,5019.354169311522,False
60,905.7899999999996,15.096499999999999,15.36888888888889,18.015555555555554,18.015555555555554,53.42666666666666,0.019889329265674785,0.05898350243065908,2024-05-29,32,16.0,2,True,60,UNRESOLVED,82.78443113772455,74.55696202531645,98.40319361277444,5019.49303955078,False
93,474.94000000000034,5.106881720430107,0.058888888888888886,157.2211111111111,157.2211111111111,349.2811111111111,0.33103362763951444,0.7354215503244849,2024-06-01,11,5.5,5,True,6,SEVERITY_DRIVEN,85.70359281437126,95.21097046413502,97.18063872255489,5020.761395874022,False
124,2312.8972222222224,18.65239695340502,0.07888888888888888,192.02444444444444,192.02444444444444,576.0733333333333,0.08302333653198309,0.24907000959594924,2024-06-05,9,4.5,2,True,12,SEVERITY_DRIVEN,87.87425149700599,97.0464135021097,99.47604790419162,5020.205045166014,False
32,2490.7,77.834375,0.33333333333333337,192.01777777777778,192.01777777777778,576.0533333333333,0.07709390042067603,0.23128170126202807,2024-06-05,10,5.0,2,True,15,SEVERITY_DRIVEN,79.52844311377245,96.60337552742617,99.50099800399201,5020.293805541991,False
44,1115.5611111111111,25.353661616161617,7.747777777777777,73.85777777777778,73.85777777777778,221.57333333333335,0.06620684159939443,0.1986205247981833,2024-06-05,25,12.5,2,True,40,UNRESOLVED,81.0878243512974,89.78902953586498,98.66516966067864,5020.132245483397,False
51,3122.903333333334,61.233398692810454,8.36,192.03444444444443,192.03444444444443,576.0922222222222,0.06149227944224265,0.18447328038403005,2024-06-06,14,7.0,3,True,48,SEVERITY_DRIVEN,81.76147704590818,97.65822784810126,99.6506986027944,5020.938550415038,False
80,2614.006111111111,32.67507638888889,4.291666666666666,192.0311111111111,192.0311111111111,576.0933333333332,0.07346238032683339,0.22038714098050013,2024-06-06,17,8.5,3,True,63,SEVERITY_DRIVEN,84.71806387225548,97.44725738396625,99.57584830339322,5020.3503546142565,False
38,6090.893333333334,160.28666666666666,192.02777777777777,192.0311111111111,192.0311111111111,576.0933333333332,0.03152757741794489,0.09458273225383465,2024-06-06,22,11.0,3,True,38,SEVERITY_DRIVEN,80.37674650698602,97.44725738396625,99.87524950099801,5020.222379150389,True
38,1940.3522222222232,51.06190058479532,54.95666666666666,96.02222222222223,96.02222222222223,288.0388888888889,0.04948700608194272,0.14844670240282828,2024-06-06,26,13.0,3,True,37,UNRESOLVED,80.37674650698602,92.21518987341773,99.33882235528942,5020.034757080077,False
7,5050.2636111111115,721.4662301587302,4.442222222222222,1682.0775,1682.0775,5045.7125,0.33306726728071234,0.9990988369198989,2024-06-07,1,0.5,4,True,4,SEVERITY_DRIVEN,68.27594810379242,99.78902953586498,99.8378243512974,5019.765210571288,True
4,3363.3566666666666,840.8391666666666,840.869861111111,1681.5852777777777,1681.5852777777777,3363.325,0.4999723325341978,0.9999905848026822,2024-06-07,2,1.0,4,True,2,SEVERITY_DRIVEN,62.08832335329341,99.76793248945148,99.72554890219561,5019.275815429686,False
40,2547.0088888888886,63.675222222222224,30.638333333333332,192.03222222222223,192.03222222222223,576.0922222222223,0.075395191222122,0.22618382870015727,2024-06-07,6,3.0,4,True,35,SEVERITY_DRIVEN,80.62624750499002,97.55274261603375,99.53842315369262,5020.4177374267565,False
46,933.0811111111109,20.28437198067633,19.528333333333336,34.04333333333334,34.04333333333334,99.65777777777778,0.03648485959896307,0.10680505327034809,2024-06-07,29,14.5,4,True,46,UNRESOLVED,81.2375249500998,81.41350210970464,98.44061876247505,5020.303189697264,False
22,1129.5500000000002,51.34318181818182,12.296666666666667,166.74,166.74,499.1977777777778,0.14761630737904474,0.4419439403105464,2024-06-08,1,0.5,5,True,17,SEVERITY_DRIVEN,77.34530938123753,95.37974683544304,98.70259481037924,5020.3796514892565,False
48,1347.7300000000002,28.077708333333334,4.626111111111111,184.09,184.09,551.8733333333333,0.13659264095924256,0.4094836008201444,2024-06-08,7,3.5,5,True,30,SEVERITY_DRIVEN,81.4121756487026,95.69620253164557,98.86477045908184,5020.77055114746,False
49,1032.0108333333333,21.06144557823129,3.1066666666666665,134.94333333333333,134.94333333333333,402.68,0.13075767130997495,0.39018970246597867,2024-06-08,16,8.0,5,True,28,UNRESOLVED,81.48702594810379,94.47257383966245,98.50299401197604,5020.696347656249,False
93,1056.411111111111,11.35925925925926,0.2822222222222222,192.0088888888889,192.0088888888889,464.3077777777778,0.1817558400033657,0.43951428841886053,2024-06-08,26,13.0,5,True,25,SEVERITY_DRIVEN,85.70359281437126,96.26582278481013,98.56536926147704,5020.293683471678,False
65,1447.5199999999998,22.26953846153846,2.263333333333333,192.02666666666667,192.02666666666667,497.5344444444445,0.13265907667366716,0.3437150743647373,2024-06-08,27,13.5,5,True,32,SEVERITY_DRIVEN,83.44560878243513,97.13080168776371,98.98952095808383,5020.472821655272,False
12,1920.3866666666665,160.03222222222223,192.02555555555557,192.03444444444443,192.03444444444443,576.0977777777778,0.09999780136870584,0.29999051117020414,2024-06-08,29,14.5,5,True,10,SEVERITY_DRIVEN,73.75249500998004,97.65822784810126,99.31387225548902,5020.143659057616,False
40,1853.8077777777778,46.345194444444445,6.927222222222222,192.03444444444443,192.03444444444443,576.0699999999999,0.10358918909847419,0.3107495862869637,2024-06-09,19,9.5,6,True,39,SEVERITY_DRIVEN,80.62624750499002,97.65822784810126,99.28892215568862,5020.67907470703,False
40,629.3677777777777,15.734194444444444,4.201666666666666,79.67333333333333,79.67333333333333,237.69,0.12659264764816897,0.37766471114751843,2024-06-09,22,11.0,6,True,40,UNRESOLVED,80.62624750499002,90.25316455696202,97.81686626746507,5020.532285156249,False
110,2271.3669444444445,20.648790404040405,3.8294444444444444,145.19222222222223,145.19222222222223,416.69,0.06392283843759772,0.18345340501638696,2024-06-11,14,7.0,1,True,65,UNRESOLVED,86.83882235528942,94.9789029535865,99.45109780439122,5020.218656005858,False
117,4061.065555555555,34.709962013295346,35.03666666666667,68.97666666666667,68.97666666666667,154.99,0.01698486905051466,0.038164860399254825,2024-06-11,22,11.0,1,True,117,UNRESOLVED,87.2879241516966,89.32489451476793,99.7879241516966,5019.936582031249,False
106,1973.404166666666,18.617020440251572,0.55125,48.946666666666665,48.946666666666665,141.49666666666667,0.024803163737788136,0.07170181813575106,2024-06-12,16,8.0,2,True,51,UNRESOLVED,86.57684630738522,87.0253164556962,99.35129740518963,5020.155164184569,False
33,1065.7961111111113,32.29685185185185,33.922222222222224,79.20333333333333,79.20333333333333,162.66,0.07431377587854253,0.15261830879681487,2024-06-12,18,9.0,2,True,31,UNRESOLVED,79.67814371257485,90.18987341772151,98.57784431137725,5020.109464111327,False
7,781.2608333333334,111.60869047619049,147.63444444444445,147.64666666666668,147.64666666666668,442.9277777777778,0.18898511273977,0.5669396939917989,2024-06-12,22,11.0,2,True,6,SEVERITY_DRIVEN,68.27594810379242,95.0210970464135,98.20359281437126,5019.968900146483,False
57,1380.2933333333335,24.215672514619882,30.63222222222222,184.97,184.97,282.50444444444446,0.13400774714553426,0.20466986083473399,2024-06-12,28,14.0,2,True,37,SEVERITY_DRIVEN,82.44760479041916,95.71729957805907,98.90219560878243,5019.707410278319,False
19,1083.055277777778,57.00290935672515,42.99333333333333,192.01,192.01,468.45444444444445,0.17728550327917494,0.43253050334201154,2024-06-13,12,6.0,3,True,18,SEVERITY_DRIVEN,76.63423153692615,96.30801687763713,98.61526946107784,5020.401578369139,False
223,536.6866666666668,2.4066666666666667,0.017777777777777778,72.95,72.95,97.83222222222223,0.13592661143062987,0.18228927286353713,2024-06-13,14,7.0,3,True,67,UNRESOLVED,93.7375249500998,89.70464135021098,97.51746506986028,5019.659909667967,False
393,1829.3899999999994,4.654936386768448,4.088888888888889,64.8,64.8,193.66,0.03542164328000045,0.1058604234198285,2024-06-13,15,7.5,3,True,316,COUNT_DRIVEN,97.95409181636727,88.92405063291139,99.26397205588822,5021.044858398436,False
189,601.9830555555552,3.1850955320399765,2.942222222222222,14.502222222222223,14.502222222222223,35.544444444444444,0.02409074821688873,0.05904558959992879,2024-06-13,16,8.0,3,True,132,UNRESOLVED,91.85379241516966,70.50632911392405,97.76696606786427,5021.835065307616,False
11,501.03000000000003,45.54818181818182,41.96888888888889,96.08888888888889,96.08888888888889,185.85777777777778,0.1917827054046442,0.3709513956804538,2024-06-14,17,8.5,4,True,11,UNRESOLVED,72.80439121756487,92.48945147679325,97.31786427145708,5020.508222045897,False
169,2584.031388888889,15.290126561472716,4.6305555555555555,79.87666666666667,79.87666666666667,176.20666666666665,0.03091164720758788,0.06819060612976299,2024-06-14,18,9.0,4,True,121,UNRESOLVED,90.6312375249501,90.33755274261604,99.56337325349301,5020.635037841796,False
58,1742.774444444444,30.047835249042148,34.375,47.23555555555556,47.23555555555556,139.44333333333333,0.027103654007626415,0.08001226652011449,2024-06-14,31,15.5,4,True,49,UNRESOLVED,82.54740518962076,84.62025316455696,99.25149700598803,5019.969632568358,False
127,4688.548888888888,36.917707786526684,36.986666666666665,78.01777777777778,78.01777777777778,175.3022222222222,0.01664006916141313,0.03738944103529783,2024-06-15,31,15.5,5,True,126,UNRESOLVED,88.08632734530939,90.12658227848101,99.82534930139721,5020.100125732421,False
8,1154.6355555555556,144.32944444444445,192.00444444444443,192.03222222222223,192.03222222222223,576.0422222222222,0.16631414241338296,0.49889527431455044,2024-06-16,30,15.0,6,True,6,SEVERITY_DRIVEN,69.61077844311377,97.55274261603375,98.72754491017965,5019.915997924803,False
132,3932.9611111111103,29.795159932659935,34.69888888888889,75.79555555555555,75.79555555555555,171.90666666666667,0.0192718802485546,0.04370922107035553,2024-06-16,34,17.0,6,True,108,UNRESOLVED,88.46057884231537,89.915611814346,99.76297405189621,5019.958325805663,False
26,1041.0277777777778,40.039529914529915,40.36055555555555,47.16111111111111,47.16111111111111,139.9111111111111,0.04530245217066467,0.1343970968860901,2024-06-18,10,5.0,1,True,26,UNRESOLVED,78.36826347305389,84.59915611814345,98.54041916167665,5019.96342224121,False
90,3330.8444444444435,37.00938271604938,37.205555555555556,84.0,84.0,179.9322222222222,0.025218830059777975,0.05402000160119557,2024-06-18,32,16.0,1,True,89,UNRESOLVED,85.47904191616766,90.69620253164557,99.71307385229541,5019.418179931639,False
50,1433.2422222222222,28.664844444444444,34.075,47.49888888888889,47.49888888888889,140.1211111111111,0.033140866318634214,0.09776512925627831,2024-06-19,4,2.0,2,True,45,UNRESOLVED,81.58682634730539,84.70464135021098,98.97704590818363,5021.329770507811,False
30,635.7066666666666,21.190222222222225,16.32611111111111,90.69111111111111,90.69111111111111,180.38888888888889,0.14266188458688145,0.2837612036299062,2024-06-19,16,8.0,2,True,15,UNRESOLVED,79.14171656686626,91.28691983122363,97.85429141716567,5019.860516967772,False
4,443.66555555555556,110.91638888888889,83.92111111111112,192.0222222222222,192.0222222222222,359.8644444444444,0.4328084968908011,0.8111164816340636,2024-06-19,20,10.0,2,True,4,SEVERITY_DRIVEN,62.08832335329341,96.94092827004219,97.0933133732535,5020.381650390624,False
126,1472.0544444444467,11.682971781305115,17.425555555555555,26.886666666666667,26.886666666666667,64.80666666666667,0.018264722998620947,0.04402463978913817,2024-06-19,32,16.0,2,True,86,UNRESOLVED,87.96157684630738,78.96624472573839,99.03942115768463,5020.182080688475,False
41,684.2561111111108,16.689173441734415,17.395555555555557,19.354444444444443,19.354444444444443,56.992222222222225,0.02828538047401031,0.08329077562738452,2024-06-20,0,0.0,3,True,40,UNRESOLVED,80.78842315369262,75.25316455696202,98.00399201596807,5019.698712768553,False
82,1424.9333333333327,17.377235772357725,18.36277777777778,26.23111111111111,26.23111111111111,65.67,0.018408658494744403,0.046086366613642765,2024-06-20,17,8.5,3,True,80,UNRESOLVED,84.88023952095809,78.69198312236287,98.96457085828344,5018.824246826171,False
51,863.5163888888889,16.931693899782136,18.86111111111111,20.98111111111111,20.98111111111111,62.03666666666667,0.02429729346319426,0.0718419099682532,2024-06-20,30,15.0,3,True,47,UNRESOLVED,81.76147704590818,76.24472573839662,98.34081836327346,5019.823239746092,False
8,632.3111111111111,79.03888888888889,97.20277777777778,97.83555555555556,97.83555555555556,293.38,0.15472692767273494,0.4639804596893231,2024-06-21,3,1.5,4,True,8,UNRESOLVED,69.61077844311377,92.9324894514768,97.82934131736526,5020.408490600585,False
