job_uid,GPU,D1_state,B0_site,B1_site,B0_downstream,B1_downstream,B0_REFERENCE,TEMPORAL_ONLY,SPATIAL_ONLY_PENDING,JOINT_WITHOUT_RUNNING_MIGRATION,JOINT_B1,temporal,spatial,interaction,migration,total,B0_REFERENCE_start,B0_REFERENCE_finish,TEMPORAL_ONLY_start,TEMPORAL_ONLY_finish,SPATIAL_ONLY_PENDING_start,SPATIAL_ONLY_PENDING_finish,JOINT_WITHOUT_RUNNING_MIGRATION_start,JOINT_WITHOUT_RUNNING_MIGRATION_finish,JOINT_B1_start,JOINT_B1_finish
8632548,1,PENDING,AIDC02,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,2.9555555555555557,0.0,2.9555555555555557,0.0,2.9555555555555557,0.0,2.9555555555555557,0.0,2.9555555555555557
8632549,1,PENDING,AIDC02,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,34.01222222222222,0.0,34.01222222222222,0.0,34.01222222222222,0.0,34.01222222222222,0.0,34.01222222222222
8632550,1,PENDING,AIDC02,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666
8632551,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666,0.0,48.016666666666666
8632552,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,24.774444444444445,0.0,24.774444444444445,0.0,24.774444444444445,0.0,24.774444444444445,0.0,24.774444444444445
8632553,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,41.59222222222222,0.0,41.59222222222222,0.0,41.59222222222222,0.0,41.59222222222222,0.0,41.59222222222222
8632554,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778
8632555,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778,0.0,48.02777777777778
8632556,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,20.624444444444446,0.0,20.624444444444446,0.0,20.624444444444446,0.0,20.624444444444446,0.0,20.624444444444446
8632557,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444
8632558,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444,0.0,48.01444444444444
8632559,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,8.71,0.0,8.71,0.0,8.71,0.0,8.71,0.0,8.71
8632560,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,15.406666666666666,0.0,15.406666666666666,0.0,15.406666666666666,0.0,15.406666666666666,0.0,15.406666666666666
8632561,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,28.662222222222223,0.0,28.662222222222223,0.0,28.662222222222223,0.0,28.662222222222223,0.0,28.662222222222223
8632562,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,38.224444444444444,0.0,38.224444444444444,0.0,38.224444444444444,0.0,38.224444444444444,0.0,38.224444444444444
8632563,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,31.876666666666665,0.0,31.876666666666665,0.0,31.876666666666665,0.0,31.876666666666665,0.0,31.876666666666665
8632564,1,PENDING,AIDC03,AIDC01,False,False,0,0,0,0,0,0,0,0,0,0,0.0,35.64555555555555,0.0,35.64555555555555,0.0,35.64555555555555,0.0,35.64555555555555,0.0,35.64555555555555
8632565,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,29.74222222222222,0.0,29.74222222222222,0.0,29.74222222222222,0.0,29.74222222222222,0.0,29.74222222222222
8632566,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,22.377777777777776,0.0,22.377777777777776,0.0,22.377777777777776,0.0,22.377777777777776,0.0,22.377777777777776
8632567,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,48.01,0.0,48.01,0.0,48.01,0.0,48.01,0.0,48.01
8632568,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,48.01111111111111,0.0,48.01111111111111,0.0,48.01111111111111,0.0,48.01111111111111,0.0,48.01111111111111
8632569,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,7.373333333333333,0.0,7.373333333333333,0.0,7.373333333333333,0.0,7.373333333333333,0.0,7.373333333333333
8632570,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,27.59777777777778,0.0,27.59777777777778,0.0,27.59777777777778,0.0,27.59777777777778,0.0,27.59777777777778
8632571,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,27.644444444444446,0.0,27.644444444444446,0.0,27.644444444444446,0.0,27.644444444444446,0.0,27.644444444444446
8632572,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,36.12222222222222,0.0,36.12222222222222,0.0,36.12222222222222,0.0,36.12222222222222,0.0,36.12222222222222
8632573,1,PENDING,AIDC05,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,21.296666666666667,0.0,21.296666666666667,0.0,21.296666666666667,0.0,21.296666666666667,0.0,21.296666666666667
8632574,1,PENDING,AIDC11,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,32.943333333333335,0.0,32.943333333333335,0.0,32.943333333333335,0.0,32.943333333333335,0.0,32.943333333333335
8632575,1,PENDING,AIDC11,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111
8632576,1,PENDING,AIDC11,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111,0.0,48.00111111111111
8632577,1,PENDING,AIDC11,AIDC01,True,False,0,0,0,0,0,0,0,0,0,0,0.0,14.598888888888888,0.0,14.598888888888888,0.0,14.598888888888888,0.0,14.598888888888888,0.0,14.598888888888888
