slot,feeder_gross_load_kW,feeder_net_load_before_losses_kW,total_AIDC_PCC_kW,fixed_noncontrollable_AIDC_PCC_kW,flexible_AIDC_PCC_kW,B1_controllable_load_kW,PENDING_controllable_PCC_kW,controllable_GPU,pending_controllable_GPU,AIDC_PENETRATION,FLEXIBLE_AIDC_SHARE,CONTROLLABLE_FEEDER_PENETRATION
17,1869.3805198019581,1869.3805198019581,316.4871197494852,258.9761092517531,57.5110104977321,57.5110104977321,41.62701713142092,105,76,0.16930053373136347,0.1817167489888841,0.030764742591746278
18,1881.9535805074622,1881.9535805074622,315.93939584127435,258.97610925461873,56.96328658665563,56.96328658665563,41.07929322027848,104,75,0.16787842118618165,0.18029814368346,0.030268167704378592
19,1910.820375159228,1910.820375159228,317.0348436873289,258.97610925752423,58.05873442980467,58.05873442980467,42.17474106336064,106,77,0.16591556580032304,0.18313045264849273,0.03038419266644394
20,1950.3753598212593,1950.3753598212593,313.200776315386,258.9761092604701,54.224667054915884,54.224667054915884,38.34067368840404,99,70,0.16058487138808453,0.17313069173338475,0.027802169865335697
21,1978.3072474122134,1978.3072474122134,306.6280893462256,258.97610923023785,47.651980115987726,47.651980115987726,31.767986750171843,87,58,0.154995180727018,0.15540644113064944,0.0240872494291877
22,2031.5969328720992,2031.5969328720992,303.3417458593614,258.9761092042614,44.365636655100026,44.365636655100026,28.48164328988213,81,52,0.14931197273984984,0.14625628440758465,0.021837814350497003
23,2089.228763696551,2089.228763696551,302.24629801760625,258.9761091841302,43.27018883347602,43.27018883347602,27.38619546874037,79,50,0.1446688382189562,0.14316201428199288,0.020711082283261524
24,2179.2950222997847,2179.2950222997847,300.6031262729029,258.4283852608811,42.1747410120218,42.1747410120218,26.290747647624023,77,48,0.13793594864254768,0.1403004071678663,0.01935246975763533
25,2257.3213808079304,2257.3213808079304,289.64864809437233,258.4283852646843,31.22026282968796,31.22026282968796,15.336269465175604,57,28,0.1283152016177256,0.1077866685554696,0.013830668107398046
26,2376.023756411275,2376.0153154059017,309.3667088475747,257.8806613573211,51.48604749025364,51.48604749025364,35.602054125622075,94,65,0.13020354195230752,0.16642400755415757,0.021668995249448895
27,2432.5924306634383,2432.583989658065,309.366708852884,257.88066136130436,51.48604749157968,51.48604749157968,35.60205412682416,94,65,0.12717572617313078,0.16642400755558776,0.021165094013524472
28,2517.1828965229133,2512.0406360496363,298.95995457030966,257.88066136884345,41.079293201466285,41.079293201466285,25.19529983652979,75,46,0.11876767277549644,0.13740734360395823,0.016319550422105113
29,2552.9933327423682,2547.851072269091,297.86450671374314,257.88066133674687,39.98384537699633,39.98384537699633,24.09985201295366,73,44,0.11667265358416888,0.13423501114022296,0.015661554953630284
30,2597.794375683999,2562.9578270628367,297.31678277974595,257.8806613140999,39.43612146564601,39.43612146564601,23.55212810223238,72,43,0.11444969839133726,0.13264007869633287,0.015180617001398536
31,2561.2197094926837,2526.3831608715213,306.62808923695496,257.880661296194,48.74742794076095,48.74742794076095,32.86343457781706,89,60,0.11971955709246461,0.15897900307199217,0.01903289583478047
32,2560.074918733111,2479.560324051231,314.2962239430184,257.8806612820264,56.41556266099208,56.41556266099208,40.531569298398786,103,74,0.12276836964542907,0.179498060629644,0.02203668425801777
33,2471.753333831526,2391.238739149646,311.5576043763511,257.88066127038667,53.67694310596437,53.67694310596437,37.79294974364637,98,69,0.12604720710274028,0.1722857742901516,0.021716140672806705
34,2430.0413647516616,2293.3064277445783,313.74849999976317,257.8806612612589,55.86783873850428,55.86783873850428,39.983845376387904,102,73,0.12911241123330702,0.17806567597469455,0.02299048878298156
35,2351.6321593831544,2214.897222376071,325.7984259969439,257.88066125409557,67.91776474284832,67.91776474284832,52.033771380879514,124,95,0.13854140610256094,0.20846560119196345,0.02888111751315032
36,2335.672843117211,2144.6935382119505,324.1552542594213,257.88066124847006,66.27459301095124,66.27459301095124,50.93832355811281,121,93,0.13878452849877754,0.20445324312994695,0.028374946947835614
37,2262.2036722106286,2071.224367305368,322.51208253307436,257.8806612489789,64.63142128409538,64.63142128409538,49.84287574030297,118,91,0.1425654491215263,0.20039999982781198,0.02857011597940581
38,2214.244561638718,1979.7535622363337,323.6075303498109,257.8806612495003,65.72686910031064,65.72686910031064,50.93832355651203,120,93,0.1461480524582684,0.20310673558573156,0.029683653847011143
39,2115.459708759562,1880.9687093571777,324.15525426035987,257.88066125003434,66.2745930103255,66.2745930103255,51.48604746652056,121,94,0.1532315897665733,0.20445324312742463,0.031328695477347006
40,2089.444970984911,1820.357017652338,328.5370455327626,257.8806612505815,70.65638428218111,70.65638428218111,56.41556264739201,129,103,0.15723651500517796,0.2150636746842452,0.03381586271155804
41,2019.483186992647,1750.3952336600744,329.08476943942543,257.88066124828043,71.20410819114502,71.20410819114502,59.154182192483155,130,108,0.1629549438980418,0.21637011130122066,0.035258579348303475
42,2005.9354038459621,1711.0361546987394,330.1802172537284,257.8806612462125,72.29955600751597,72.29955600751597,60.24963000888502,132,110,0.16460162008241983,0.2189699813297932,0.03604281367630118
43,1959.8814253498836,1664.9821762026609,317.03484344042323,257.8806612443538,59.1541821960694,59.1541821960694,58.058734378026685,108,106,0.1617622573181055,0.18658574418551435,0.03018253116282738
44,1940.0261060591656,1621.5490511190083,326.89387380014426,257.88066124268295,69.01321255746127,69.01321255746127,67.91776473941911,126,124,0.16849972934857757,0.21111809699943915,0.03557334220499224
45,1930.8779208271596,1612.4008658870023,334.0142847371615,257.88066124246944,76.13362349469205,76.13362349469205,75.03817567664997,139,137,0.17298570828034263,0.22793523203536697,0.039429537555682195
46,1908.550427804524,1581.8310557716122,334.0142847377501,257.88066124225907,76.13362349549098,76.13362349549098,75.03817567744898,139,137,0.1750094102160974,0.22793523203735724,0.039890810526327196
47,1900.574255750203,1573.8548837172914,334.01428472018637,257.88066124205176,76.13362347813461,76.13362347813461,75.03817566009269,139,137,0.17574387515227222,0.22793523199737997,0.04005822095495175
48,1908.6677553388226,1580.7198923700757,335.6574564471087,257.88066124184746,77.77679520526131,77.77679520526131,76.68134738721947,142,140,0.17585955204001627,0.2317147845560136,0.04074925821306943
49,1887.351163843719,1559.403300874972,332.9188368882402,256.78521342283824,76.13362346540202,76.13362346540202,75.03817564736016,139,137,0.17639475009527553,0.22868523805085814,0.04033887541645972
50,1893.1683257389043,1570.5172585725722,330.18021733251476,256.78521342290975,73.39500390960505,73.39500390960505,72.2995560915632,134,132,0.17440615968664344,0.22228770852037785,0.038768345588583074
51,1894.2536924609235,1571.6026252945912,318.67801518324893,249.1170786917858,69.56093649146308,69.56093649146308,68.46548867342122,127,125,0.16823407363627083,0.21827968412400073,0.03672208045221907
52,1876.8302433986062,1572.5271948192942,304.4371935232654,235.9717048725137,68.46548865075174,68.46548865075174,67.37004083270986,125,123,0.1622081669847688,0.22489199778252303,0.03647931872984575
53,1901.5806196406688,1597.2775710613569,299.5076783367148,235.42398096304993,64.08369737366489,64.08369737366489,62.988249555623284,117,115,0.15750459130852473,0.21396345405749576,0.033700226386286176
54,1902.2720798295063,1618.5536565378368,292.38726751635943,231.58991359938977,60.7973539169697,60.7973539169697,59.70190609892833,111,109,0.15370423117526125,0.2079343414417593,0.031960388086239876
55,1905.86746675526,1622.1490434635903,285.2668566942533,231.04218969002852,54.22466700422477,54.22466700422477,53.12921918618362,99,97,0.14967822352302398,0.1900840063672112,0.028451436393183354
56,1900.5810101534937,1648.6976438339425,280.33734151152214,228.85129405361303,51.48604745790918,51.48604745790918,50.39059963986823,94,92,0.14750086421671743,0.18365747203104246,0.027089635844436376
57,1932.9802742907375,1681.0969079711863,275.40782632874874,227.75584623573144,47.65198009301734,47.65198009301734,46.55653227497629,87,85,0.14247834289452502,0.1730233331718618,0.02465207779241417
58,1914.0059071319492,1690.0344782103534,271.026035057021,227.75584623590697,43.27018882111401,43.27018882111401,42.17474100307286,79,77,0.14160146217267489,0.15965325549632317,0.022607134418907004
59,1961.241467211831,1737.270038290235,271.02603505753945,227.75584623608998,43.27018882144945,43.27018882144945,42.17474100340819,79,77,0.13819105887192945,0.15965325549725543,0.02206265242951642
60,1965.6316102784876,1781.6452238091451,269.38286332980454,227.75584623628075,41.62701709352376,41.62701709352376,40.53156927548238,76,74,0.13704646482137048,0.15452733918920428,0.021177425554133263
61,2040.2388934162432,1856.2525069469007,266.09651987347087,227.75584623603865,38.34067363743221,38.34067363743221,37.245225819390974,70,68,0.13042419725070042,0.14408558840101793,0.018792247202597596
62,2049.6024827251476,1913.354396935659,266.0965198729452,227.75584623580903,38.34067363713613,38.34067363713613,37.245225819095026,70,68,0.12982835555465552,0.1440855884001899,0.018706395001121603
63,2139.6689425778786,2003.4208567883898,263.90562423551904,227.20812232654112,36.697501908977955,36.697501908977955,35.602054090936974,67,65,0.1233394657388282,0.1390553991233918,0.017151018635978663
64,2175.580906243108,2090.001188890899,261.7147285983757,227.20812232633637,34.50660627203935,34.50660627203935,33.41115845399848,63,61,0.12029648166489776,0.13184816329153862,0.01586087015795102
65,2266.5887676834777,2181.0090503312686,259.5238329619547,227.20812232645537,32.31571063549934,32.31571063549934,31.22026281745839,59,57,0.11449974369510175,0.12451924074440096,0.014257421150342581
66,2313.6580245183013,2274.329562422452,258.4283851436279,227.2081223265783,31.220262817049594,31.220262817049594,30.124814999008542,57,55,0.11169688104508536,0.12080817979688326,0.013493896888045755
67,2389.2428790445288,2349.9144169486794,256.7852134163167,226.6603984176572,30.12481499865944,30.12481499865944,29.029367180618287,55,53,0.10747555875064761,0.11731522464971202,0.012608519319185546
68,2430.0021534311854,2422.5097872004235,254.59431777985412,225.56495059969924,29.029367180154928,29.029367180154928,27.93391936211367,53,51,0.10477123134247622,0.11402205451127316,0.011946231051345034
69,2493.418656980942,2485.92629075018,252.95114605330951,225.56495060004914,27.386195453260346,27.386195453260346,26.29074763521882,50,48,0.10144752279971525,0.10826673798698148,0.010983392370385101
70,2536.3768549496267,2536.3137422017603,251.85569823582844,225.56495060042892,26.290747635399498,26.290747635399498,25.195299817357668,48,46,0.09929742803966345,0.10438813900006268,0.010365473720553109
71,2575.2249834978616,2575.161870749995,250.21252650894763,225.56495060084123,24.647575908106397,24.647575908106397,23.55212809006423,45,43,0.09716142399686198,0.09850656260898671,0.009571037896125189
72,2680.704323006361,2680.704323006361,333.46656073175717,309.3667087003298,24.099852031427307,24.099852031427307,23.004404213369664,44,42,0.12439512924639914,0.07227067079392527,0.008990119434134296
73,2693.4496154678295,2693.4496154678295,334.56200855862664,310.46215652303664,24.099852035590047,24.099852035590047,23.004404217530634,44,42,0.12421320474580923,0.07203403679759691,0.008947578561407063
74,2687.5774913007135,2687.5774913007135,332.9188368314692,309.9144326151577,23.00440421631147,23.00440421631147,21.908956398250126,42,40,0.123873204738869,0.06909913670026668,0.008559531507751232
75,2675.5649976538552,2675.5649976538552,329.08476946849606,306.08036525214857,23.004404216347563,23.004404216347563,21.908956398284094,42,40,0.12299636516289582,0.0699041898946035,0.008597961266693063
76,2658.2672011160626,2658.2672011160626,337.8483520106912,316.4871195247795,21.36123248591175,21.36123248591175,20.265784667812355,39,37,0.1270934509024702,0.0632272804019354,0.008035773257460094
77,2652.1948901827113,2652.1948901827113,340.586971552245,319.7734629771345,20.81350857511051,20.81350857511051,20.265784666065976,38,37,0.1284170227508363,0.06111070097676294,0.00784765427765252
78,2652.005479077018,2652.005479077018,335.65745636385157,315.9393956114301,19.71806075242145,19.71806075242145,19.170336843374145,36,35,0.12656740682175022,0.058744593270846746,0.007435150835089511
79,2627.969057259647,2627.969057259647,329.08476944853464,310.4621565181189,18.622612930415777,18.622612930415777,18.07488902137449,34,33,0.12522398942995644,0.0565891060884486,0.0070863136226705726
80,2586.9109874613487,2586.9109874613487,320.321186891729,304.4371935137292,15.883993377999856,15.883993377999856,15.336269468961172,29,28,0.12382381475215523,0.049587707675948285,0.006140139129250647
81,2532.7636193415365,2532.7636193415365,315.9393956153588,301.69857396813785,14.240821647220969,14.240821647220969,13.693097738180597,26,25,0.12474097195753948,0.04507453595485918,0.005622641425544194
82,2514.9419189394157,2514.9419189394157,309.36670870352816,295.6736109677616,13.693097735766592,13.693097735766592,13.145373826726843,25,24,0.12301147250111931,0.04426170415411097,0.0054446974034061
83,2482.4831583460186,2482.4831583460186,306.08036524594957,295.1258870592784,10.954478186671185,10.954478186671185,10.406754277632,20,19,0.12329604904545613,0.035789548858740944,0.0044127099714020715
84,2406.917037879385,2406.917037879385,296.76905878864943,289.1009240592722,7.668134729377204,7.668134729377204,7.120410820336261,14,13,0.12329841623877401,0.02583872712565441,0.0031858741322190382
85,2377.583219810086,2377.583219810086,295.6736109684305,288.00547623938706,7.668134729043423,7.668134729043423,7.120410820003709,14,13,0.12435889036601125,0.025934457606574028,0.003225180370197906
86,2364.3345328795067,2364.3345328795067,293.4827153308552,285.8145806019906,7.668134728864622,7.668134728864622,7.12041081982607,14,13,0.12412909901266157,0.02612806250010334,0.0032432528570843374
87,2303.3703641241104,2303.3703641241104,286.3623045110015,279.2418936917871,7.1204108192144595,7.1204108192144595,6.572686910178938,13,12,0.12432316963489928,0.02486504231544521,0.0030913008737620436
88,2267.6066720955214,2267.6066720955214,280.33734151019064,274.31237850930364,6.0249630008869985,6.0249630008869985,5.477239091852404,11,10,0.12362696977387515,0.02149183183528186,0.0026569700446855984
89,2232.8381884273117,2232.8381884273117,288.00547623947887,281.9805132381935,6.0249630012853785,6.0249630012853785,5.477239092250191,11,10,0.1289862730457571,0.020919612640544285,0.0026983428680647167
90,2214.081434976817,2214.081434976817,284.17140887711594,279.78961760380645,4.381791273309439,4.381791273309439,3.8340673642768515,8,7,0.12834731568041507,0.01541953601392832,0.0019790560564251873
91,2187.9694330855095,2187.9694330855095,291.83954360620777,287.4577523327464,4.381791273461349,4.381791273461349,3.834067364286991,8,7,0.13338373891021457,0.015014385025813697,0.002002674812180569
92,2200.9661939693005,2200.9661939693005,289.10092406340533,284.719132789794,4.3817912736113165,4.3817912736113165,3.8340673644344534,8,7,0.1313518239651062,0.015156614555304246,0.0019908489669752893
93,2206.6376737546793,2206.6376737546793,286.3623045181882,283.0759610630291,3.2863434551590416,3.2863434551590416,3.2863434551590416,6,6,0.12977314215384153,0.011476173376549674,0.0014892990789771123
94,2163.6864275982607,2163.6864275982607,285.8145806097367,284.7191327909186,1.0954478188181085,1.0954478188181085,1.0954478188181085,2,2,0.13209611936559457,0.003832721957295381,0.0005062876971660259
95,2109.453273035641,2109.453273035641,284.7191327926831,283.62368497382954,1.0954478188536143,1.0954478188536143,1.0954478188536143,2,2,0.13497295077930488,0.0038474682333739033,0.0005193041404881149
