day,case,slot,aidc_id,rack_id,h_REC_nodeh,derivation
2025-04-04,B0,3,AIDC06,AIDC06_LP01,0.743249450240192,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC06,AIDC06_LP02,0.7831037580943933,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC06,AIDC06_LP03,0.8823598164450055,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC06,AIDC06_LP04,1.165402279888606,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC07,AIDC07_LP01,0.2306636224883354,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC07,AIDC07_LP02,0.24303220078791515,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC07,AIDC07_LP03,0.2738358051036224,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC07,AIDC07_LP04,0.36167656962060174,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC08,AIDC08_LP01,0.6791762217712098,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC08,AIDC08_LP02,0.7155948134310836,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC08,AIDC08_LP03,0.8062943150273325,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC08,AIDC08_LP04,1.0649365661051053,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC09,AIDC09_LP01,1.5249428375617728,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC09,AIDC09_LP02,1.6067128829867725,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC09,AIDC09_LP03,1.8103589337406147,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC09,AIDC09_LP04,2.391083988047311,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC10,AIDC10_LP01,0.19221968540694623,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC10,AIDC10_LP02,0.2025268339899293,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC10,AIDC10_LP03,0.22819650425301868,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC10,AIDC10_LP04,0.30139714135050144,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC11,AIDC11_LP01,0.12814645693796414,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC11,AIDC11_LP02,0.13501788932661954,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC11,AIDC11_LP03,0.15213100283534575,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC11,AIDC11_LP04,0.20093142756700097,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC12,AIDC12_LP01,0.26910755956972465,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC12,AIDC12_LP02,0.283537567585901,physical_capacity_minus_x_DA_allocation
2025-04-04,B0,3,AIDC12,AIDC12_LP03,0.3194751059542261,physical_capacity_minus_x_DA_allocation
