day,metric,D10_B1_minus_B0,D20_B2_minus_B0,D31_B3_minus_B1,D32_B3_minus_B2,D30_B3_minus_B0,left_residual_D10_plus_D31_minus_D30,right_residual_D20_plus_D32_minus_D30,max_abs_residual,tolerance,status,authority
2025-04-14,planning_rho,-1.0478939926894526e-07,-0.07958650266659217,-0.07949494230393006,9.145557326284415e-05,-0.07949504709332933,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-14,fresh_rho_AC,-7.818340341803065e-08,0.02767981473756831,0.027728593871980012,4.8700951008284754e-05,0.027728515688576594,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-14,fresh_losses_kWh,0.06756785009565647,231.40755508929794,240.51622800379403,9.17624076459174,240.58379585388968,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-15,planning_objective,-0.00044128239669782854,-0.09920893097055261,-0.09843659755816336,0.00033105101569141926,-0.09887787995486119,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-15,planning_rho,-0.00044128239669782854,-0.09920893097038619,-0.09843659755803058,0.0003310510156577795,-0.09887787995472841,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-15,fresh_rho_AC,-0.0004452670211358978,0.002739421190271485,0.00727393251142594,0.004089244300018557,0.006828665490290042,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-15,fresh_losses_kWh,0.049097754367267044,211.57925344580644,211.79922339131986,0.26906769988067936,211.84832114568712,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-16,planning_objective,-4.873736914157156e-06,-0.0956705951088479,-0.093641628110812,0.00202409326112174,-0.09364650184772616,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-16,planning_rho,-4.873736914157156e-06,-0.09567059510867326,-0.09364162811064303,0.002024093261116078,-0.09364650184755718,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-16,fresh_rho_AC,-1.139551380591186e-06,-0.07188656062705245,-0.06376255091250627,0.008122870163165596,-0.06376369046388686,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-16,fresh_losses_kWh,0.17031006653223812,212.19257222326337,222.23159379180015,10.20933163506902,222.4019038583324,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-17,planning_objective,-3.150974248189442e-08,-0.09563607289008136,-0.0960680830798174,-0.0004320416994785248,-0.09606811458955988,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-17,planning_rho,-3.150974248189442e-08,-0.09563607288991116,-0.09606805484844416,-0.0004320134682754828,-0.09606808635818664,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
2025-04-17,fresh_rho_AC,6.193674585430742e-07,-0.07759843258861265,-0.07486915749516021,0.0027298944609109865,-0.07486853812770167,0.0,0.0,0.0,1e-10,PASS,ONE_SAME_DAY_SAME_METRIC_CANONICAL_CASE_ROW
