job_uid,B0_start_slot,B0_end_slot,B0_AIDC_site,B0_migration_selected,B1_start_slot,B1_end_slot,B1_AIDC_site,B1_migration_selected,delta_start,site_changed,migration_changed,T_DA_seconds,requested_GPU
8632511,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632512,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632513,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632514,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632515,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632516,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632517,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632518,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632519,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632520,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632521,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632522,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632523,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632524,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632525,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632526,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632527,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632528,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632529,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632530,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632532,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632533,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632534,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632535,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632536,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632537,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632538,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632539,0,25,AIDC01,False,0,25,AIDC01,False,0,False,False,22012.74609375,1
8632540,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632541,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632542,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632543,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632544,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632545,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632546,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632547,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632548,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632549,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632550,0,25,AIDC02,False,0,25,AIDC02,False,0,False,False,22012.74609375,1
8632551,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632552,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632553,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632554,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632555,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632556,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632557,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632558,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632559,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632560,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632561,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632562,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632563,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632564,0,25,AIDC03,False,0,25,AIDC03,False,0,False,False,22012.74609375,1
8632565,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632566,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632567,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632568,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632569,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632570,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632571,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632572,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632573,0,25,AIDC05,False,0,25,AIDC05,False,0,False,False,22012.74609375,1
8632574,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632575,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632576,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632577,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632578,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632579,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632580,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632581,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632582,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632583,0,25,AIDC11,False,0,25,AIDC11,False,0,False,False,22012.74609375,1
8632584,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632585,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632586,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632587,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632588,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632589,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632590,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632591,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632592,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632593,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632594,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632595,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632596,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632597,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632598,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632599,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632600,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632601,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632602,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632603,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632604,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632605,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632606,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632607,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632608,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632609,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632610,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632611,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632612,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632613,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632614,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632615,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632616,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632617,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632618,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632619,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632620,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8632621,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634249,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634250,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634251,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634252,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634253,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634254,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634255,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634256,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634257,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634258,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634259,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634260,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634261,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634262,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634263,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634264,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634265,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634266,0,25,AIDC12,False,0,25,AIDC12,False,0,False,False,22012.74609375,1
8634267,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634268,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634269,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634270,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634271,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634272,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634273,4,29,AIDC03,False,4,29,AIDC03,False,0,False,False,22012.74609375,1
8634274,4,29,AIDC04,False,4,29,AIDC04,False,0,False,False,22012.74609375,1
8634275,4,29,AIDC04,False,4,29,AIDC04,False,0,False,False,22012.74609375,1
8634276,4,29,AIDC04,False,4,29,AIDC04,False,0,False,False,22012.74609375,1
8634277,4,29,AIDC04,False,4,29,AIDC04,False,0,False,False,22012.74609375,1
8634278,4,29,AIDC07,False,4,29,AIDC07,False,0,False,False,22012.74609375,1
8634279,4,29,AIDC07,False,4,29,AIDC07,False,0,False,False,22012.74609375,1
8634280,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634281,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634282,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634283,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634284,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634285,4,29,AIDC09,False,4,29,AIDC09,False,0,False,False,22012.74609375,1
8634286,4,29,AIDC10,False,4,29,AIDC10,False,0,False,False,22012.74609375,1
8634287,4,29,AIDC10,False,4,29,AIDC10,False,0,False,False,22012.74609375,1
8634288,4,29,AIDC10,False,4,29,AIDC10,False,0,False,False,22012.74609375,1
8634289,4,29,AIDC10,False,4,29,AIDC10,False,0,False,False,22012.74609375,1
8634290,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634291,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634292,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634293,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634294,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634295,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634296,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634297,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634298,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634299,5,30,AIDC09,False,5,30,AIDC09,False,0,False,False,22012.74609375,1
8634300,6,31,AIDC03,False,6,31,AIDC03,False,0,False,False,22012.74609375,1
8634301,6,31,AIDC03,False,6,31,AIDC03,False,0,False,False,22012.74609375,1
8634302,6,31,AIDC06,False,6,31,AIDC06,False,0,False,False,22012.74609375,1
8634303,6,31,AIDC06,False,6,31,AIDC06,False,0,False,False,22012.74609375,1
8634304,11,36,AIDC01,False,11,36,AIDC01,False,0,False,False,22012.74609375,1
8634305,11,36,AIDC01,False,11,36,AIDC01,False,0,False,False,22012.74609375,1
8634306,11,36,AIDC01,False,11,36,AIDC01,False,0,False,False,22012.74609375,1
8634307,13,38,AIDC09,False,13,38,AIDC09,False,0,False,False,22012.74609375,1
8634308,13,38,AIDC09,False,13,38,AIDC09,False,0,False,False,22012.74609375,1
8634309,13,38,AIDC09,False,13,38,AIDC09,False,0,False,False,22012.74609375,1
8634310,13,38,AIDC09,False,13,38,AIDC09,False,0,False,False,22012.74609375,1
8634311,17,42,AIDC05,False,17,42,AIDC05,False,0,False,False,22012.74609375,1
8634312,17,42,AIDC05,False,17,42,AIDC05,False,0,False,False,22012.74609375,1
8634313,17,42,AIDC05,False,17,42,AIDC05,False,0,False,False,22012.74609375,1
8634314,21,46,AIDC09,False,21,46,AIDC09,False,0,False,False,22012.74609375,1
8634315,21,46,AIDC09,False,21,46,AIDC09,False,0,False,False,22012.74609375,1
8634316,21,46,AIDC09,False,21,46,AIDC09,False,0,False,False,22012.74609375,1
8634317,21,46,AIDC09,False,21,46,AIDC09,False,0,False,False,22012.74609375,1
8634318,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634319,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634320,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634321,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634322,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634323,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634324,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634325,22,47,AIDC09,False,22,47,AIDC09,False,0,False,False,22012.74609375,1
8634326,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8634327,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8634328,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8634329,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8634330,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8634331,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8639577,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8639578,25,50,AIDC02,False,25,50,AIDC02,False,0,False,False,22012.74609375,1
8639579,28,53,AIDC01,False,28,53,AIDC01,False,0,False,False,22012.74609375,1
8639580,28,53,AIDC01,False,28,53,AIDC01,False,0,False,False,22012.74609375,1
8639581,28,53,AIDC01,False,28,53,AIDC01,False,0,False,False,22012.74609375,1
8639582,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639583,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639584,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639585,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639586,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639587,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639588,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639589,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639590,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639591,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639592,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639593,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639594,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639595,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639596,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639597,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639598,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639599,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639600,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639601,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639602,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639603,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639604,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639605,28,53,AIDC10,False,28,53,AIDC10,False,0,False,False,22012.74609375,1
8639606,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639607,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639608,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639609,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639610,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639611,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639612,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639613,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639614,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639615,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639616,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639617,31,56,AIDC03,False,31,56,AIDC03,False,0,False,False,22012.74609375,1
8639618,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639619,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639620,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639621,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639622,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639623,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639624,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639625,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639626,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639627,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639628,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639629,32,57,AIDC05,False,32,57,AIDC05,False,0,False,False,22012.74609375,1
8639630,33,58,AIDC02,False,33,58,AIDC02,False,0,False,False,22012.74609375,1
8639631,33,58,AIDC02,False,33,58,AIDC02,False,0,False,False,22012.74609375,1
8639632,33,58,AIDC02,False,33,58,AIDC02,False,0,False,False,22012.74609375,1
8639633,33,58,AIDC02,False,33,58,AIDC02,False,0,False,False,22012.74609375,1
8639634,35,60,AIDC03,False,35,60,AIDC03,False,0,False,False,22012.74609375,1
8639635,35,60,AIDC03,False,35,60,AIDC03,False,0,False,False,22012.74609375,1
8639636,35,60,AIDC03,False,35,60,AIDC03,False,0,False,False,22012.74609375,1
8639637,35,60,AIDC03,False,35,60,AIDC03,False,0,False,False,22012.74609375,1
8639638,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639639,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639640,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639641,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639642,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639643,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639644,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639645,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639646,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639647,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639648,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639649,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639650,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639651,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639652,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639653,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639654,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639655,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639656,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
8639657,48,73,AIDC01,False,48,73,AIDC01,False,0,False,False,22012.74609375,1
