validation_month,train_label_cutoff_aest,validation_label_cutoff_aest,train_row_count,candidate,fixed_train_factor,validation_row_count,validation_requested_nodeh,validation_realized_nodeh,predicted_nodeh,MAE_nodeh,WAPE_vs_realized,bias_prediction_minus_realized_over_realized,overstatement_ratio_prediction_over_realized,fraction_realized_ge_prediction
2024-06,2024-06-01T00:00:00+10:00,2024-07-01T00:00:00+10:00,240459,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,8901,230898.9,32215.405277777776,9235.956000000002,3.541106536094571,0.9783949326727821,-0.7133062297257214,0.28669377027427856,0.3562521065048871
2024-06,2024-06-01T00:00:00+10:00,2024-07-01T00:00:00+10:00,240459,HISTORICAL_P25_REALIZATION_FRACTION,0.02277777777777778,8901,230898.9,32215.405277777776,5259.363833333334,3.4589442363945793,0.9556937863322734,-0.8367438252604804,0.1632561747395197,0.4064711830131446
2024-06,2024-06-01T00:00:00+10:00,2024-07-01T00:00:00+10:00,240459,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,8901,230898.9,32215.405277777776,10175.881076244661,3.6639135967063536,1.01232607949773,-0.6841299686127496,0.3158700313872505,0.3609706774519717
2024-07,2024-07-01T00:00:00+10:00,2024-08-01T00:00:00+10:00,249368,RAW_WALLCLOCK_REQ,1.0,18648,111719.93333333335,16631.1925,111719.93333333335,5.099247417059917,5.717615608942855,5.7174938497845735,6.717493849784574,0.011851136851136852
2024-07,2024-07-01T00:00:00+10:00,2024-08-01T00:00:00+10:00,249368,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,18648,111719.93333333335,16631.1925,4468.797333333334,0.8618804608179608,0.9663977392681452,-0.7313002460086169,0.26869975399138296,0.336014586014586
2024-07,2024-07-01T00:00:00+10:00,2024-08-01T00:00:00+10:00,249368,HISTORICAL_P25_REALIZATION_FRACTION,0.0225,18648,111719.93333333335,16631.1925,2513.6985,0.8562323841698841,0.9600647397954174,-0.8488563883798471,0.1511436116201529,0.42015229515229513
2024-07,2024-07-01T00:00:00+10:00,2024-08-01T00:00:00+10:00,249368,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,18648,111719.93333333335,16631.1925,5597.341210382264,0.9473729736400116,1.0622576350095723,-0.663443183019963,0.336556816980037,0.35435435435435436
2024-08,2024-08-01T00:00:00+10:00,2024-09-01T00:00:00+10:00,268032,RAW_WALLCLOCK_REQ,1.0,5652,72473.73333333334,18117.353055555555,72473.73333333334,9.620605636156325,3.0013028331907265,3.00023850675636,4.00023850675636,0.04617834394904458
2024-08,2024-08-01T00:00:00+10:00,2024-09-01T00:00:00+10:00,268032,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,5652,72473.73333333334,18117.353055555555,2898.949333333334,3.093989688998978,0.9652199009755396,-0.8399904597297456,0.16000954027025444,0.4152512384996461
2024-08,2024-08-01T00:00:00+10:00,2024-09-01T00:00:00+10:00,268032,HISTORICAL_P25_REALIZATION_FRACTION,0.021944444444444444,5652,72473.73333333334,18117.353055555555,1590.3958148148147,3.1232354066734818,0.9743435735004071,-0.9122169883239576,0.08778301167604234,0.43365180467091297
2024-08,2024-08-01T00:00:00+10:00,2024-09-01T00:00:00+10:00,268032,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,5652,72473.73333333334,18117.353055555555,2689.491348249949,3.094075783681638,0.9652467595980383,-0.8515516400214305,0.14844835997856962,0.6997523000707714
2024-09,2024-09-01T00:00:00+10:00,2024-10-01T00:00:00+10:00,273685,RAW_WALLCLOCK_REQ,1.0,6695,74428.73333333334,15749.235277777776,74428.73333333334,8.76515421956684,3.726067105162972,3.7258633210180383,4.725863321018039,0.02539208364451083
2024-09,2024-09-01T00:00:00+10:00,2024-10-01T00:00:00+10:00,273685,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,6695,74428.73333333334,15749.235277777776,2977.1493333333337,2.232546485768816,0.9490555229251256,-0.8109654671592785,0.18903453284072158,0.6896191187453323
2024-09,2024-09-01T00:00:00+10:00,2024-10-01T00:00:00+10:00,273685,HISTORICAL_P25_REALIZATION_FRACTION,0.021388888888888888,6695,74428.73333333334,15749.235277777776,1591.9479074074075,2.2727201518546183,0.9661333485909821,-0.89891903452267,0.10108096547733028,0.7280059746079164
2024-09,2024-09-01T00:00:00+10:00,2024-10-01T00:00:00+10:00,273685,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,6695,74428.73333333334,15749.235277777776,4164.9871224395865,2.292899816570432,0.9747117241685571,-0.7355435328141681,0.26445646718583204,0.7420463032113518
2024-10,2024-10-01T00:00:00+10:00,2024-11-01T00:00:00+10:00,280392,RAW_WALLCLOCK_REQ,1.0,5860,50993.53333333334,8443.558611111112,50993.53333333334,7.267646236253318,5.043893091285135,5.039341429599308,6.039341429599309,0.013993174061433447
2024-10,2024-10-01T00:00:00+10:00,2024-11-01T00:00:00+10:00,280392,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,5860,50993.53333333334,8443.558611111112,2039.741333333334,1.2261243932499053,0.8509550623583507,-0.7584263428160275,0.24157365718397245,0.1947098976109215
2024-10,2024-10-01T00:00:00+10:00,2024-11-01T00:00:00+10:00,280392,HISTORICAL_P25_REALIZATION_FRACTION,0.021388888888888888,5860,50993.53333333334,8443.558611111112,1090.6950185185187,1.304248329857161,0.9051746502837639,-0.870825197200237,0.129174802799763,0.6412969283276451
2024-10,2024-10-01T00:00:00+10:00,2024-11-01T00:00:00+10:00,280392,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,5860,50993.53333333334,8443.558611111112,3102.5303261285862,1.1602207646042526,0.8052166146669567,-0.6325565476568279,0.3674434523431721,0.4255972696245734
2024-11,2024-11-01T00:00:00+10:00,2024-12-01T00:00:00+10:00,286330,RAW_WALLCLOCK_REQ,1.0,4660,43320.21666666667,10030.228055555555,43320.21666666667,7.144692477348593,3.319392815400979,3.31896627142714,4.31896627142714,0.027253218884120172
2024-11,2024-11-01T00:00:00+10:00,2024-12-01T00:00:00+10:00,286330,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,4660,43320.21666666667,10030.228055555555,1732.808666666667,2.0293519194086787,0.942828008701807,-0.8272413491429144,0.17275865085708564,0.37489270386266094
2024-11,2024-11-01T00:00:00+10:00,2024-12-01T00:00:00+10:00,286330,HISTORICAL_P25_REALIZATION_FRACTION,0.02123263888888889,4660,43320.21666666667,10030.228055555555,919.8025170717593,2.0645509663482553,0.9591813316601595,-0.9082969487854967,0.09170305121450334,0.4405579399141631
2024-11,2024-11-01T00:00:00+10:00,2024-12-01T00:00:00+10:00,286330,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,4660,43320.21666666667,10030.228055555555,3187.862686898005,2.065518333388142,0.959630766147681,-0.6821744561299075,0.31782554387009254,0.39849785407725324
2024-12,2024-12-01T00:00:00+10:00,2025-01-01T00:00:00+10:00,291016,RAW_WALLCLOCK_REQ,1.0,5002,59233.216666666674,7998.623888888889,59233.216666666674,10.251019370029766,6.410552565187776,6.405425919444615,7.405425919444617,0.023590563774490203
2024-12,2024-12-01T00:00:00+10:00,2025-01-01T00:00:00+10:00,291016,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,5002,59233.216666666674,7998.623888888889,2369.3286666666672,1.5621110000444267,0.9768779393510952,-0.7037829632222153,0.29621703677778466,0.24430227908836466
2024-12,2024-12-01T00:00:00+10:00,2025-01-01T00:00:00+10:00,291016,HISTORICAL_P25_REALIZATION_FRACTION,0.020833333333333332,5002,59233.216666666674,7998.623888888889,1234.025347222222,1.5399415928073217,0.9630141327088,-0.8457202933449037,0.15427970665509613,0.3770491803278688
2024-12,2024-12-01T00:00:00+10:00,2025-01-01T00:00:00+10:00,291016,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,5002,59233.216666666674,7998.623888888889,3632.2209477579972,1.595003488562458,0.9974475060481547,-0.5458942690375007,0.45410573096249923,0.45981607357057175
2025-01,2025-01-01T00:00:00+10:00,2025-02-01T00:00:00+10:00,296059,RAW_WALLCLOCK_REQ,1.0,7050,85618.78333333333,16259.144444444444,85618.78333333333,9.83865949566588,4.266063917535637,4.265884907159937,5.265884907159936,0.02553191489361702
2025-01,2025-01-01T00:00:00+10:00,2025-02-01T00:00:00+10:00,296059,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,7050,85618.78333333333,16259.144444444444,3424.751333333334,2.2325670764381402,0.9680458859732267,-0.7893646037136025,0.21063539628639752,0.524822695035461
2025-01,2025-01-01T00:00:00+10:00,2025-02-01T00:00:00+10:00,296059,HISTORICAL_P25_REALIZATION_FRACTION,0.020444444444444446,7050,85618.78333333333,16259.144444444444,1750.4284592592592,2.233368244812188,0.9683932743033037,-0.8923419085647303,0.10765809143526982,0.5720567375886525
2025-01,2025-01-01T00:00:00+10:00,2025-02-01T00:00:00+10:00,296059,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,7050,85618.78333333333,16259.144444444444,3403.2877064524464,2.2455402037496777,0.9736710618770912,-0.7906846994267703,0.2093153005732297,0.31560283687943264
2025-02,2025-02-01T00:00:00+10:00,2025-03-01T00:00:00+10:00,303150,RAW_WALLCLOCK_REQ,1.0,5703,54587.95,14615.872222222224,54587.95,7.0097384417558,2.735145581838921,2.7348403961142695,3.734840396114269,0.03962826582500439
2025-02,2025-02-01T00:00:00+10:00,2025-03-01T00:00:00+10:00,303150,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,5703,54587.95,14615.872222222224,2183.5180000000005,2.4455897091199565,0.9542501397833482,-0.8506063841554291,0.1493936158445708,0.3922496931439593
2025-02,2025-02-01T00:00:00+10:00,2025-03-01T00:00:00+10:00,303150,HISTORICAL_P25_REALIZATION_FRACTION,0.02,5703,54587.95,14615.872222222224,1091.759,2.481411128645742,0.9682273798994016,-0.9253031920777145,0.07469680792228539,0.5004383657724005
2025-02,2025-02-01T00:00:00+10:00,2025-03-01T00:00:00+10:00,303150,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,5703,54587.95,14615.872222222224,2160.5943738990213,2.4635346342002946,0.9612521103929138,-0.8521747904573208,0.14782520954267897,0.34578292126950727
2025-03,2025-03-01T00:00:00+10:00,2025-04-01T00:00:00+10:00,308876,RAW_WALLCLOCK_REQ,1.0,6085,103960.95000000001,28007.64666666667,103960.95000000001,12.482951702729848,2.712072242810515,2.711877375392958,3.711877375392958,0.07855382087099425
2025-03,2025-03-01T00:00:00+10:00,2025-04-01T00:00:00+10:00,308876,HISTORICAL_MEDIAN_REALIZATION_FRACTION,0.04000000000000001,6085,103960.95000000001,28007.64666666667,4158.438000000001,4.4239395781977535,0.9611543823627212,-0.8515249049842815,0.14847509501571834,0.42087099424815116
2025-03,2025-03-01T00:00:00+10:00,2025-04-01T00:00:00+10:00,308876,HISTORICAL_P25_REALIZATION_FRACTION,0.019259259259259257,6085,103960.95000000001,28007.64666666667,2002.2108888888888,4.488448895787049,0.9751698118703365,-0.9285119912887281,0.07148800871127177,0.4866064092029581
2025-03,2025-03-01T00:00:00+10:00,2025-04-01T00:00:00+10:00,308876,FIXED_SIMPLE_LIGHTGBM_Q50_RATIO,,6085,103960.95000000001,28007.64666666667,4340.956716134123,4.375860057203009,0.9507085248890472,-0.8450081591003316,0.1549918408996682,0.7449465899753492
