day,cutoff_fixed_aest,cutoff_known_strict_fullnode_queued_job_count,cutoff_known_requested_service_nodeh,pre_day_queue_bridge_v1_reference_service_nodeh,D0_0000_predicted_carryin_nodeh,D0_realized_queued_service_nodeh_ex_post,D0_new_strict_fullnode_requested_service_nodeh,D0_total_flexible_requested_service_nodeh,carryin_fraction_of_D0_total_flexible_service,node_class_job_count_json,node_class_queue_nodeh_json,node_class_predicted_carryin_nodeh_json,requested_wallclock_P25_hours,requested_wallclock_P50_hours,requested_wallclock_P75_hours,requested_wallclock_P90_hours,requested_wallclock_P95_hours,queue_age_P25_hours,queue_age_P50_hours,queue_age_P75_hours,queue_age_P90_hours,queue_age_P95_hours,N01_queue_job_count,N01_queue_nodeh,N01_predicted_carryin_nodeh,N02_queue_job_count,N02_queue_nodeh,N02_predicted_carryin_nodeh,N04_queue_job_count,N04_queue_nodeh,N04_predicted_carryin_nodeh,N08_queue_job_count,N08_queue_nodeh,N08_predicted_carryin_nodeh,N16_queue_job_count,N16_queue_nodeh,N16_predicted_carryin_nodeh
2024-01-11,2024-01-10T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-12,2024-01-11T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-13,2024-01-12T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-14,2024-01-13T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-15,2024-01-14T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-16,2024-01-15T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-17,2024-01-16T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-18,2024-01-17T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-19,2024-01-18T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-20,2024-01-19T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-21,2024-01-20T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-22,2024-01-21T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-23,2024-01-22T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-24,2024-01-23T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-25,2024-01-24T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-26,2024-01-25T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-27,2024-01-26T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-28,2024-01-27T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-29,2024-01-28T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-30,2024-01-29T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-01-31,2024-01-30T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-01,2024-01-31T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-02,2024-02-01T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-03,2024-02-02T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-04,2024-02-03T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-05,2024-02-04T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-06,2024-02-05T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-07,2024-02-06T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-08,2024-02-07T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-09,2024-02-08T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-10,2024-02-09T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-11,2024-02-10T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-12,2024-02-11T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-13,2024-02-12T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-14,2024-02-13T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-15,2024-02-14T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-16,2024-02-15T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-17,2024-02-16T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-18,2024-02-17T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-19,2024-02-18T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-20,2024-02-19T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-21,2024-02-20T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-22,2024-02-21T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-23,2024-02-22T18:00:00+10:00,0,0.0,0.0,0.0,0.0,162.0,162.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-24,2024-02-23T18:00:00+10:00,0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-25,2024-02-24T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-26,2024-02-25T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-27,2024-02-26T18:00:00+10:00,0,0.0,0.0,0.0,0.0,196.0,196.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-28,2024-02-27T18:00:00+10:00,0,0.0,0.0,0.0,0.0,14.5,14.5,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-02-29,2024-02-28T18:00:00+10:00,0,0.0,0.0,0.0,0.0,52.5,52.5,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-01,2024-02-29T18:00:00+10:00,0,0.0,0.0,0.0,0.0,54.5,54.5,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-02,2024-03-01T18:00:00+10:00,0,0.0,0.0,0.0,0.0,136.33333333333331,136.33333333333331,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-03,2024-03-02T18:00:00+10:00,0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-04,2024-03-03T18:00:00+10:00,0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-05,2024-03-04T18:00:00+10:00,0,0.0,0.0,0.0,0.0,311.0,311.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-06,2024-03-05T18:00:00+10:00,0,0.0,0.0,0.0,0.0,92.33333333333334,92.33333333333334,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-07,2024-03-06T18:00:00+10:00,0,0.0,0.0,0.0,0.0,182.0,182.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-08,2024-03-07T18:00:00+10:00,1,2.0,2.0,0.0,0.06,512.25,512.25,0.0,"{""1"":1.0}","{""1"":2.0}","{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",2.0,2.0,2.0,2.0,2.0,4.614166666666667,4.614166666666667,4.614166666666667,4.614166666666667,4.614166666666667,1,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-09,2024-03-08T18:00:00+10:00,0,0.0,0.0,0.0,0.0,619.75,619.75,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-10,2024-03-09T18:00:00+10:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-11,2024-03-10T18:00:00+10:00,0,0.0,0.0,0.0,0.0,352.0,352.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-12,2024-03-11T18:00:00+10:00,0,0.0,0.0,0.0,0.0,1236.0,1236.0,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-13,2024-03-12T18:00:00+10:00,0,0.0,0.0,0.0,0.0,612.75,612.75,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-14,2024-03-13T18:00:00+10:00,0,0.0,0.0,0.0,0.0,458.5,458.5,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-15,2024-03-14T18:00:00+10:00,0,0.0,0.0,0.0,0.0,307.58333333333337,307.58333333333337,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-16,2024-03-15T18:00:00+10:00,0,0.0,0.0,0.0,0.0,579.5,579.5,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-17,2024-03-16T18:00:00+10:00,0,0.0,0.0,0.0,0.0,333.25,333.25,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-18,2024-03-17T18:00:00+10:00,0,0.0,0.0,0.0,0.0,52.25,52.25,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2024-03-19,2024-03-18T18:00:00+10:00,0,0.0,0.0,0.0,0.0,614.25,614.25,0.0,{},{},"{""1"":0.0,""16"":0.0,""2"":0.0,""4"":0.0,""8"":0.0}",,,,,,,,,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
