N,coverage,GPU_coverage,underprediction_rate,positive_residual_mean_sec,positive_residual_P95_sec,positive_residual_max_sec,MAE_sec,WAPE,log_MAE,completion_slot_MAE,positive_error_sec,GPU_underprediction_sec,overreservation_GPU_hours,overreservation_P95_sec,candidate,u_hours,subgroup,role,Q50_MAE_sec,scheduler_coverage,upper_warning,gate_threshold,coverage_gate,GPU_coverage_gate
109,1.0,1.0,0.0,0.0,0.0,0.0,11886.458249713303,269.86543412179753,6.469497823393682,12.908256880733944,0.0,0.0,359.8955414496528,12014.7806640625,B2,4,2025-03-26,DEVELOPMENT,9144.536804759175,1.0,True,0.88,PASS,PASS
130,1.0,1.0,0.0,0.0,0.0,0.0,11508.992938701924,32.76115268631347,5.896671356476407,12.507692307692308,0.0,0.0,592.4625705295139,12013.2806640625,B2,4,2025-03-27,DEVELOPMENT,8612.72109375,1.0,True,0.88,PASS,PASS
142,1.0,1.0,0.0,0.0,0.0,0.0,11273.6884834397,17.952739844214346,5.5731455014439195,12.26056338028169,0.0,0.0,635.8155954318577,12015.1806640625,B2,4,2025-03-28,DEVELOPMENT,8374.739498514524,1.0,True,0.88,PASS,PASS
535,1.0,1.0,0.0,0.0,0.0,0.0,12912.484188814253,207.39677087320618,7.752627516758145,13.947663551401869,0.0,0.0,2130.621675889757,12962.5498046875,B2,4,2025-03-29,DEVELOPMENT,7461.689887558411,1.0,True,0.88,PASS,PASS
47,0.8723404255319149,0.8878504672897196,0.1276595744680851,94.90608377659575,703.6976562499983,1185.59765625,7447.53594581117,1.2582467844263134,1.4809489654996146,8.212765957446809,4460.5859375,8921.171875,232.41945475260417,12815.20234375,B2,4,2025-03-30,DEVELOPMENT,4879.289935172872,0.8723404255319149,False,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
989,0.9565217391304348,0.9565217391304348,0.043478260869565216,66.83104185098584,0.0,3022.626953125,11465.358667016873,10.01043461059949,6.475355027183543,12.414560161779574,66095.900390625,66095.900390625,3131.4288392469616,12962.5498046875,B2,4,GPU_1,DEVELOPMENT,7649.822457679,0.9625884732052579,False,0.9,PASS,PASS
1549,0.9670755326016786,0.9681050656660413,0.0329244673983215,48.64166082452389,0.0,3242.3115234375,8197.61530750686,2.045150797820885,1.7418458557846261,9.186571981923821,75345.9326171875,150691.865234375,7238.162573242187,12524.0244140625,B2,4,GPU_2_4,DEVELOPMENT,5472.88640541781,0.972885732730794,False,0.9,PASS,PASS
16,1.0,1.0,0.0,0.0,0.0,0.0,11384.583435058594,6.924139391072243,3.314644326754202,12.375,0.0,0.0,1292.2041666666667,14095.904296875,B2,4,GPU_5_PLUS,DEVELOPMENT,8653.82485961914,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2554,0.9835552075176194,0.9864599257479799,0.01644479248238058,9.355912294440094,0.0,945.0,10544.851213782302,3.655237682639394,3.6701207432815273,11.232967893500392,23895.0,35900.0,13018.565277777778,13406.0,B3,4,OVERALL,DEVELOPMENT,6266.092404072044,0.9839467501957714,True,0.9,PASS,PASS
568,0.9788732394366197,0.9828982898289829,0.02112676056338028,9.79225352112676,0.0,945.0,7500.56514084507,1.2648466518676904,1.2966045294016404,8.040492957746478,5562.0,9873.0,2352.5955555555556,12677.0,B3,4,2025-03-22,DEVELOPMENT,3929.7411971830984,0.9806338028169014,True,0.88,PASS,PASS
242,0.987603305785124,0.9919678714859438,0.012396694214876033,8.714876033057852,0.0,705.0,8093.892561983471,1.517262374143853,1.5813125333622127,8.636363636363637,2109.0,4218.0,1932.0652777777777,13359.3,B3,4,2025-03-23,DEVELOPMENT,4152.8677685950415,0.987603305785124,True,0.88,PASS,PASS
702,0.9943019943019943,0.9943019943019943,0.005698005698005698,3.658119658119658,0.0,705.0,11260.652421652421,5.218909604668973,2.3349555915054454,12.27065527065527,2568.0,5136.0,4390.227777777778,12678.0,B3,4,2025-03-24,DEVELOPMENT,6563.5669515669515,0.9943019943019943,True,0.88,PASS,PASS
79,0.7848101265822784,0.7848101265822784,0.21518987341772153,134.67088607594937,820.1,942.0,4276.506329113924,0.4547619271964173,0.8937917666492419,4.506329113924051,10639.0,10639.0,90.89027777777778,13273.4,B3,4,2025-03-25,DEVELOPMENT,4311.658227848101,0.7848101265822784,False,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
109,1.0,1.0,0.0,0.0,0.0,0.0,13366.954128440368,303.47802541137264,6.586860784309589,13.990825688073395,0.0,0.0,404.7216666666667,13400.0,B3,4,2025-03-26,DEVELOPMENT,8403.954128440368,1.0,True,0.88,PASS,PASS
130,1.0,1.0,0.0,0.0,0.0,0.0,13059.7,37.1753487048107,6.020006496294714,13.707692307692307,0.0,0.0,682.1333333333333,13400.0,B3,4,2025-03-27,DEVELOPMENT,8096.7,1.0,True,0.88,PASS,PASS
142,1.0,1.0,0.0,0.0,0.0,0.0,12783.035211267606,20.356292965201693,5.6933390211909085,13.429577464788732,0.0,0.0,730.8227777777778,13399.95,B3,4,2025-03-28,DEVELOPMENT,7891.767605633803,1.0,True,0.88,PASS,PASS
535,1.0,1.0,0.0,0.0,0.0,0.0,13348.740186915888,214.40379477018223,7.785705289768256,13.947663551401869,0.0,0.0,2196.9930555555557,13406.0,B3,4,2025-03-29,DEVELOPMENT,8395.10093457944,1.0,True,0.88,PASS,PASS
47,0.8723404255319149,0.8878504672897196,0.1276595744680851,64.19148936170212,463.0999999999983,945.0,7620.404255319149,1.2874525507563122,1.493954398339042,8.212765957446809,3017.0,6034.0,238.11555555555555,13055.8,B3,4,2025-03-30,DEVELOPMENT,5056.510638297872,0.8723404255319149,False,0.88,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
989,0.9777553083923155,0.9777553083923155,0.022244691607684528,12.022244691607684,0.0,942.0,12289.70374115268,10.730172448801227,6.539959122643876,12.856420626895854,11890.0,11890.0,3372.9519444444445,13406.0,B3,4,GPU_1,DEVELOPMENT,7905.917087967644,0.9787664307381193,True,0.9,PASS,PASS
1549,0.987088444157521,0.9874921826141339,0.012911555842479019,7.750161394448031,0.0,945.0,9418.182052937378,2.349659238333453,1.8411370166068128,10.183344092963202,12005.0,24010.0,8335.595555555556,12678.0,B3,4,GPU_2_4,DEVELOPMENT,5213.548741123305,0.987088444157521,True,0.9,PASS,PASS
16,1.0,1.0,0.0,0.0,0.0,0.0,11766.8125,7.1566123085110425,3.3467229576420308,12.5,0.0,0.0,1310.0177777777778,13394.25,B3,4,GPU_5_PLUS,DEVELOPMENT,6803.8125,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2060,0.9786407766990292,0.9883737828803953,0.021359223300970873,57.09071768603279,0.0,8031.515283584595,7963.381000785457,3.309707426937969,2.3516518232570687,8.643689320388349,117606.87843322754,177940.9482574463,10914.339295238919,21377.38671875,B0,4,OVERALL,CALIBRATION,4481.310846869459,0.9815533980582525,True,0.9,PASS,PASS
153,0.8954248366013072,0.9031339031339032,0.10457516339869281,137.16411675347223,820.00498046875,5302.03515625,6910.290284798815,1.4677170964432975,1.1908872023873496,7.771241830065359,20986.10986328125,52576.2900390625,676.1270600043403,9778.79501953125,B0,4,2025-04-02,CALIBRATION,3258.378449683096,0.9215686274509803,False,0.88,PASS,PASS
378,0.9523809523809523,0.9627507163323782,0.047619047619047616,212.7029596964518,0.0,8031.515283584595,10363.095025319903,3.0072731289390098,2.591522471906928,11.396825396825397,80401.71876525879,92926.55860900879,2119.2070703464083,17952.19921875,B0,4,2025-04-03,CALIBRATION,5921.590588806798,0.955026455026455,False,0.88,PASS,PASS
267,0.9700374531835206,0.9709090909090909,0.0299625468164794,46.90951252340824,0.0,3110.60498046875,8237.914715599032,2.6777735927257624,2.270578749496602,9.194756554307116,12524.83984375,25049.6796875,1261.6469124348957,11095.39501953125,B0,4,2025-04-04,CALIBRATION,3782.605130656382,0.9737827715355806,False,0.88,PASS,PASS
221,0.9909502262443439,0.991578947368421,0.00904977375565611,16.715882176187783,0.0,1903.60498046875,9794.65938626803,4.901133061097717,2.768011973310317,10.796380090497738,3694.2099609375,7388.419921875,1136.5613270399306,11095.39501953125,B0,4,2025-04-05,CALIBRATION,4866.362191454858,0.9909502262443439,True,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,6298.273814094658,3.874549010339552,2.228869236944462,6.567474048442906,0.0,0.0,3383.9012708452015,21378.38671875,B0,4,2025-04-06,CALIBRATION,4314.428101175522,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,9225.828610475035,6.147113791605677,3.058601832847451,10.195402298850574,0.0,0.0,2336.895654568142,11095.39501953125,B0,4,2025-04-07,CALIBRATION,3842.393225658899,1.0,True,0.88,PASS,PASS
815,0.9877300613496932,0.9877300613496932,0.012269938650306749,83.28451401412121,0.0,8031.515283584595,6826.574993990097,3.436187685231039,2.247186093519337,7.0478527607361965,67876.87892150879,67876.87892150879,1526.6060392167833,21380.38671875,B0,4,GPU_1,CALIBRATION,5241.66990208538,0.9877300613496932,True,0.9,PASS,PASS
1217,0.9720624486442071,0.9714751426242869,0.027937551355792935,40.86277692006471,0.0,5302.03515625,8824.293002853456,3.243691325311869,2.424026670756336,9.827444535743632,49729.99951171875,110064.0693359375,6220.215231662326,11095.39501953125,B0,4,GPU_2_4,CALIBRATION,4056.63309375321,0.9769926047658176,False,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,3633.630608694894,3.8280403733710977,2.2466296921728484,3.642857142857143,0.0,0.0,3167.518024359809,6743.9582733154275,B0,4,GPU_5_PLUS,CALIBRATION,807.7464019230434,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2060,0.9927184466019418,0.9965121348641186,0.007281553398058253,2.5799074066358822,0.0,1021.6521488838935,10961.293527165897,4.555687413691466,2.7812651810768836,11.95,5314.6092576699175,12043.89732771842,21386.061911157354,13561.611369756076,B1,4,OVERALL,CALIBRATION,7927.222250974155,0.9956310679611651,True,0.9,PASS,PASS
153,0.9803921568627451,0.9772079772079773,0.0196078431372549,13.590407906870514,0.0,1021.6521488838935,8521.455003410872,1.8099218237750985,1.3359658238659988,9.248366013071895,2079.3324097511886,6201.969117270164,863.3148003082664,11875.559869566352,B1,4,2025-04-02,CALIBRATION,5301.045907092744,0.9803921568627451,True,0.88,PASS,PASS
378,0.9735449735449735,0.9828080229226361,0.026455026455026454,5.110981922364989,0.0,1015.1628406323816,9845.68840774029,2.8571265738817906,2.6284601322684185,10.82010582010582,1931.9511666539656,3235.276847918729,1944.756375771532,13520.089899413253,B1,4,2025-04-03,CALIBRATION,6982.842200485576,0.9867724867724867,False,0.88,PASS,PASS
267,0.9925093632958801,0.9927272727272727,0.00749063670411985,4.8813695927519225,0.0,1015.1628406323816,10137.694190978162,3.2953060007197092,2.432751701812258,10.98876404494382,1303.3256812647633,2606.6513625295265,1559.3949227020155,13190.837159367618,B1,4,2025-04-04,CALIBRATION,6528.747576522969,0.9962546816479401,True,0.88,PASS,PASS
221,1.0,1.0,0.0,0.0,0.0,0.0,11233.73900706811,5.6212316810603085,3.0095198396676013,12.14027149321267,0.0,0.0,1455.7651781155575,13190.837159367618,B1,4,2025-04-05,CALIBRATION,7553.564044308552,1.0,True,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,11923.943637912997,7.335327962120583,3.0509926685958053,13.034602076124568,0.0,0.0,9115.754349446777,13571.311369756077,B1,4,2025-04-06,CALIBRATION,9369.58887388052,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,11651.333498219907,7.763213025243595,3.284978961761176,12.60919540229885,0.0,0.0,6447.076284813204,13190.837159367618,B1,4,2025-04-07,CALIBRATION,7721.589948619483,1.0,True,0.88,PASS,PASS
815,0.9901840490797545,0.9901840490797545,0.0098159509202454,0.7713196139744815,0.0,189.4531856736503,11636.885855073633,5.8574796153043325,3.0628891187446676,12.791411042944786,628.6254853892024,628.6254853892024,2634.2870406665616,13572.211369756076,B1,4,GPU_1,CALIBRATION,9570.84210352727,0.9950920245398773,True,0.9,PASS,PASS
1217,0.9942481511914544,0.993480032599837,0.005751848808545604,3.8504385967795525,0.0,1021.6521488838935,10495.019705557468,3.85782797181437,2.579084366979995,11.365653245686113,4685.983772280715,11415.271842329217,7146.836016727487,13190.837159367618,B1,4,GPU_2_4,CALIBRATION,6835.733325864076,0.9958915365653246,True,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,11562.989729046289,12.181643179069008,3.3716416652436814,12.857142857142858,0.0,0.0,11604.938853763299,12956.04166603435,B1,4,GPU_5_PLUS,CALIBRATION,7526.930894837773,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2060,0.9956310679611651,0.9970934457200988,0.004368932038834952,3.4202006219660195,0.0,1458.6796875,10851.313395024272,4.509977926712398,2.7728642665668515,11.843203883495146,7045.61328125,17008.5859375,22087.64898735894,13294.4328125,B2,4,OVERALL,CALIBRATION,8186.292543755689,0.9975728155339806,True,0.9,PASS,PASS
153,0.9673202614379085,0.9658119658119658,0.032679738562091505,26.98937908496732,0.0,1458.6796875,7943.8435712826795,1.687239542843925,1.2912325126116881,9.222222222222221,4129.375,11176.109375,800.9907240125868,11285.226171875,B2,4,2025-04-02,CALIBRATION,5400.267973856209,0.9803921568627451,False,0.88,PASS,PASS
378,0.9947089947089947,0.994269340974212,0.005291005291005291,3.8574580439814814,0.0,1092.5595703125,9727.974828972388,2.8229671956772053,2.6194671066838375,10.571428571428571,1458.119140625,2916.23828125,1920.9898046875,13458.671875,B2,4,2025-04-03,CALIBRATION,7917.788271949405,0.9973544973544973,True,0.88,PASS,PASS
267,0.9925093632958801,0.9927272727272727,0.00749063670411985,5.4611203768726595,0.0,1092.5595703125,10002.69021389279,3.251422312039658,2.4224024310204584,10.98876404494382,1458.119140625,2916.23828125,1539.2409559461805,13113.4404296875,B2,4,2025-04-04,CALIBRATION,7513.818450813436,0.9962546816479401,True,0.88,PASS,PASS
221,1.0,1.0,0.0,0.0,0.0,0.0,11169.637319711539,5.589155946031083,3.0046360065836826,12.14027149321267,0.0,0.0,1447.2930691189235,13168.529296875,B2,4,2025-04-05,CALIBRATION,8506.814802212952,1.0,True,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,11879.279455693122,7.307851614136098,3.0476583951199365,12.883506343713956,0.0,0.0,9527.361595594619,13298.8642578125,B2,4,2025-04-06,CALIBRATION,8771.645788841732,1.0,True,0.88,PASS,PASS
174,1.0,1.0,0.0,0.0,0.0,0.0,11624.020799658765,7.74501473942019,3.2830885819838764,12.660919540229886,0.0,0.0,6851.772837999132,13113.4404296875,B2,4,2025-04-07,CALIBRATION,8927.501015849497,1.0,True,0.88,PASS,PASS
815,1.0,1.0,0.0,0.0,0.0,0.0,11587.670872076304,5.832707028955665,3.059173213101173,12.506748466257669,0.0,0.0,2623.3199335394966,13642.654296875,B2,4,GPU_1,CALIBRATION,8750.912495806173,1.0,True,0.9,PASS,PASS
1217,0.9926047658175843,0.9918500407497962,0.007395234182415777,5.789328908175842,0.0,1458.6796875,10329.140022371867,3.7968528331578653,2.5663383378142965,11.361544782251437,7045.61328125,17008.5859375,7032.006178385417,13113.4404296875,B2,4,GPU_2_4,CALIBRATION,7825.062343525318,0.9958915365653246,True,0.9,PASS,PASS
28,1.0,1.0,0.0,0.0,0.0,0.0,12113.943777901786,12.762074865725411,3.4157308332235745,13.464285714285714,0.0,0.0,12432.322875434027,12945.5498046875,B2,4,GPU_5_PLUS,CALIBRATION,7452.431570870535,1.0,True,0.9,INSUFFICIENT_SUPPORT,INSUFFICIENT_SUPPORT
2060,0.9932038834951457,0.9970934457200988,0.006796116504854369,1.620873786407767,0.0,815.0,11008.173786407768,4.575171592857863,2.785046009083476,11.728155339805825,3339.0,5805.0,22724.589722222223,13391.0,B3,4,OVERALL,CALIBRATION,6284.267961165048,0.996116504854369,True,0.9,PASS,PASS
153,0.9869281045751634,0.9886039886039886,0.013071895424836602,4.313725490196078,0.0,331.0,8711.437908496731,1.850273407620986,1.3501920882501708,9.248366013071895,660.0,1320.0,882.2413888888889,12074.4,B3,4,2025-04-02,CALIBRATION,4734.986928104575,0.9869281045751634,True,0.88,PASS,PASS
378,0.9735449735449735,0.9828080229226361,0.026455026455026454,4.698412698412699,0.0,815.0,9974.386243386243,2.8944734805679753,2.6382564659196164,10.584656084656086,1776.0,2679.0,1973.5727777777777,13401.0,B3,4,2025-04-03,CALIBRATION,5553.079365079365,0.9867724867724867,False,0.88,PASS,PASS
267,0.9925093632958801,0.9927272727272727,0.00749063670411985,3.3820224719101124,0.0,815.0,10341.359550561798,3.361508400292184,2.4481002558357186,10.99625468164794,903.0,1806.0,1591.2355555555555,13391.0,B3,4,2025-04-04,CALIBRATION,5794.307116104869,0.9962546816479401,True,0.88,PASS,PASS
221,1.0,1.0,0.0,0.0,0.0,0.0,11412.552036199095,5.710707630582103,3.0229543880639085,12.122171945701357,0.0,0.0,1478.5205555555556,13391.0,B3,4,2025-04-05,CALIBRATION,6566.176470588235,1.0,True,0.88,PASS,PASS
867,1.0,1.0,0.0,0.0,0.0,0.0,11785.44982698962,7.250129846908367,3.041093397561488,12.602076124567475,0.0,0.0,9716.83111111111,13392.0,B3,4,2025-04-06,CALIBRATION,6822.449826989619,1.0,True,0.88,PASS,PASS
