policy,slot_0based,interval_1based,timestamp,rho_actual_pu,rho_actual_percent,critical_line_phase_axis,Vmin_pu,Vmax_pu
B0,12,13,2025-05-01T03:00,0.6097429235456108,60.97429235456108,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9856297250436606,1.0404685654313024
B0,13,14,2025-05-01T03:15,0.6062317608995783,60.62317608995783,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9862381465349069,1.0405605573317074
B0,14,15,2025-05-01T03:30,0.6111878425499472,61.118784254994715,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9855379624103264,1.0404682726897658
B0,15,16,2025-05-01T03:45,0.6091194471942972,60.91194471942972,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9859127737319574,1.040521708714181
B0,16,17,2025-05-01T04:00,0.6170432907554564,61.70432907554564,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9848116897728624,1.0403801278271456
B0,17,18,2025-05-01T04:15,0.6144302872246383,61.443028722463836,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9846574726125698,1.0403459698684494
B0,18,19,2025-05-01T04:30,0.6196702659725934,61.96702659725935,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9843987397716957,1.040152623317285
B0,19,20,2025-05-01T04:45,0.6250629346469809,62.50629346469809,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9826782547655993,1.040301526121501
B0,20,21,2025-05-01T05:00,0.6488170935871658,64.88170935871658,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9831530999835505,1.0401076569002314
B0,21,22,2025-05-01T05:15,0.6635375523437587,66.35375523437587,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9815055007655461,1.0400648823256184
B0,22,23,2025-05-01T05:30,0.6824894456628285,68.24894456628286,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9793353401479982,1.0400148450345907
B0,23,24,2025-05-01T05:45,0.7073798266298474,70.73798266298475,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9764315976172413,1.0399999946105372
B0,24,25,2025-05-01T06:00,0.7472591196359029,74.72591196359029,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.97235732397942,1.0399999871165877
B0,25,26,2025-05-01T06:15,0.7850836784027013,78.50836784027013,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9683493461061754,1.0399999804674465
B0,26,27,2025-05-01T06:30,0.8263673100923938,82.63673100923938,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9632123383824573,1.03999997317809
B0,27,28,2025-05-01T06:45,0.8510474629918348,85.10474629918347,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9602823572200212,1.0399999685733203
B0,28,29,2025-05-01T07:00,0.8773466280954199,87.73466280954199,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9553958127824298,1.0399999859641575
B0,29,30,2025-05-01T07:15,0.8935571668157207,89.35571668157208,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.964330804567127,1.0401390723494464
B0,30,31,2025-05-01T07:30,0.8896107517959433,88.96107517959433,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9649589068168262,1.0401555286367568
B0,31,32,2025-05-01T07:45,0.8691784179991311,86.9178417999131,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9680239369787462,1.040261345811791
B0,32,33,2025-05-01T08:00,0.8322944319673872,83.22944319673871,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9629816762613702,1.0399999735316567
B0,33,34,2025-05-01T08:15,0.7951411589911715,79.51411589911716,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9679478587648873,1.0399999825459738
B0,34,35,2025-05-01T08:30,0.7375830706961911,73.75830706961911,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.975556532963675,1.0399999954038737
B0,35,36,2025-05-01T08:45,0.7040317966909289,70.40317966909288,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9798632789279411,1.04006374252121
B0,36,37,2025-05-01T09:00,0.6566824764148413,65.66824764148413,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9849570836821459,1.0401794588881683
B0,37,38,2025-05-01T09:15,0.6260735359844187,62.607353598441875,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9890819077741614,1.0402842993533596
B0,38,39,2025-05-01T09:30,0.5723958300712637,57.23958300712637,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9916182330585221,1.0410406243328318
B0,39,40,2025-05-01T09:45,0.5369396161100476,53.69396161100476,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9859155911131807,1.0399999655418646
B0,40,41,2025-05-01T10:00,0.4983616333542938,49.836163335429376,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9901114569448295,1.0399999721102597
B0,41,42,2025-05-01T10:15,0.46929919853282637,46.929919853282634,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9932972181874943,1.0399999774279853
B0,42,43,2025-05-01T10:30,0.44761888584770904,44.7618885847709,Line.ln5775442-1|t2|l2823592|node1,0.9959126178719492,1.0399999812256018
B0,43,44,2025-05-01T10:45,0.4363312625113921,43.63312625113921,Line.ln5775442-1|t2|l2823592|node1,0.9975246272072479,1.0399999839854752
B0,44,45,2025-05-01T11:00,0.4117046181029651,41.17046181029651,Line.ln5775442-1|t2|l2823592|node1,1.0002418457811835,1.0399999884776674
B0,45,46,2025-05-01T11:15,0.4099050406564302,40.990504065643016,Line.ln5775442-1|t2|l2823592|node1,1.000462936282754,1.039999988633946
B0,46,47,2025-05-01T11:30,0.3966776842169878,39.66776842169878,Line.ln5775442-1|t2|l2823592|node1,1.0021927638815717,1.039999991504017
B0,47,48,2025-05-01T11:45,0.39315294200613865,39.31529420061386,Line.ln5775442-1|t2|l2823592|node1,1.0026784703234255,1.0399999923936551
B0,48,49,2025-05-01T12:00,0.3955970074803413,39.55970074803413,Line.ln5775442-1|t2|l2823592|node1,1.002471354446612,1.0399999917563054
B0,49,50,2025-05-01T12:15,0.3903736936749933,39.03736936749933,Line.ln5775442-1|t2|l2823592|node1,1.0031732815096144,1.0399999929322803
B0,50,51,2025-05-01T12:30,0.3954069797835221,39.540697978352206,Line.ln5775442-1|t2|l2823592|node1,1.002516640877109,1.0399999920098613
B0,51,52,2025-05-01T12:45,0.39639829533787796,39.6398295337878,Line.ln5775442-1|t2|l2823592|node1,1.0023267107184894,1.0399999919729304
B0,52,53,2025-05-01T13:00,0.4015853210236952,40.15853210236952,Line.ln5775442-1|t2|l2823592|node1,1.0017599915055537,1.0399999918496954
B0,53,54,2025-05-01T13:15,0.4089381112788084,40.89381112788084,Line.ln5775442-1|t2|l2823592|node1,1.0006651781543936,1.0399999902195585
B0,54,55,2025-05-01T13:30,0.42453194754247703,42.453194754247704,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9991101628337377,1.0399999883224162
B0,55,56,2025-05-01T13:45,0.4287442751862137,42.874427518621374,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.998849430081664,1.039999988094696
B0,56,57,2025-05-01T14:00,0.4517902364826934,45.17902364826934,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.996696224374681,1.0399999854288535
B0,57,58,2025-05-01T14:15,0.46699664825582304,46.6996648255823,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9944407060301927,1.0399999827713384
B0,58,59,2025-05-01T14:30,0.48228943539372776,48.22894353937278,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9926352935212513,1.0399999786249998
B0,59,60,2025-05-01T14:45,0.5162761687789927,51.62761687789927,Line.ln5775442-1|t2|l2823592|node1,0.987061832774355,1.0399999658630104
B0,60,61,2025-05-01T15:00,0.5378647113702408,53.78647113702408,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9867695835433337,1.040349511703405
B0,61,62,2025-05-01T15:15,0.5857574718196383,58.575747181963834,Line.ln6291242-1|t2|m1209791|node1,0.9858618273389506,1.0402977055492468
B0,62,63,2025-05-01T15:30,0.6198429398924262,61.98429398924262,Line.ln6291242-1|t2|m1209791|node1,0.978263137715313,1.0402132662105152
B0,63,64,2025-05-01T15:45,0.6447605607077618,64.47605607077618,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9820377081758577,1.040061029591928
B0,64,65,2025-05-01T16:00,0.7001652499127026,70.01652499127026,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9764830744876021,1.0399999936252229
B0,65,66,2025-05-01T16:15,0.7300362603050113,73.00362603050114,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9717963167376216,1.039999985797202
B0,66,67,2025-05-01T16:30,0.7911089248864464,79.11089248864464,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9649844870289565,1.0399999761509984
B0,67,68,2025-05-01T16:45,0.8241153881344554,82.41153881344555,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9614183074527717,1.0399999702207232
B0,68,69,2025-05-01T17:00,0.8638462477824306,86.38462477824305,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9559960653946911,1.0399999869158025
B0,69,70,2025-05-01T17:15,0.8854702835689193,88.54702835689193,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9629945914113887,1.0400890729359795
B0,70,71,2025-05-01T17:30,0.910887758141381,91.0887758141381,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9597278949344693,1.0399999965447204
B0,71,72,2025-05-01T17:45,0.9288422618681419,92.88422618681419,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9572743938609475,1.0399999908326951
B0,72,73,2025-05-01T18:00,0.9387883060256565,93.87883060256566,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9559489142193756,1.0399999878003439
B0,73,74,2025-05-01T18:15,0.9440612543891209,94.40612543891208,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9553091510290566,1.039999986257265
B0,74,75,2025-05-01T18:30,0.9421901973200886,94.21901973200886,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9554678063746521,1.0399999867050413
B0,75,76,2025-05-01T18:45,0.9382943798944041,93.82943798944041,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9561432180919359,1.0399999883658926
B0,76,77,2025-05-01T19:00,0.9266226537602207,92.66226537602206,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9578187174165376,1.0399999922996086
B0,77,78,2025-05-01T19:15,0.9226315560904632,92.26315560904632,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9584190729045103,1.0399999937837152
B0,78,79,2025-05-01T19:30,0.924555373997013,92.4555373997013,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9584072019204067,1.0399999938085516
B0,79,80,2025-05-01T19:45,0.9167193026983498,91.67193026983497,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9594688560389422,1.0399999963313031
B0,80,81,2025-05-01T20:00,0.9024581949783148,90.24581949783148,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9613915613512292,1.040042359078662
B0,81,82,2025-05-01T20:15,0.8805295915557895,88.05295915557895,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9642993567240922,1.0401403035233427
B0,82,83,2025-05-01T20:30,0.8759386528413075,87.59386528413074,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9645171338444116,1.0401443787555489
B0,83,84,2025-05-01T20:45,0.8633722012537747,86.33722012537747,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.965859141649524,1.0401787403775313
B0,84,85,2025-05-01T21:00,0.8340579255105633,83.40579255105634,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9689378131609881,1.0402910459899448
B0,85,86,2025-05-01T21:15,0.8227156741441541,82.27156741441541,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9696101433169526,1.040309526876622
B0,86,87,2025-05-01T21:30,0.817125987032432,81.7125987032432,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9601928121366446,1.0399999956059736
B0,87,88,2025-05-01T21:45,0.7979312421281385,79.79312421281385,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9641271752328417,1.0399999759043215
B0,88,89,2025-05-01T22:00,0.7852253722450298,78.52253722450297,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9657273685350225,1.03999997852997
B0,89,90,2025-05-01T22:15,0.7668802004765254,76.68802004765254,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9682087580045392,1.039999982946838
B0,90,91,2025-05-01T22:30,0.760454361925222,76.0454361925222,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9690177675640106,1.0399999844229815
B0,91,92,2025-05-01T22:45,0.7459557897118931,74.59557897118931,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9709050120115974,1.0399999877409876
B0,92,93,2025-05-01T23:00,0.7527485289883393,75.27485289883393,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9701041208378479,1.039999986417801
B0,93,94,2025-05-01T23:15,0.7563497905990957,75.63497905990957,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9696282431639169,1.0399999855947668
B0,94,95,2025-05-01T23:30,0.738000660179327,73.80006601793269,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9721168422297697,1.0399999901409003
B0,95,96,2025-05-01T23:45,0.7202145847872574,72.02145847872575,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9750077176061803,1.0399999953063592
B1,0,1,2025-05-01T00:00,0.701692467926295,70.16924679262951,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9755987542339805,1.0401774511339916
B1,1,2,2025-05-01T00:15,0.6864531308743111,68.64531308743112,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9775996522150011,1.0402316035431256
B1,2,3,2025-05-01T00:30,0.6744663626467712,67.44663626467712,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9793295220534968,1.0402803947508377
B1,3,4,2025-05-01T00:45,0.6680397576307774,66.80397576307774,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9808385817646734,1.040335889034831
B1,4,5,2025-05-01T01:00,0.6604781070412022,66.04781070412022,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9812685347715152,1.0403793083872153
B1,5,6,2025-05-01T01:15,0.6475009211212959,64.7500921121296,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9828478587318233,1.0406258165984807
B1,6,7,2025-05-01T01:30,0.6352749620175296,63.52749620175297,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9833857237011534,1.0411128568234587
B1,7,8,2025-05-01T01:45,0.6246671855152528,62.46671855152528,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9883730540898332,1.0412072264447263
B1,8,9,2025-05-01T02:00,0.6173899861076334,61.73899861076334,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9888370858378875,1.0412733805605618
B1,9,10,2025-05-01T02:15,0.619982270581446,61.99822705814459,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9850994010019261,1.040358826447023
B1,10,11,2025-05-01T02:30,0.6135508015748552,61.35508015748552,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9849291903707936,1.0403788770605638
B1,11,12,2025-05-01T02:45,0.6112567346823629,61.125673468236286,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9853734649797373,1.0404088139357726
B1,12,13,2025-05-01T03:00,0.609352566896685,60.935256689668506,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9860135213220568,1.0404904680134652
B1,13,14,2025-05-01T03:15,0.6058440548670874,60.58440548670874,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9866212342371781,1.0405823323654604
B1,14,15,2025-05-01T03:30,0.6107964213453377,61.07964213453377,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9859219677217805,1.0404901904699198
B1,15,16,2025-05-01T03:45,0.6087294387603949,60.872943876039486,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9862964009272487,1.040543573824736
B1,16,17,2025-05-01T04:00,0.6166476384910409,61.66476384910409,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9851966443974198,1.0403881328741356
B1,17,18,2025-05-01T04:15,0.6140362125957721,61.403621259577214,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9852919483750604,1.040349809901381
B1,18,19,2025-05-01T04:30,0.619265683203897,61.9265683203897,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9845869537696129,1.040156865270384
B1,19,20,2025-05-01T04:45,0.6246657953354786,62.46657953354786,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9828696256825667,1.0403046454327525
B1,20,21,2025-05-01T05:00,0.6481912304632039,64.8191230463204,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9836031224869307,1.0401120250963996
B1,21,22,2025-05-01T05:15,0.663047746646245,66.3047746646245,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9817122077430536,1.040068363997628
B1,22,23,2025-05-01T05:30,0.6875077851044862,68.75077851044861,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.979595146479176,1.0400062083688975
B1,23,24,2025-05-01T05:45,0.7022825830184005,70.22825830184006,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9767059578338176,1.0399999948409073
B1,24,25,2025-05-01T06:00,0.7416715219316744,74.16715219316744,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9725947371700158,1.0399999873918657
B1,25,26,2025-05-01T06:15,0.7791854408800057,77.91854408800057,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9685921786682259,1.039999980754807
B1,26,27,2025-05-01T06:30,0.8258174681353506,82.58174681353506,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9634732789001828,1.0399999734447722
B1,27,28,2025-05-01T06:45,0.850478702543599,85.0478702543599,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9605493703827889,1.0399999688470971
B1,28,29,2025-05-01T07:00,0.8767241950386901,87.67241950386901,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9556828189271405,1.0399999862340235
B1,29,30,2025-05-01T07:15,0.8928377981849982,89.28377981849982,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9646002826506771,1.040144952116313
B1,30,31,2025-05-01T07:30,0.88889693674291,88.88969367429101,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.965227308424564,1.0401613718906755
B1,31,32,2025-05-01T07:45,0.8684685333268919,86.8468533326892,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9682698896372482,1.0402671190476656
B1,32,33,2025-05-01T08:00,0.8318059261327382,83.18059261327382,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9632632625264766,1.0399999737871544
B1,33,34,2025-05-01T08:15,0.7946279705269541,79.46279705269541,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9681626268714673,1.0399999827964699
B1,34,35,2025-05-01T08:30,0.7371092645529141,73.71092645529141,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9757590945183183,1.039999995635395
B1,35,36,2025-05-01T08:45,0.7035757697991647,70.35757697991647,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9800602140624347,1.040067025222587
B1,36,37,2025-05-01T09:00,0.656267279746092,65.6267279746092,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9853551361092963,1.0401825695836937
B1,37,38,2025-05-01T09:15,0.6256797444488128,62.56797444488128,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.989268169559502,1.0402872785236195
B1,38,39,2025-05-01T09:30,0.5780524600976263,57.805246009762634,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9863232981087563,1.0410795352346518
B1,39,40,2025-05-01T09:45,0.5370234768389598,53.70234768389598,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9877092209055596,1.0406196875941773
B1,40,41,2025-05-01T10:00,0.4982807161723276,49.82807161723276,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.991469058832985,1.0412623975937532
B1,41,42,2025-05-01T10:15,0.4688582709653988,46.88582709653988,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9932055104279801,1.0399999776606481
B1,42,43,2025-05-01T10:30,0.4452701645304007,44.52701645304007,Line.ln5775442-1|t2|l2823592|node1,0.99585165845038,1.0399999815392478
B1,43,44,2025-05-01T10:45,0.43341080318657493,43.3410803186575,Line.ln5775442-1|t2|l2823592|node1,0.9974715371442672,1.0399999844242405
B1,44,45,2025-05-01T11:00,0.4085673122771457,40.85673122771457,Line.ln5775442-1|t2|l2823592|node1,1.0006706113836774,1.0399999894623417
B1,45,46,2025-05-01T11:15,0.40366859544020406,40.36685954402041,Line.ln5775442-1|t2|l2823592|node1,1.0013304344384129,1.0399999905824597
B1,46,47,2025-05-01T11:30,0.39072129662313826,39.07212966231383,Line.ln5775442-1|t2|l2823592|node1,1.0030419684660923,1.03999999335478
B1,47,48,2025-05-01T11:45,0.3878438667792058,38.78438667792058,Line.ln5775442-1|t2|l2823592|node1,1.0034230090830554,1.03999999407769
B1,48,49,2025-05-01T12:00,0.39055797160834627,39.05579716083463,Line.ln5775442-1|t2|l2823592|node1,1.0031919669112217,1.0399999933517052
B1,49,50,2025-05-01T12:15,0.38582855961367113,38.582855961367116,Line.ln5775442-1|t2|l2823592|node1,1.003840230678411,1.039999994383664
B1,50,51,2025-05-01T12:30,0.3911787399782171,39.11787399782171,Line.ln5775442-1|t2|l2823592|node1,1.0031430477543435,1.0399999933665065
B1,51,52,2025-05-01T12:45,0.3926349577664837,39.26349577664837,Line.ln5775442-1|t2|l2823592|node1,1.0028977306691553,1.0399999931947583
B1,52,53,2025-05-01T13:00,0.3981459510924765,39.814595109247655,Line.ln5775442-1|t2|l2823592|node1,1.002291014686737,1.0399999929761203
B1,53,54,2025-05-01T13:15,0.4060925559035616,40.609255590356156,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,1.0011499779837008,1.0399999912211657
B1,54,55,2025-05-01T13:30,0.42409891178935355,42.409891178935354,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9994631943723497,1.0399999889640263
B1,55,56,2025-05-01T13:45,0.428487890296914,42.848789029691396,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9989034545946457,1.0399999880246162
B1,56,57,2025-05-01T14:00,0.4515810519887722,45.158105198877216,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9966251802923428,1.039999984810837
B1,57,58,2025-05-01T14:15,0.46677793622800534,46.677793622800536,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9949115406079843,1.0399999821527195
B1,58,59,2025-05-01T14:30,0.48206422451603376,48.20642245160337,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9921378233120318,1.0399999780766964
B1,59,60,2025-05-01T14:45,0.5191577102771675,51.91577102771675,Line.ln5775442-1|t2|l2823592|node1,0.9869398141216361,1.0399999651699579
B1,60,61,2025-05-01T15:00,0.5395991492998781,53.959914929987804,Line.hvmv_sub_connector|t2|hvmv_sub_48332|node1,0.9870937906078596,1.0403401097405591
B1,61,62,2025-05-01T15:15,0.5883827935870178,58.83827935870178,Line.ln6291242-1|t2|m1209791|node1,0.9857646694326401,1.0402877231171295
B1,62,63,2025-05-01T15:30,0.6226690050432121,62.26690050432121,Line.ln6291242-1|t2|m1209791|node1,0.9781367483174793,1.0402022902907657
B1,63,64,2025-05-01T15:45,0.6455540842621551,64.55540842621551,Line.ln5775442-1|t2|l2823592|node1,0.9818964916986427,1.0400495626595527
B1,64,65,2025-05-01T16:00,0.6999089404644737,69.99089404644737,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9763458494092948,1.0399999928069452
B1,65,66,2025-05-01T16:15,0.7297268251938183,72.97268251938182,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.97174216703253,1.0399999851545838
B1,66,67,2025-05-01T16:30,0.7907210616402112,79.07210616402112,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9649872274897011,1.0399999756704434
B1,67,68,2025-05-01T16:45,0.8237102372720368,82.37102372720369,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9614226803428252,1.0399999697382973
B1,68,69,2025-05-01T17:00,0.8633169310324578,86.33169310324578,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9561049378705028,1.0399999866680993
B1,69,70,2025-05-01T17:15,0.884944280239791,88.4944280239791,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9631022590740635,1.040086408385557
B1,70,71,2025-05-01T17:30,0.910372032917218,91.0372032917218,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9598145908021435,1.0399999963270452
B1,71,72,2025-05-01T17:45,0.9282978297372408,92.82978297372408,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9573871317075485,1.039999990687917
B1,72,73,2025-05-01T18:00,0.9382290544875491,93.82290544875491,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9560738727435072,1.0399999877118196
B1,73,74,2025-05-01T18:15,0.9434635796011206,94.34635796011206,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9554676768733577,1.0399999862601628
B1,74,75,2025-05-01T18:30,0.9415941082971991,94.15941082971992,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9556282982774902,1.039999986711463
B1,75,76,2025-05-01T18:45,0.9376844592993681,93.7684459299368,Line.tpx21459660c0|t2|sx3101194c.1.2|node1,0.9563291216192354,1.0399999884413256
